,mem,train,test
0,0.95,MSC01,MSC05
1,1.0,MSC01,MSC05
2,0.95,MSC01,MSC05
3,1.0,MSC01,MSC05
4,1.0,MSC01,MSC05
5,1.0,MSC01,MSC05
6,1.0,MSC01,MSC05
7,0.95,MSC01,MSC05
8,1.0,MSC01,MSC05
9,0.95,MSC01,MSC05
