,mem,train,test
0,0.95,MSC07,MSC04
1,0.9,MSC07,MSC04
2,0.9,MSC07,MSC04
3,1.0,MSC07,MSC04
4,1.0,MSC07,MSC04
5,0.85,MSC07,MSC04
6,0.9,MSC07,MSC04
7,0.95,MSC07,MSC04
8,0.9,MSC07,MSC04
9,0.9,MSC07,MSC04
