,motor,train,test
0,0.7,MSC05,MSC01
1,0.55,MSC05,MSC01
2,0.7,MSC05,MSC01
3,0.75,MSC05,MSC01
4,0.65,MSC05,MSC01
5,0.6,MSC05,MSC01
6,0.55,MSC05,MSC01
7,0.65,MSC05,MSC01
8,0.65,MSC05,MSC01
9,0.55,MSC05,MSC01
