,mixed,train,test
0,1.0,MSC01,MSC07
1,0.55,MSC01,MSC07
2,0.75,MSC01,MSC07
3,0.6,MSC01,MSC07
4,0.55,MSC01,MSC07
5,0.6,MSC01,MSC07
6,0.5,MSC01,MSC07
7,0.5,MSC01,MSC07
8,0.5,MSC01,MSC07
9,0.7,MSC01,MSC07
