,mixed,train,test
0,0.65,MSC02,MSC07
1,0.6,MSC02,MSC07
2,0.9,MSC02,MSC07
3,0.85,MSC02,MSC07
4,0.8,MSC02,MSC07
5,0.8,MSC02,MSC07
6,0.8,MSC02,MSC07
7,0.85,MSC02,MSC07
8,0.8,MSC02,MSC07
9,0.85,MSC02,MSC07
