,mem,train,test
0,0.95,MSC03,MSC07
1,0.95,MSC03,MSC07
2,0.9,MSC03,MSC07
3,0.75,MSC03,MSC07
4,0.8,MSC03,MSC07
5,0.95,MSC03,MSC07
6,0.9,MSC03,MSC07
7,0.95,MSC03,MSC07
8,0.85,MSC03,MSC07
9,0.9,MSC03,MSC07
