,motor,train,test
0,1.0,MSC04,MSC07
1,0.95,MSC04,MSC07
2,1.0,MSC04,MSC07
3,0.95,MSC04,MSC07
4,0.95,MSC04,MSC07
5,1.0,MSC04,MSC07
6,1.0,MSC04,MSC07
7,1.0,MSC04,MSC07
8,1.0,MSC04,MSC07
9,0.95,MSC04,MSC07
