,motor,train,test
0,0.95,MSC10,MSC02
1,0.9,MSC10,MSC02
2,0.8,MSC10,MSC02
3,0.9,MSC10,MSC02
4,0.9,MSC10,MSC02
5,0.95,MSC10,MSC02
6,0.9,MSC10,MSC02
7,0.95,MSC10,MSC02
8,0.9,MSC10,MSC02
9,0.9,MSC10,MSC02
