,motor,train,test
0,0.5,MSC03,MSC01
1,0.75,MSC03,MSC01
2,0.75,MSC03,MSC01
3,0.6,MSC03,MSC01
4,0.8,MSC03,MSC01
5,0.75,MSC03,MSC01
6,0.75,MSC03,MSC01
7,0.65,MSC03,MSC01
8,0.65,MSC03,MSC01
9,0.85,MSC03,MSC01
