,mixed,train,test
0,0.6,MSC10,MSC03
1,0.6,MSC10,MSC03
2,0.6,MSC10,MSC03
3,0.65,MSC10,MSC03
4,0.55,MSC10,MSC03
5,0.6,MSC10,MSC03
6,0.6,MSC10,MSC03
7,0.55,MSC10,MSC03
8,0.5,MSC10,MSC03
9,0.55,MSC10,MSC03
