,mem,train,test
0,0.9,MSC06,MSC02
1,0.95,MSC06,MSC02
2,0.95,MSC06,MSC02
3,0.95,MSC06,MSC02
4,1.0,MSC06,MSC02
5,0.95,MSC06,MSC02
6,1.0,MSC06,MSC02
7,0.8,MSC06,MSC02
8,0.95,MSC06,MSC02
9,0.95,MSC06,MSC02
