,motor,train,test
0,1.0,MSC04,MSC02
1,0.95,MSC04,MSC02
2,1.0,MSC04,MSC02
3,0.95,MSC04,MSC02
4,1.0,MSC04,MSC02
5,1.0,MSC04,MSC02
6,0.95,MSC04,MSC02
7,1.0,MSC04,MSC02
8,1.0,MSC04,MSC02
9,1.0,MSC04,MSC02
