,test_task,train_task,Mean,Std
0,mem,mixed,0.9500000000000001,0.05976143046671967
1,mem,motor,0.69375,0.16352697462061552
2,mixed,mem,0.8375,0.10938137736509682
3,mixed,motor,0.65625,0.126596941962615
4,motor,mem,0.91875,0.10329396331413981
5,motor,mixed,0.9500000000000001,0.08451542547285167
