,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.95
1,mixed,mem,MSC01,0.925
2,motor,mixed,MSC01,0.975
3,motor,mem,MSC01,0.9200000000000002
4,mem,mixed,MSC01,0.9550000000000001
5,mem,motor,MSC01,0.8549999999999999
6,mixed,motor,MSC02,0.7649999999999999
7,mixed,mem,MSC02,0.635
8,motor,mixed,MSC02,0.51
9,motor,mem,MSC02,0.5449999999999999
10,mem,mixed,MSC02,0.51
11,mem,motor,MSC02,0.65
12,mixed,motor,MSC03,0.9149999999999998
13,mixed,mem,MSC03,0.875
14,motor,mixed,MSC03,0.6549999999999999
15,motor,mem,MSC03,0.5
16,mem,mixed,MSC03,0.775
17,mem,motor,MSC03,0.725
18,mixed,motor,MSC04,0.675
19,mixed,mem,MSC04,0.7349999999999999
20,motor,mixed,MSC04,0.5599999999999999
21,motor,mem,MSC04,0.515
22,mem,mixed,MSC04,0.755
23,mem,motor,MSC04,0.5700000000000001
24,mixed,motor,MSC05,0.7299999999999999
25,mixed,mem,MSC05,0.8799999999999999
26,motor,mixed,MSC05,0.5149999999999999
27,motor,mem,MSC05,0.6650000000000001
28,mem,mixed,MSC05,0.6500000000000001
29,mem,motor,MSC05,0.7799999999999999
30,mixed,motor,MSC06,0.6222222222222223
31,mixed,mem,MSC06,0.7999999999999999
32,motor,mixed,MSC06,0.561111111111111
33,motor,mem,MSC06,0.5833333333333334
34,mem,mixed,MSC06,0.7999999999999998
35,mem,motor,MSC06,0.6444444444444445
36,mixed,motor,MSC07,0.8388888888888889
37,mixed,mem,MSC07,0.5700000000000001
38,motor,mixed,MSC07,0.5722222222222222
39,motor,mem,MSC07,0.5055555555555555
40,mem,mixed,MSC07,0.635
41,mem,motor,MSC07,0.7722222222222221
42,mixed,motor,MSC10,0.8250000000000002
43,mixed,mem,MSC10,0.7
44,motor,mixed,MSC10,0.6649999999999999
45,motor,mem,MSC10,0.57
46,mem,mixed,MSC10,0.74
47,mem,motor,MSC10,0.8049999999999999
