train_task,test_task,sub,acc
mixed,motor,MSC01,0.95
mixed,mem,MSC01,0.9299999999999999
motor,mixed,MSC01,0.8549999999999999
motor,mem,MSC01,0.6049999999999999
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.9400000000000001
mixed,motor,MSC02,0.7749999999999999
mixed,mem,MSC02,0.7749999999999998
motor,mixed,MSC02,0.505
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.7749999999999999
mem,motor,MSC02,0.7150000000000001
mixed,motor,MSC03,0.9650000000000001
mixed,mem,MSC03,0.7999999999999999
motor,mixed,MSC03,0.505
motor,mem,MSC03,0.5549999999999999
mem,mixed,MSC03,0.675
mem,motor,MSC03,0.9200000000000002
mixed,motor,MSC04,0.9200000000000002
mixed,mem,MSC04,0.9600000000000002
motor,mixed,MSC04,0.5599999999999998
motor,mem,MSC04,0.575
mem,mixed,MSC04,0.885
mem,motor,MSC04,0.8549999999999999
mixed,motor,MSC05,0.9299999999999999
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5499999999999999
motor,mem,MSC05,0.5399999999999999
mem,mixed,MSC05,0.8800000000000001
mem,motor,MSC05,0.93
mixed,motor,MSC06,0.9299999999999999
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.61
motor,mem,MSC06,0.6700000000000002
mem,mixed,MSC06,0.7849999999999999
mem,motor,MSC06,0.8799999999999999
mixed,motor,MSC07,0.82
mixed,mem,MSC07,0.8499999999999999
motor,mixed,MSC07,0.5349999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.82
mem,motor,MSC07,0.7699999999999999
mixed,motor,MSC10,0.8
mixed,mem,MSC10,0.97
motor,mixed,MSC10,0.52
motor,mem,MSC10,0.6950000000000001
mem,mixed,MSC10,0.9099999999999999
mem,motor,MSC10,0.8299999999999998
