train_task,test_task,sub,acc
mixed,motor,MSC01,0.945
mixed,mem,MSC01,0.9099999999999999
motor,mixed,MSC01,0.825
motor,mem,MSC01,0.7649999999999999
mem,mixed,MSC01,0.9450000000000001
mem,motor,MSC01,0.9649999999999999
mixed,motor,MSC02,0.86
mixed,mem,MSC02,0.7499999999999999
motor,mixed,MSC02,0.5799999999999998
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.635
mem,motor,MSC02,0.6300000000000001
mixed,motor,MSC03,0.75
mixed,mem,MSC03,0.67
motor,mixed,MSC03,0.54
motor,mem,MSC03,0.5349999999999999
mem,mixed,MSC03,0.43999999999999995
mem,motor,MSC03,0.545
mixed,motor,MSC04,0.845
mixed,mem,MSC04,0.865
motor,mixed,MSC04,0.7250000000000001
motor,mem,MSC04,0.7300000000000001
mem,mixed,MSC04,0.9099999999999999
mem,motor,MSC04,0.845
mixed,motor,MSC05,0.7949999999999999
mixed,mem,MSC05,0.76
motor,mixed,MSC05,0.6649999999999999
motor,mem,MSC05,0.525
mem,mixed,MSC05,0.7150000000000001
mem,motor,MSC05,0.8
mixed,motor,MSC06,0.71
mixed,mem,MSC06,0.735
motor,mixed,MSC06,0.6100000000000001
motor,mem,MSC06,0.63
mem,mixed,MSC06,0.7050000000000001
mem,motor,MSC06,0.725
mixed,motor,MSC07,0.75
mixed,mem,MSC07,0.6799999999999999
motor,mixed,MSC07,0.5399999999999999
motor,mem,MSC07,0.525
mem,mixed,MSC07,0.7749999999999999
mem,motor,MSC07,0.705
mixed,motor,MSC10,0.6950000000000001
mixed,mem,MSC10,0.9000000000000001
motor,mixed,MSC10,0.45499999999999996
motor,mem,MSC10,0.625
mem,mixed,MSC10,0.835
mem,motor,MSC10,0.79
