train_task,test_task,sub,acc
mixed,motor,MSC01,0.985
mixed,mem,MSC01,0.96
motor,mixed,MSC01,0.8099999999999999
motor,mem,MSC01,0.625
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.9549999999999998
mixed,motor,MSC02,0.7349999999999999
mixed,mem,MSC02,0.7699999999999999
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.74
mem,motor,MSC02,0.6199999999999999
mixed,motor,MSC03,0.9649999999999999
mixed,mem,MSC03,0.8399999999999999
motor,mixed,MSC03,0.5549999999999999
motor,mem,MSC03,0.565
mem,mixed,MSC03,0.6600000000000001
mem,motor,MSC03,0.9250000000000002
mixed,motor,MSC04,0.9549999999999998
mixed,mem,MSC04,1.0
motor,mixed,MSC04,0.5599999999999998
motor,mem,MSC04,0.58
mem,mixed,MSC04,0.915
mem,motor,MSC04,0.89
mixed,motor,MSC05,0.9850000000000001
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5499999999999999
motor,mem,MSC05,0.5
mem,mixed,MSC05,0.885
mem,motor,MSC05,1.0
mixed,motor,MSC06,0.8600000000000001
mixed,mem,MSC06,0.95
motor,mixed,MSC06,0.5549999999999999
motor,mem,MSC06,0.6049999999999999
mem,mixed,MSC06,0.7799999999999999
mem,motor,MSC06,0.845
mixed,motor,MSC07,0.74
mixed,mem,MSC07,0.8900000000000002
motor,mixed,MSC07,0.52
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.9099999999999999
mem,motor,MSC07,0.73
mixed,motor,MSC10,0.82
mixed,mem,MSC10,0.9200000000000002
motor,mixed,MSC10,0.5399999999999999
motor,mem,MSC10,0.585
mem,mixed,MSC10,0.9099999999999999
mem,motor,MSC10,0.8400000000000001
