train_task,test_task,sub,acc
mixed,motor,MSC01,0.95
mixed,mem,MSC01,0.8499999999999999
motor,mixed,MSC01,0.85
motor,mem,MSC01,0.5999999999999999
mem,mixed,MSC01,0.9349999999999999
mem,motor,MSC01,0.8850000000000001
mixed,motor,MSC02,0.725
mixed,mem,MSC02,0.7949999999999999
motor,mixed,MSC02,0.52
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.6950000000000001
mem,motor,MSC02,0.6049999999999999
mixed,motor,MSC03,0.9600000000000002
mixed,mem,MSC03,0.7749999999999999
motor,mixed,MSC03,0.5149999999999999
motor,mem,MSC03,0.5549999999999999
mem,mixed,MSC03,0.605
mem,motor,MSC03,0.89
mixed,motor,MSC04,0.93
mixed,mem,MSC04,1.0
motor,mixed,MSC04,0.5499999999999999
motor,mem,MSC04,0.51
mem,mixed,MSC04,0.86
mem,motor,MSC04,0.8399999999999999
mixed,motor,MSC05,0.945
mixed,mem,MSC05,0.99
motor,mixed,MSC05,0.5849999999999999
motor,mem,MSC05,0.5499999999999999
mem,mixed,MSC05,0.7849999999999999
mem,motor,MSC05,0.9350000000000002
mixed,motor,MSC06,0.9349999999999999
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.595
motor,mem,MSC06,0.655
mem,mixed,MSC06,0.745
mem,motor,MSC06,0.7449999999999999
mixed,motor,MSC07,0.7649999999999999
mixed,mem,MSC07,0.725
motor,mixed,MSC07,0.505
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.7150000000000001
mem,motor,MSC07,0.715
mixed,motor,MSC10,0.775
mixed,mem,MSC10,0.96
motor,mixed,MSC10,0.51
motor,mem,MSC10,0.63
mem,mixed,MSC10,0.8950000000000001
mem,motor,MSC10,0.8049999999999999
