train_task,test_task,sub,acc
mixed,motor,MSC01,0.95
mixed,mem,MSC01,0.8400000000000001
motor,mixed,MSC01,0.825
motor,mem,MSC01,0.5999999999999999
mem,mixed,MSC01,0.885
mem,motor,MSC01,0.9299999999999999
mixed,motor,MSC02,0.78
mixed,mem,MSC02,0.9350000000000002
motor,mixed,MSC02,0.5899999999999999
motor,mem,MSC02,0.5399999999999999
mem,mixed,MSC02,0.8299999999999998
mem,motor,MSC02,0.6950000000000001
mixed,motor,MSC03,0.9649999999999999
mixed,mem,MSC03,0.8049999999999999
motor,mixed,MSC03,0.575
motor,mem,MSC03,0.64
mem,mixed,MSC03,0.6300000000000001
mem,motor,MSC03,0.89
mixed,motor,MSC04,0.8699999999999999
mixed,mem,MSC04,0.9850000000000001
motor,mixed,MSC04,0.635
motor,mem,MSC04,0.795
mem,mixed,MSC04,0.76
mem,motor,MSC04,0.82
mixed,motor,MSC05,0.945
mixed,mem,MSC05,0.9949999999999999
motor,mixed,MSC05,0.5799999999999998
motor,mem,MSC05,0.745
mem,mixed,MSC05,0.745
mem,motor,MSC05,0.975
mixed,motor,MSC06,0.915
mixed,mem,MSC06,0.9949999999999999
motor,mixed,MSC06,0.605
motor,mem,MSC06,0.655
mem,mixed,MSC06,0.705
mem,motor,MSC06,0.74
mixed,motor,MSC07,0.89
mixed,mem,MSC07,0.8399999999999999
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.505
mem,mixed,MSC07,0.74
mem,motor,MSC07,0.7249999999999999
mixed,motor,MSC10,0.8049999999999999
mixed,mem,MSC10,0.9700000000000001
motor,mixed,MSC10,0.5
motor,mem,MSC10,0.5549999999999999
mem,mixed,MSC10,0.865
mem,motor,MSC10,0.8499999999999999
