train_task,test_task,sub,acc
mixed,motor,MSC01,0.96
mixed,mem,MSC01,0.8299999999999998
motor,mixed,MSC01,0.8299999999999998
motor,mem,MSC01,0.5999999999999999
mem,mixed,MSC01,0.8850000000000001
mem,motor,MSC01,0.9199999999999999
mixed,motor,MSC02,0.7250000000000001
mixed,mem,MSC02,0.875
motor,mixed,MSC02,0.575
motor,mem,MSC02,0.545
mem,mixed,MSC02,0.7849999999999999
mem,motor,MSC02,0.6700000000000002
mixed,motor,MSC03,0.99
mixed,mem,MSC03,0.8
motor,mixed,MSC03,0.57
motor,mem,MSC03,0.6049999999999999
mem,mixed,MSC03,0.655
mem,motor,MSC03,0.945
mixed,motor,MSC04,0.8949999999999999
mixed,mem,MSC04,0.99
motor,mixed,MSC04,0.5749999999999998
motor,mem,MSC04,0.635
mem,mixed,MSC04,0.76
mem,motor,MSC04,0.78
mixed,motor,MSC05,0.97
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.5799999999999998
motor,mem,MSC05,0.7849999999999999
mem,mixed,MSC05,0.7949999999999999
mem,motor,MSC05,0.99
mixed,motor,MSC06,0.95
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.6250000000000001
motor,mem,MSC06,0.71
mem,mixed,MSC06,0.735
mem,motor,MSC06,0.74
mixed,motor,MSC07,0.925
mixed,mem,MSC07,0.8049999999999999
motor,mixed,MSC07,0.5449999999999999
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.7300000000000001
mem,motor,MSC07,0.7449999999999999
mixed,motor,MSC10,0.8399999999999999
mixed,mem,MSC10,0.9650000000000001
motor,mixed,MSC10,0.5
motor,mem,MSC10,0.6150000000000001
mem,mixed,MSC10,0.86
mem,motor,MSC10,0.8399999999999999
