train_task,test_task,sub,acc
mixed,motor,MSC01,0.925
mixed,mem,MSC01,0.8350000000000002
motor,mixed,MSC01,0.55
motor,mem,MSC01,0.61
mem,mixed,MSC01,0.8649999999999999
mem,motor,MSC01,0.9049999999999999
mixed,motor,MSC02,0.6599999999999999
mixed,mem,MSC02,0.7849999999999999
motor,mixed,MSC02,0.5849999999999999
motor,mem,MSC02,0.5449999999999999
mem,mixed,MSC02,0.8399999999999999
mem,motor,MSC02,0.725
mixed,motor,MSC03,0.8950000000000001
mixed,mem,MSC03,0.8300000000000001
motor,mixed,MSC03,0.59
motor,mem,MSC03,0.5799999999999998
mem,mixed,MSC03,0.61
mem,motor,MSC03,0.8300000000000001
mixed,motor,MSC04,0.82
mixed,mem,MSC04,0.96
motor,mixed,MSC04,0.66
motor,mem,MSC04,0.735
mem,mixed,MSC04,0.78
mem,motor,MSC04,0.825
mixed,motor,MSC05,0.99
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.525
motor,mem,MSC05,0.7100000000000001
mem,mixed,MSC05,0.7350000000000001
mem,motor,MSC05,0.9549999999999998
mixed,motor,MSC06,0.875
mixed,mem,MSC06,0.9949999999999999
motor,mixed,MSC06,0.595
motor,mem,MSC06,0.61
mem,mixed,MSC06,0.7
mem,motor,MSC06,0.5800000000000002
mixed,motor,MSC07,0.725
mixed,mem,MSC07,0.89
motor,mixed,MSC07,0.5149999999999999
motor,mem,MSC07,0.51
mem,mixed,MSC07,0.7949999999999999
mem,motor,MSC07,0.68
mixed,motor,MSC10,0.74
mixed,mem,MSC10,0.95
motor,mixed,MSC10,0.5149999999999999
motor,mem,MSC10,0.575
mem,mixed,MSC10,0.845
mem,motor,MSC10,0.7999999999999999
