train_task,test_task,sub,acc
mixed,motor,MSC01,0.975
mixed,mem,MSC01,0.8800000000000001
motor,mixed,MSC01,0.7749999999999999
motor,mem,MSC01,0.5999999999999999
mem,mixed,MSC01,0.89
mem,motor,MSC01,0.945
mixed,motor,MSC02,0.775
mixed,mem,MSC02,0.8249999999999998
motor,mixed,MSC02,0.595
motor,mem,MSC02,0.5399999999999999
mem,mixed,MSC02,0.8149999999999998
mem,motor,MSC02,0.7350000000000001
mixed,motor,MSC03,0.96
mixed,mem,MSC03,0.8149999999999998
motor,mixed,MSC03,0.6300000000000001
motor,mem,MSC03,0.645
mem,mixed,MSC03,0.5999999999999999
mem,motor,MSC03,0.8800000000000001
mixed,motor,MSC04,0.8549999999999999
mixed,mem,MSC04,0.9549999999999998
motor,mixed,MSC04,0.6450000000000001
motor,mem,MSC04,0.775
mem,mixed,MSC04,0.745
mem,motor,MSC04,0.8
mixed,motor,MSC05,0.95
mixed,mem,MSC05,0.9949999999999999
motor,mixed,MSC05,0.5349999999999999
motor,mem,MSC05,0.7150000000000001
mem,mixed,MSC05,0.73
mem,motor,MSC05,0.9549999999999998
mixed,motor,MSC06,0.905
mixed,mem,MSC06,0.99
motor,mixed,MSC06,0.5999999999999999
motor,mem,MSC06,0.6900000000000001
mem,mixed,MSC06,0.76
mem,motor,MSC06,0.8500000000000002
mixed,motor,MSC07,0.875
mixed,mem,MSC07,0.8300000000000001
motor,mixed,MSC07,0.5499999999999999
motor,mem,MSC07,0.5349999999999999
mem,mixed,MSC07,0.735
mem,motor,MSC07,0.715
mixed,motor,MSC10,0.7899999999999999
mixed,mem,MSC10,0.9949999999999999
motor,mixed,MSC10,0.5
motor,mem,MSC10,0.635
mem,mixed,MSC10,0.8399999999999999
mem,motor,MSC10,0.7999999999999999
