train_task,test_task,sub,acc
mixed,motor,MSC01,0.915
mixed,mem,MSC01,0.9649999999999999
motor,mixed,MSC01,0.565
motor,mem,MSC01,0.7000000000000001
mem,mixed,MSC01,0.9199999999999999
mem,motor,MSC01,0.8800000000000001
mixed,motor,MSC02,0.695
mixed,mem,MSC02,0.7799999999999999
motor,mixed,MSC02,0.5149999999999999
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.8149999999999998
mem,motor,MSC02,0.62
mixed,motor,MSC03,0.8900000000000002
mixed,mem,MSC03,0.7949999999999999
motor,mixed,MSC03,0.62
motor,mem,MSC03,0.585
mem,mixed,MSC03,0.56
mem,motor,MSC03,0.65
mixed,motor,MSC04,0.9199999999999999
mixed,mem,MSC04,0.99
motor,mixed,MSC04,0.7100000000000002
motor,mem,MSC04,0.75
mem,mixed,MSC04,0.8700000000000001
mem,motor,MSC04,0.8699999999999999
mixed,motor,MSC05,0.8550000000000001
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.6950000000000001
motor,mem,MSC05,0.72
mem,mixed,MSC05,0.7949999999999999
mem,motor,MSC05,0.905
mixed,motor,MSC06,0.825
mixed,mem,MSC06,0.945
motor,mixed,MSC06,0.5499999999999999
motor,mem,MSC06,0.655
mem,mixed,MSC06,0.685
mem,motor,MSC06,0.685
mixed,motor,MSC07,0.67
mixed,mem,MSC07,0.825
motor,mixed,MSC07,0.505
motor,mem,MSC07,0.51
mem,mixed,MSC07,0.8399999999999999
mem,motor,MSC07,0.6449999999999999
mixed,motor,MSC10,0.635
mixed,mem,MSC10,0.93
motor,mixed,MSC10,0.51
motor,mem,MSC10,0.6049999999999999
mem,mixed,MSC10,0.915
mem,motor,MSC10,0.8150000000000001
