,train_task,test_task,train_sub,test_sub,acc
0,mixed,motor,MSC01,MSC02,0.5199999999999999
1,mixed,mem,MSC01,MSC02,0.5
2,motor,mixed,MSC01,MSC02,0.5149999999999999
3,motor,mem,MSC01,MSC02,0.5
4,mem,mixed,MSC01,MSC02,0.5
5,mem,motor,MSC01,MSC02,0.59
6,mixed,motor,MSC01,MSC03,0.475
7,mixed,mem,MSC01,MSC03,0.665
8,motor,mixed,MSC01,MSC03,0.6900000000000002
9,motor,mem,MSC01,MSC03,0.7150000000000001
10,mem,mixed,MSC01,MSC03,0.6300000000000001
11,mem,motor,MSC01,MSC03,0.475
12,mixed,motor,MSC01,MSC04,0.59
13,mixed,mem,MSC01,MSC04,0.5499999999999999
14,motor,mixed,MSC01,MSC04,0.495
15,motor,mem,MSC01,MSC04,0.5449999999999999
16,mem,mixed,MSC01,MSC04,0.45499999999999996
17,mem,motor,MSC01,MSC04,0.525
18,mixed,motor,MSC01,MSC05,0.595
19,mixed,mem,MSC01,MSC05,0.58
20,motor,mixed,MSC01,MSC05,0.51
21,motor,mem,MSC01,MSC05,0.6900000000000002
22,mem,mixed,MSC01,MSC05,0.525
23,mem,motor,MSC01,MSC05,0.5900000000000001
24,mixed,motor,MSC01,MSC06,0.5899999999999999
25,mixed,mem,MSC01,MSC06,0.5
26,motor,mixed,MSC01,MSC06,0.505
27,motor,mem,MSC01,MSC06,0.53
28,mem,mixed,MSC01,MSC06,0.505
29,mem,motor,MSC01,MSC06,0.625
30,mixed,motor,MSC01,MSC07,0.75
31,mixed,mem,MSC01,MSC07,0.5149999999999999
32,motor,mixed,MSC01,MSC07,0.51
33,motor,mem,MSC01,MSC07,0.5
34,mem,mixed,MSC01,MSC07,0.505
35,mem,motor,MSC01,MSC07,0.5899999999999999
36,mixed,motor,MSC01,MSC10,0.845
37,mixed,mem,MSC01,MSC10,0.705
38,motor,mixed,MSC01,MSC10,0.675
39,motor,mem,MSC01,MSC10,0.5899999999999999
40,mem,mixed,MSC01,MSC10,0.46499999999999997
41,mem,motor,MSC01,MSC10,0.5599999999999999
42,mixed,motor,MSC02,MSC01,0.57
43,mixed,mem,MSC02,MSC01,0.515
44,motor,mixed,MSC02,MSC01,0.315
45,motor,mem,MSC02,MSC01,0.24500000000000002
46,mem,mixed,MSC02,MSC01,0.57
47,mem,motor,MSC02,MSC01,0.41
48,mixed,motor,MSC02,MSC03,0.57
49,mixed,mem,MSC02,MSC03,0.49000000000000005
50,motor,mixed,MSC02,MSC03,0.5900000000000001
51,motor,mem,MSC02,MSC03,0.4050000000000001
52,mem,mixed,MSC02,MSC03,0.53
53,mem,motor,MSC02,MSC03,0.4800000000000001
54,mixed,motor,MSC02,MSC04,0.5699999999999998
55,mixed,mem,MSC02,MSC04,0.5149999999999999
56,motor,mixed,MSC02,MSC04,0.595
57,motor,mem,MSC02,MSC04,0.4600000000000001
58,mem,mixed,MSC02,MSC04,0.445
59,mem,motor,MSC02,MSC04,0.4
60,mixed,motor,MSC02,MSC05,0.4149999999999999
61,mixed,mem,MSC02,MSC05,0.45999999999999996
62,motor,mixed,MSC02,MSC05,0.49000000000000005
63,motor,mem,MSC02,MSC05,0.475
64,mem,mixed,MSC02,MSC05,0.43000000000000005
65,mem,motor,MSC02,MSC05,0.41000000000000003
66,mixed,motor,MSC02,MSC06,0.545
67,mixed,mem,MSC02,MSC06,0.595
68,motor,mixed,MSC02,MSC06,0.5850000000000001
69,motor,mem,MSC02,MSC06,0.43000000000000005
70,mem,mixed,MSC02,MSC06,0.705
71,mem,motor,MSC02,MSC06,0.7150000000000001
72,mixed,motor,MSC02,MSC07,0.6500000000000001
73,mixed,mem,MSC02,MSC07,0.67
74,motor,mixed,MSC02,MSC07,0.425
75,motor,mem,MSC02,MSC07,0.47000000000000003
76,mem,mixed,MSC02,MSC07,0.53
77,mem,motor,MSC02,MSC07,0.43000000000000005
78,mixed,motor,MSC02,MSC10,0.43500000000000005
79,mixed,mem,MSC02,MSC10,0.4
80,motor,mixed,MSC02,MSC10,0.275
81,motor,mem,MSC02,MSC10,0.35
82,mem,mixed,MSC02,MSC10,0.51
83,mem,motor,MSC02,MSC10,0.5
84,mixed,motor,MSC03,MSC01,0.53
85,mixed,mem,MSC03,MSC01,0.505
86,motor,mixed,MSC03,MSC01,0.5
87,motor,mem,MSC03,MSC01,0.5
88,mem,mixed,MSC03,MSC01,0.5
89,mem,motor,MSC03,MSC01,0.6049999999999999
90,mixed,motor,MSC03,MSC02,0.5149999999999999
91,mixed,mem,MSC03,MSC02,0.5
92,motor,mixed,MSC03,MSC02,0.5
93,motor,mem,MSC03,MSC02,0.5
94,mem,mixed,MSC03,MSC02,0.5549999999999999
95,mem,motor,MSC03,MSC02,0.59
96,mixed,motor,MSC03,MSC04,0.5
97,mixed,mem,MSC03,MSC04,0.5
98,motor,mixed,MSC03,MSC04,0.5
99,motor,mem,MSC03,MSC04,0.5
100,mem,mixed,MSC03,MSC04,0.5199999999999999
101,mem,motor,MSC03,MSC04,0.6099999999999999
102,mixed,motor,MSC03,MSC05,0.5
103,mixed,mem,MSC03,MSC05,0.5
104,motor,mixed,MSC03,MSC05,0.5
105,motor,mem,MSC03,MSC05,0.5
106,mem,mixed,MSC03,MSC05,0.5
107,mem,motor,MSC03,MSC05,0.53
108,mixed,motor,MSC03,MSC06,0.5449999999999999
109,mixed,mem,MSC03,MSC06,0.5
110,motor,mixed,MSC03,MSC06,0.5
111,motor,mem,MSC03,MSC06,0.5
112,mem,mixed,MSC03,MSC06,0.52
113,mem,motor,MSC03,MSC06,0.5999999999999999
114,mixed,motor,MSC03,MSC07,0.5549999999999999
115,mixed,mem,MSC03,MSC07,0.5
116,motor,mixed,MSC03,MSC07,0.5
117,motor,mem,MSC03,MSC07,0.5
118,mem,mixed,MSC03,MSC07,0.5
119,mem,motor,MSC03,MSC07,0.5549999999999999
120,mixed,motor,MSC03,MSC10,0.5
121,mixed,mem,MSC03,MSC10,0.5
122,motor,mixed,MSC03,MSC10,0.5
123,motor,mem,MSC03,MSC10,0.52
124,mem,mixed,MSC03,MSC10,0.59
125,mem,motor,MSC03,MSC10,0.625
126,mixed,motor,MSC04,MSC01,0.575
127,mixed,mem,MSC04,MSC01,0.43500000000000005
128,motor,mixed,MSC04,MSC01,0.8049999999999999
129,motor,mem,MSC04,MSC01,0.725
130,mem,mixed,MSC04,MSC01,0.73
131,mem,motor,MSC04,MSC01,0.7000000000000001
132,mixed,motor,MSC04,MSC02,0.635
133,mixed,mem,MSC04,MSC02,0.565
134,motor,mixed,MSC04,MSC02,0.615
135,motor,mem,MSC04,MSC02,0.48
136,mem,mixed,MSC04,MSC02,0.6449999999999999
137,mem,motor,MSC04,MSC02,0.6
138,mixed,motor,MSC04,MSC03,0.49000000000000005
139,mixed,mem,MSC04,MSC03,0.3550000000000001
140,motor,mixed,MSC04,MSC03,0.6300000000000001
141,motor,mem,MSC04,MSC03,0.75
142,mem,mixed,MSC04,MSC03,0.565
143,mem,motor,MSC04,MSC03,0.515
144,mixed,motor,MSC04,MSC05,0.5399999999999999
145,mixed,mem,MSC04,MSC05,0.4950000000000001
146,motor,mixed,MSC04,MSC05,0.5199999999999999
147,motor,mem,MSC04,MSC05,0.5399999999999999
148,mem,mixed,MSC04,MSC05,0.525
149,mem,motor,MSC04,MSC05,0.615
150,mixed,motor,MSC04,MSC06,0.685
151,mixed,mem,MSC04,MSC06,0.63
152,motor,mixed,MSC04,MSC06,0.5249999999999999
153,motor,mem,MSC04,MSC06,0.505
154,mem,mixed,MSC04,MSC06,0.78
155,mem,motor,MSC04,MSC06,0.6950000000000001
156,mixed,motor,MSC04,MSC07,0.525
157,mixed,mem,MSC04,MSC07,0.5599999999999999
158,motor,mixed,MSC04,MSC07,0.65
159,motor,mem,MSC04,MSC07,0.5449999999999999
160,mem,mixed,MSC04,MSC07,0.575
161,mem,motor,MSC04,MSC07,0.63
162,mixed,motor,MSC04,MSC10,0.5900000000000001
163,mixed,mem,MSC04,MSC10,0.5900000000000001
164,motor,mixed,MSC04,MSC10,0.77
165,motor,mem,MSC04,MSC10,0.73
166,mem,mixed,MSC04,MSC10,0.8099999999999999
167,mem,motor,MSC04,MSC10,0.7000000000000001
168,mixed,motor,MSC05,MSC01,0.5900000000000001
169,mixed,mem,MSC05,MSC01,0.5599999999999999
170,motor,mixed,MSC05,MSC01,0.705
171,motor,mem,MSC05,MSC01,0.685
172,mem,mixed,MSC05,MSC01,0.6849999999999999
173,mem,motor,MSC05,MSC01,0.69
174,mixed,motor,MSC05,MSC02,0.43
175,mixed,mem,MSC05,MSC02,0.36
176,motor,mixed,MSC05,MSC02,0.45
177,motor,mem,MSC05,MSC02,0.45000000000000007
178,mem,mixed,MSC05,MSC02,0.3350000000000001
179,mem,motor,MSC05,MSC02,0.37499999999999994
180,mixed,motor,MSC05,MSC03,0.345
181,mixed,mem,MSC05,MSC03,0.495
182,motor,mixed,MSC05,MSC03,0.495
183,motor,mem,MSC05,MSC03,0.565
184,mem,mixed,MSC05,MSC03,0.495
185,mem,motor,MSC05,MSC03,0.36
186,mixed,motor,MSC05,MSC04,0.5349999999999999
187,mixed,mem,MSC05,MSC04,0.465
188,motor,mixed,MSC05,MSC04,0.475
189,motor,mem,MSC05,MSC04,0.53
