train_task,test_task,sub,acc
mixed,motor,MSC01,0.9400000000000001
mixed,mem,MSC01,0.8850000000000001
motor,mixed,MSC01,0.9199999999999999
motor,mem,MSC01,0.675
mem,mixed,MSC01,0.9399999999999998
mem,motor,MSC01,0.8099999999999999
mixed,motor,MSC02,0.6000000000000001
mixed,mem,MSC02,0.7300000000000001
motor,mixed,MSC02,0.52
motor,mem,MSC02,0.48
mem,mixed,MSC02,0.5750000000000001
mem,motor,MSC02,0.45500000000000007
mixed,motor,MSC03,0.8550000000000001
mixed,mem,MSC03,0.81875
motor,mixed,MSC03,0.6950000000000001
motor,mem,MSC03,0.6875
mem,mixed,MSC03,0.6125
mem,motor,MSC03,0.8
mixed,motor,MSC04,0.7149999999999999
mixed,mem,MSC04,0.635
motor,mixed,MSC04,0.745
motor,mem,MSC04,0.8249999999999998
mem,mixed,MSC04,0.6300000000000001
mem,motor,MSC04,0.6950000000000001
mixed,motor,MSC05,0.74
mixed,mem,MSC05,0.8200000000000001
motor,mixed,MSC05,0.635
motor,mem,MSC05,0.925
mem,mixed,MSC05,0.7899999999999998
mem,motor,MSC05,0.8549999999999999
mixed,motor,MSC06,0.7
mixed,mem,MSC06,0.6849999999999999
motor,mixed,MSC06,0.7388888888888889
motor,mem,MSC06,0.7999999999999999
mem,mixed,MSC06,0.7000000000000001
mem,motor,MSC06,0.6944444444444444
mixed,motor,MSC07,0.8555555555555557
mixed,mem,MSC07,0.8150000000000001
motor,mixed,MSC07,0.6777777777777778
motor,mem,MSC07,0.6555555555555557
mem,mixed,MSC07,0.64
mem,motor,MSC07,0.65
mixed,motor,MSC10,0.7949999999999998
mixed,mem,MSC10,0.825
motor,mixed,MSC10,0.645
motor,mem,MSC10,0.725
mem,mixed,MSC10,0.7749999999999999
mem,motor,MSC10,0.7899999999999999
