train_task,test_task,sub,acc
mixed,motor,MSC01,0.6900000000000001
mixed,mem,MSC01,0.7449999999999999
motor,mixed,MSC01,0.6649999999999999
motor,mem,MSC01,0.575
mem,mixed,MSC01,0.7
mem,motor,MSC01,0.5
mixed,motor,MSC02,0.43999999999999995
mixed,mem,MSC02,0.41999999999999993
motor,mixed,MSC02,0.4499999999999999
motor,mem,MSC02,0.645
mem,mixed,MSC02,0.29000000000000004
mem,motor,MSC02,0.43
mixed,motor,MSC03,0.41000000000000003
mixed,mem,MSC03,0.48125
motor,mixed,MSC03,0.52
motor,mem,MSC03,0.41875
mem,mixed,MSC03,0.5625
mem,motor,MSC03,0.60625
mixed,motor,MSC04,0.7750000000000001
mixed,mem,MSC04,0.8250000000000002
motor,mixed,MSC04,0.7599999999999999
motor,mem,MSC04,0.7549999999999999
mem,mixed,MSC04,0.7599999999999999
mem,motor,MSC04,0.8150000000000001
mixed,motor,MSC05,0.34500000000000003
mixed,mem,MSC05,0.4
motor,mixed,MSC05,0.355
motor,mem,MSC05,0.5
mem,mixed,MSC05,0.41000000000000003
mem,motor,MSC05,0.49499999999999994
mixed,motor,MSC06,0.5833333333333333
mixed,mem,MSC06,0.4
motor,mixed,MSC06,0.5555555555555555
motor,mem,MSC06,0.36666666666666664
mem,mixed,MSC06,0.46499999999999997
mem,motor,MSC06,0.5
mixed,motor,MSC07,0.4833333333333333
mixed,mem,MSC07,0.355
motor,mixed,MSC07,0.55
motor,mem,MSC07,0.4722222222222222
mem,mixed,MSC07,0.6
mem,motor,MSC07,0.5611111111111111
mixed,motor,MSC10,0.45499999999999996
mixed,mem,MSC10,0.5549999999999999
motor,mixed,MSC10,0.5449999999999999
motor,mem,MSC10,0.62
mem,mixed,MSC10,0.55
mem,motor,MSC10,0.55
