train_task,test_task,sub,acc
mixed,motor,MSC01,0.785
mixed,mem,MSC01,0.8400000000000001
motor,mixed,MSC01,0.725
motor,mem,MSC01,0.6199999999999999
mem,mixed,MSC01,0.78
mem,motor,MSC01,0.6749999999999998
mixed,motor,MSC02,0.5450000000000002
mixed,mem,MSC02,0.7150000000000001
motor,mixed,MSC02,0.5899999999999999
motor,mem,MSC02,0.5549999999999999
mem,mixed,MSC02,0.785
mem,motor,MSC02,0.56
mixed,motor,MSC03,0.72
mixed,mem,MSC03,0.75
motor,mixed,MSC03,0.645
motor,mem,MSC03,0.74375
mem,mixed,MSC03,0.575
mem,motor,MSC03,0.58125
mixed,motor,MSC04,0.7149999999999999
mixed,mem,MSC04,0.6849999999999999
motor,mixed,MSC04,0.655
motor,mem,MSC04,0.65
mem,mixed,MSC04,0.615
mem,motor,MSC04,0.6
mixed,motor,MSC05,0.6950000000000001
mixed,mem,MSC05,0.6650000000000001
motor,mixed,MSC05,0.62
motor,mem,MSC05,0.715
mem,mixed,MSC05,0.72
mem,motor,MSC05,0.825
mixed,motor,MSC06,0.6277777777777778
mixed,mem,MSC06,0.635
motor,mixed,MSC06,0.6611111111111111
motor,mem,MSC06,0.8277777777777776
mem,mixed,MSC06,0.6749999999999999
mem,motor,MSC06,0.7555555555555556
mixed,motor,MSC07,0.6555555555555556
mixed,mem,MSC07,0.605
motor,mixed,MSC07,0.7333333333333333
motor,mem,MSC07,0.8611111111111112
mem,mixed,MSC07,0.555
mem,motor,MSC07,0.6777777777777778
mixed,motor,MSC10,0.705
mixed,mem,MSC10,0.78
motor,mixed,MSC10,0.635
motor,mem,MSC10,0.7749999999999999
mem,mixed,MSC10,0.73
mem,motor,MSC10,0.7050000000000001
