train_task,test_task,sub,acc
mixed,motor,MSC01,0.9
mixed,mem,MSC01,0.89
motor,mixed,MSC01,0.925
motor,mem,MSC01,0.8300000000000001
mem,mixed,MSC01,0.9400000000000001
mem,motor,MSC01,0.905
mixed,motor,MSC02,0.5750000000000002
mixed,mem,MSC02,0.7850000000000001
motor,mixed,MSC02,0.6
motor,mem,MSC02,0.5700000000000001
mem,mixed,MSC02,0.635
mem,motor,MSC02,0.505
mixed,motor,MSC03,0.885
mixed,mem,MSC03,0.8375
motor,mixed,MSC03,0.8150000000000001
motor,mem,MSC03,0.75
mem,mixed,MSC03,0.6
mem,motor,MSC03,0.64375
mixed,motor,MSC04,0.67
mixed,mem,MSC04,0.6050000000000001
motor,mixed,MSC04,0.8150000000000001
motor,mem,MSC04,0.7949999999999998
mem,mixed,MSC04,0.66
mem,motor,MSC04,0.6900000000000001
mixed,motor,MSC05,0.755
mixed,mem,MSC05,0.9
motor,mixed,MSC05,0.6399999999999999
motor,mem,MSC05,0.7449999999999999
mem,mixed,MSC05,0.8149999999999998
mem,motor,MSC05,0.665
mixed,motor,MSC06,0.6722222222222222
mixed,mem,MSC06,0.705
motor,mixed,MSC06,0.7000000000000001
motor,mem,MSC06,0.7888888888888889
mem,mixed,MSC06,0.6500000000000001
mem,motor,MSC06,0.6277777777777779
mixed,motor,MSC07,0.8111111111111112
mixed,mem,MSC07,0.865
motor,mixed,MSC07,0.6611111111111112
motor,mem,MSC07,0.6166666666666667
mem,mixed,MSC07,0.685
mem,motor,MSC07,0.6833333333333333
mixed,motor,MSC10,0.79
mixed,mem,MSC10,0.7799999999999999
motor,mixed,MSC10,0.7250000000000001
motor,mem,MSC10,0.8150000000000001
mem,mixed,MSC10,0.7849999999999999
mem,motor,MSC10,0.85
