train_task,test_task,sub,acc
mixed,motor,MSC01,0.97
mixed,mem,MSC01,0.78
motor,mixed,MSC01,0.7949999999999999
motor,mem,MSC01,0.6199999999999999
mem,mixed,MSC01,0.9
mem,motor,MSC01,0.7750000000000001
mixed,motor,MSC02,0.8150000000000001
mixed,mem,MSC02,0.715
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.5549999999999999
mem,motor,MSC02,0.7350000000000001
mixed,motor,MSC03,0.9649999999999999
mixed,mem,MSC03,0.88125
motor,mixed,MSC03,0.5399999999999999
motor,mem,MSC03,0.6875
mem,mixed,MSC03,0.5437500000000001
mem,motor,MSC03,0.8124999999999999
mixed,motor,MSC04,0.9949999999999999
mixed,mem,MSC04,0.9949999999999999
motor,mixed,MSC04,0.65
motor,mem,MSC04,0.655
mem,mixed,MSC04,0.9400000000000001
mem,motor,MSC04,0.82
mixed,motor,MSC05,1.0
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.65
motor,mem,MSC05,0.82
mem,mixed,MSC05,0.7999999999999999
mem,motor,MSC05,0.9949999999999999
mixed,motor,MSC06,0.888888888888889
mixed,mem,MSC06,0.9000000000000001
motor,mixed,MSC06,0.55
motor,mem,MSC06,0.5111111111111111
mem,mixed,MSC06,0.705
mem,motor,MSC06,0.6833333333333333
mixed,motor,MSC07,0.7999999999999999
mixed,mem,MSC07,0.9549999999999998
motor,mixed,MSC07,0.5
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.85
mem,motor,MSC07,0.6055555555555555
mixed,motor,MSC10,0.8299999999999998
mixed,mem,MSC10,0.9800000000000001
motor,mixed,MSC10,0.57
motor,mem,MSC10,0.6399999999999999
mem,mixed,MSC10,0.8350000000000002
mem,motor,MSC10,0.86
