train_task,test_task,sub,acc
mixed,motor,MSC01,0.945
mixed,mem,MSC01,0.8850000000000001
motor,mixed,MSC01,0.95
motor,mem,MSC01,0.7499999999999999
mem,mixed,MSC01,0.945
mem,motor,MSC01,0.8550000000000001
mixed,motor,MSC02,0.605
mixed,mem,MSC02,0.7249999999999999
motor,mixed,MSC02,0.5999999999999999
motor,mem,MSC02,0.5700000000000001
mem,mixed,MSC02,0.5599999999999999
mem,motor,MSC02,0.495
mixed,motor,MSC03,0.89
mixed,mem,MSC03,0.8375
motor,mixed,MSC03,0.665
motor,mem,MSC03,0.63125
mem,mixed,MSC03,0.55
mem,motor,MSC03,0.75
mixed,motor,MSC04,0.6399999999999999
mixed,mem,MSC04,0.48
motor,mixed,MSC04,0.705
motor,mem,MSC04,0.66
mem,mixed,MSC04,0.6350000000000001
mem,motor,MSC04,0.6450000000000001
mixed,motor,MSC05,0.655
mixed,mem,MSC05,0.8700000000000001
motor,mixed,MSC05,0.5700000000000001
motor,mem,MSC05,0.8400000000000001
mem,mixed,MSC05,0.7349999999999999
mem,motor,MSC05,0.6200000000000001
mixed,motor,MSC06,0.7
mixed,mem,MSC06,0.71
motor,mixed,MSC06,0.6666666666666665
motor,mem,MSC06,0.7388888888888889
mem,mixed,MSC06,0.7000000000000001
mem,motor,MSC06,0.6666666666666666
mixed,motor,MSC07,0.85
mixed,mem,MSC07,0.7699999999999999
motor,mixed,MSC07,0.6944444444444444
motor,mem,MSC07,0.6000000000000001
mem,mixed,MSC07,0.6500000000000001
mem,motor,MSC07,0.6333333333333332
mixed,motor,MSC10,0.7649999999999999
mixed,mem,MSC10,0.7599999999999999
motor,mixed,MSC10,0.665
motor,mem,MSC10,0.7699999999999999
mem,mixed,MSC10,0.6200000000000001
mem,motor,MSC10,0.7749999999999999
