train_task,test_task,sub,acc
mixed,motor,MSC01,0.9949999999999999
mixed,mem,MSC01,0.9400000000000001
motor,mixed,MSC01,0.8099999999999999
motor,mem,MSC01,0.6500000000000001
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.99
mixed,motor,MSC02,0.76
mixed,mem,MSC02,0.835
motor,mixed,MSC02,0.5
motor,mem,MSC02,0.5
mem,mixed,MSC02,0.755
mem,motor,MSC02,0.6449999999999999
mixed,motor,MSC03,0.9949999999999999
mixed,mem,MSC03,0.90625
motor,mixed,MSC03,0.5199999999999999
motor,mem,MSC03,0.60625
mem,mixed,MSC03,0.6
mem,motor,MSC03,0.825
mixed,motor,MSC04,0.95
mixed,mem,MSC04,0.97
motor,mixed,MSC04,0.5899999999999999
motor,mem,MSC04,0.69
mem,mixed,MSC04,0.9099999999999999
mem,motor,MSC04,0.9049999999999999
mixed,motor,MSC05,0.99
mixed,mem,MSC05,1.0
motor,mixed,MSC05,0.575
motor,mem,MSC05,0.82
mem,mixed,MSC05,0.8399999999999999
mem,motor,MSC05,0.9949999999999999
mixed,motor,MSC06,0.9555555555555555
mixed,mem,MSC06,1.0
motor,mixed,MSC06,0.5444444444444444
motor,mem,MSC06,0.6000000000000001
mem,mixed,MSC06,0.755
mem,motor,MSC06,0.9222222222222223
mixed,motor,MSC07,0.8277777777777777
mixed,mem,MSC07,0.925
motor,mixed,MSC07,0.5055555555555555
motor,mem,MSC07,0.5
mem,mixed,MSC07,0.8949999999999999
mem,motor,MSC07,0.7777777777777778
mixed,motor,MSC10,0.9199999999999999
mixed,mem,MSC10,0.96
motor,mixed,MSC10,0.505
motor,mem,MSC10,0.6399999999999999
mem,mixed,MSC10,0.765
mem,motor,MSC10,0.915
