train_task,test_task,sub,acc
mixed,motor,MSC01,0.9400000000000001
mixed,mem,MSC01,0.945
motor,mixed,MSC01,0.95
motor,mem,MSC01,0.8099999999999999
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.8549999999999999
mixed,motor,MSC02,0.5549999999999999
mixed,mem,MSC02,0.77
motor,mixed,MSC02,0.5499999999999999
motor,mem,MSC02,0.595
mem,mixed,MSC02,0.59
mem,motor,MSC02,0.525
mixed,motor,MSC03,0.76
mixed,mem,MSC03,0.7375
motor,mixed,MSC03,0.7350000000000001
motor,mem,MSC03,0.7
mem,mixed,MSC03,0.6125
mem,motor,MSC03,0.69375
mixed,motor,MSC04,0.7299999999999998
mixed,mem,MSC04,0.655
motor,mixed,MSC04,0.69
motor,mem,MSC04,0.675
mem,mixed,MSC04,0.7
mem,motor,MSC04,0.655
mixed,motor,MSC05,0.7
mixed,mem,MSC05,0.915
motor,mixed,MSC05,0.625
motor,mem,MSC05,0.79
mem,mixed,MSC05,0.8099999999999999
mem,motor,MSC05,0.655
mixed,motor,MSC06,0.7833333333333334
mixed,mem,MSC06,0.725
motor,mixed,MSC06,0.7222222222222222
motor,mem,MSC06,0.6666666666666666
mem,mixed,MSC06,0.6100000000000001
mem,motor,MSC06,0.6444444444444445
mixed,motor,MSC07,0.6722222222222223
mixed,mem,MSC07,0.8099999999999998
motor,mixed,MSC07,0.6388888888888888
motor,mem,MSC07,0.7111111111111111
mem,mixed,MSC07,0.655
mem,motor,MSC07,0.5611111111111111
mixed,motor,MSC10,0.7650000000000002
mixed,mem,MSC10,0.6799999999999999
motor,mixed,MSC10,0.75
motor,mem,MSC10,0.755
mem,mixed,MSC10,0.5750000000000001
mem,motor,MSC10,0.8
