,test_task,train_task,Mean,Std
0,mem,mixed,0.7,0.13458932243787283
1,mem,motor,0.6847569444444443,0.07466022941768885
2,mixed,mem,0.7059375,0.037700357614825195
3,mixed,motor,0.6094444444444445,0.13226156544182327
4,motor,mem,0.7116840277777777,0.10012559456201854
5,motor,mixed,0.7094444444444444,0.1427989299383381
