train_task,test_task,sub,acc
mixed,motor,MSC01,0.96
mixed,mem,MSC01,0.905
motor,mixed,MSC01,0.95
motor,mem,MSC01,0.735
mem,mixed,MSC01,0.95
mem,motor,MSC01,0.8800000000000001
mixed,motor,MSC02,0.5800000000000002
mixed,mem,MSC02,0.75
motor,mixed,MSC02,0.5199999999999999
motor,mem,MSC02,0.57
mem,mixed,MSC02,0.565
mem,motor,MSC02,0.495
mixed,motor,MSC03,0.8400000000000001
mixed,mem,MSC03,0.79375
motor,mixed,MSC03,0.71
motor,mem,MSC03,0.6125
mem,mixed,MSC03,0.6
mem,motor,MSC03,0.65625
mixed,motor,MSC04,0.7
mixed,mem,MSC04,0.65
motor,mixed,MSC04,0.755
motor,mem,MSC04,0.7449999999999999
mem,mixed,MSC04,0.66
mem,motor,MSC04,0.6450000000000001
mixed,motor,MSC05,0.82
mixed,mem,MSC05,0.9049999999999999
motor,mixed,MSC05,0.6100000000000001
motor,mem,MSC05,0.8400000000000001
mem,mixed,MSC05,0.8
mem,motor,MSC05,0.74
mixed,motor,MSC06,0.7
mixed,mem,MSC06,0.7499999999999999
motor,mixed,MSC06,0.688888888888889
motor,mem,MSC06,0.7444444444444445
mem,mixed,MSC06,0.64
mem,motor,MSC06,0.6055555555555555
mixed,motor,MSC07,0.7944444444444445
mixed,mem,MSC07,0.825
motor,mixed,MSC07,0.6722222222222223
motor,mem,MSC07,0.65
mem,mixed,MSC07,0.67
mem,motor,MSC07,0.6277777777777779
mixed,motor,MSC10,0.7550000000000001
mixed,mem,MSC10,0.73
motor,mixed,MSC10,0.6950000000000001
motor,mem,MSC10,0.7500000000000001
mem,mixed,MSC10,0.7100000000000001
mem,motor,MSC10,0.865
