,train_task,test_task,sub,acc,Features
2,motor,mixed,MSC01,0.8,20
3,motor,mem,MSC01,0.785,20
4,mem,mixed,MSC01,0.615,20
5,mem,motor,MSC01,0.675,20
6,mixed,motor,MSC02,0.565,20
7,mixed,mem,MSC02,0.405,20
8,motor,mixed,MSC02,0.615,20
9,motor,mem,MSC02,0.53,20
10,mem,mixed,MSC02,0.455,20
11,mem,motor,MSC02,0.55,20
12,mixed,motor,MSC03,0.6399999999999999,20
13,mixed,mem,MSC03,0.43125,20
14,motor,mixed,MSC03,0.5449999999999999,20
15,motor,mem,MSC03,0.525,20
16,mem,mixed,MSC03,0.39375,20
17,mem,motor,MSC03,0.51875,20
18,mixed,motor,MSC04,0.655,20
19,mixed,mem,MSC04,0.45,20
20,motor,mixed,MSC04,0.6849999999999998,20
21,motor,mem,MSC04,0.5299999999999999,20
22,mem,mixed,MSC04,0.5250000000000001,20
23,mem,motor,MSC04,0.655,20
24,mixed,motor,MSC05,0.615,20
25,mixed,mem,MSC05,0.7550000000000001,20
26,motor,mixed,MSC05,0.5800000000000001,20
27,motor,mem,MSC05,0.465,20
28,mem,mixed,MSC05,0.6950000000000002,20
29,mem,motor,MSC05,0.505,20
30,mixed,motor,MSC06,0.5499999999999999,20
31,mixed,mem,MSC06,0.485,20
32,motor,mixed,MSC06,0.7444444444444444,20
33,motor,mem,MSC06,0.6555555555555554,20
34,mem,mixed,MSC06,0.6299999999999999,20
35,mem,motor,MSC06,0.6055555555555555,20
36,mixed,motor,MSC07,0.45,20
37,mixed,mem,MSC07,0.555,20
38,motor,mixed,MSC07,0.5333333333333333,20
39,motor,mem,MSC07,0.6833333333333333,20
40,mem,mixed,MSC07,0.535,20
41,mem,motor,MSC07,0.5333333333333334,20
42,mixed,motor,MSC10,0.615,20
43,mixed,mem,MSC10,0.675,20
44,motor,mixed,MSC10,0.5499999999999999,20
45,motor,mem,MSC10,0.58,20
46,mem,mixed,MSC10,0.65,20
47,mem,motor,MSC10,0.7099999999999999,20
0,mixed,motor,MSC01,0.7950000000000002,30
1,mixed,mem,MSC01,0.7500000000000001,30
2,motor,mixed,MSC01,0.8600000000000001,30
3,motor,mem,MSC01,0.7949999999999998,30
4,mem,mixed,MSC01,0.8200000000000001,30
5,mem,motor,MSC01,0.805,30
6,mixed,motor,MSC02,0.46,30
7,mixed,mem,MSC02,0.3650000000000001,30
8,motor,mixed,MSC02,0.45,30
9,motor,mem,MSC02,0.3300000000000001,30
10,mem,mixed,MSC02,0.505,30
11,mem,motor,MSC02,0.44,30
12,mixed,motor,MSC03,0.67,30
13,mixed,mem,MSC03,0.6,30
14,motor,mixed,MSC03,0.6499999999999999,30
15,motor,mem,MSC03,0.56875,30
16,mem,mixed,MSC03,0.75,30
17,mem,motor,MSC03,0.74375,30
18,mixed,motor,MSC04,0.5900000000000001,30
19,mixed,mem,MSC04,0.6349999999999999,30
20,motor,mixed,MSC04,0.54,30
21,motor,mem,MSC04,0.6449999999999999,30
22,mem,mixed,MSC04,0.6,30
23,mem,motor,MSC04,0.6849999999999998,30
24,mixed,motor,MSC05,0.505,30
25,mixed,mem,MSC05,0.575,30
26,motor,mixed,MSC05,0.595,30
27,motor,mem,MSC05,0.635,30
28,mem,mixed,MSC05,0.455,30
29,mem,motor,MSC05,0.39,30
30,mixed,motor,MSC06,0.7833333333333334,30
31,mixed,mem,MSC06,0.7350000000000001,30
32,motor,mixed,MSC06,0.7444444444444444,30
33,motor,mem,MSC06,0.8111111111111109,30
34,mem,mixed,MSC06,0.6249999999999999,30
35,mem,motor,MSC06,0.6499999999999999,30
36,mixed,motor,MSC07,0.38888888888888895,30
37,mixed,mem,MSC07,0.5,30
38,motor,mixed,MSC07,0.3444444444444444,30
39,motor,mem,MSC07,0.4722222222222222,30
40,mem,mixed,MSC07,0.5,30
41,mem,motor,MSC07,0.538888888888889,30
42,mixed,motor,MSC10,0.5,30
43,mixed,mem,MSC10,0.575,30
44,motor,mixed,MSC10,0.5399999999999999,30
45,motor,mem,MSC10,0.515,30
46,mem,mixed,MSC10,0.4350000000000001,30
47,mem,motor,MSC10,0.43,30
0,mixed,motor,MSC01,0.6599999999999999,40
1,mixed,mem,MSC01,0.7650000000000002,40
2,motor,mixed,MSC01,0.7600000000000001,40
3,motor,mem,MSC01,0.7650000000000001,40
4,mem,mixed,MSC01,0.7649999999999999,40
5,mem,motor,MSC01,0.7149999999999999,40
6,mixed,motor,MSC02,0.515,40
7,mixed,mem,MSC02,0.51,40
8,motor,mixed,MSC02,0.5850000000000001,40
9,motor,mem,MSC02,0.485,40
10,mem,mixed,MSC02,0.5650000000000001,40
11,mem,motor,MSC02,0.5549999999999999,40
12,mixed,motor,MSC03,0.785,40
13,mixed,mem,MSC03,0.60625,40
14,motor,mixed,MSC03,0.63,40
15,motor,mem,MSC03,0.61875,40
16,mem,mixed,MSC03,0.475,40
17,mem,motor,MSC03,0.64375,40
18,mixed,motor,MSC04,0.5050000000000001,40
19,mixed,mem,MSC04,0.4750000000000001,40
20,motor,mixed,MSC04,0.6100000000000001,40
21,motor,mem,MSC04,0.5199999999999999,40
22,mem,mixed,MSC04,0.465,40
23,mem,motor,MSC04,0.42,40
24,mixed,motor,MSC05,0.7,40
25,mixed,mem,MSC05,0.6449999999999999,40
26,motor,mixed,MSC05,0.7350000000000001,40
27,motor,mem,MSC05,0.665,40
28,mem,mixed,MSC05,0.5950000000000001,40
29,mem,motor,MSC05,0.7,40
30,mixed,motor,MSC06,0.4666666666666666,40
31,mixed,mem,MSC06,0.455,40
32,motor,mixed,MSC06,0.4166666666666667,40
33,motor,mem,MSC06,0.4277777777777778,40
34,mem,mixed,MSC06,0.35000000000000003,40
35,mem,motor,MSC06,0.37222222222222223,40
36,mixed,motor,MSC07,0.5055555555555554,40
37,mixed,mem,MSC07,0.72,40
38,motor,mixed,MSC07,0.36666666666666653,40
39,motor,mem,MSC07,0.5055555555555556,40
40,mem,mixed,MSC07,0.64,40
41,mem,motor,MSC07,0.5166666666666666,40
42,mixed,motor,MSC10,0.825,40
43,mixed,mem,MSC10,0.6,40
44,motor,mixed,MSC10,0.74,40
45,motor,mem,MSC10,0.7,40
46,mem,mixed,MSC10,0.7249999999999999,40
47,mem,motor,MSC10,0.8600000000000001,40
0,mixed,motor,MSC01,0.7699999999999999,50
1,mixed,mem,MSC01,0.7299999999999999,50
2,motor,mixed,MSC01,0.735,50
3,motor,mem,MSC01,0.6050000000000001,50
4,mem,mixed,MSC01,0.7899999999999999,50
5,mem,motor,MSC01,0.6300000000000001,50
6,mixed,motor,MSC02,0.45,50
7,mixed,mem,MSC02,0.585,50
8,motor,mixed,MSC02,0.495,50
9,motor,mem,MSC02,0.4199999999999999,50
10,mem,mixed,MSC02,0.59,50
11,mem,motor,MSC02,0.5700000000000001,50
12,mixed,motor,MSC03,0.6549999999999999,50
13,mixed,mem,MSC03,0.61875,50
14,motor,mixed,MSC03,0.675,50
15,motor,mem,MSC03,0.65,50
16,mem,mixed,MSC03,0.6812499999999999,50
17,mem,motor,MSC03,0.7187500000000001,50
18,mixed,motor,MSC04,0.505,50
19,mixed,mem,MSC04,0.42,50
20,motor,mixed,MSC04,0.7,50
21,motor,mem,MSC04,0.38,50
22,mem,mixed,MSC04,0.445,50
23,mem,motor,MSC04,0.35000000000000003,50
24,mixed,motor,MSC05,0.8299999999999998,50
25,mixed,mem,MSC05,0.865,50
26,motor,mixed,MSC05,0.715,50
27,motor,mem,MSC05,0.735,50
28,mem,mixed,MSC05,0.7750000000000001,50
29,mem,motor,MSC05,0.71,50
30,mixed,motor,MSC06,0.6277777777777778,50
31,mixed,mem,MSC06,0.6749999999999998,50
32,motor,mixed,MSC06,0.6000000000000001,50
33,motor,mem,MSC06,0.577777777777778,50
34,mem,mixed,MSC06,0.6,50
35,mem,motor,MSC06,0.4722222222222222,50
36,mixed,motor,MSC07,0.7722222222222224,50
37,mixed,mem,MSC07,0.6849999999999999,50
38,motor,mixed,MSC07,0.6555555555555556,50
39,motor,mem,MSC07,0.6333333333333333,50
40,mem,mixed,MSC07,0.595,50
41,mem,motor,MSC07,0.6611111111111112,50
42,mixed,motor,MSC10,0.6100000000000001,50
43,mixed,mem,MSC10,0.51,50
44,motor,mixed,MSC10,0.6599999999999999,50
45,motor,mem,MSC10,0.72,50
46,mem,mixed,MSC10,0.4950000000000001,50
47,mem,motor,MSC10,0.75,50
0,mixed,motor,MSC01,0.595,60
1,mixed,mem,MSC01,0.6699999999999999,60
2,motor,mixed,MSC01,0.6900000000000001,60
3,motor,mem,MSC01,0.6549999999999999,60
4,mem,mixed,MSC01,0.7549999999999999,60
5,mem,motor,MSC01,0.64,60
6,mixed,motor,MSC02,0.38,60
7,mixed,mem,MSC02,0.5050000000000001,60
8,motor,mixed,MSC02,0.395,60
9,motor,mem,MSC02,0.3800000000000001,60
10,mem,mixed,MSC02,0.4049999999999999,60
11,mem,motor,MSC02,0.47,60
12,mixed,motor,MSC03,0.78,60
13,mixed,mem,MSC03,0.60625,60
14,motor,mixed,MSC03,0.6949999999999998,60
15,motor,mem,MSC03,0.44375,60
16,mem,mixed,MSC03,0.5625,60
17,mem,motor,MSC03,0.5812499999999999,60
18,mixed,motor,MSC04,0.615,60
19,mixed,mem,MSC04,0.61,60
20,motor,mixed,MSC04,0.5349999999999999,60
21,motor,mem,MSC04,0.64,60
22,mem,mixed,MSC04,0.6849999999999999,60
23,mem,motor,MSC04,0.6000000000000001,60
24,mixed,motor,MSC05,0.3650000000000001,60
25,mixed,mem,MSC05,0.31,60
26,motor,mixed,MSC05,0.39,60
27,motor,mem,MSC05,0.3650000000000001,60
28,mem,mixed,MSC05,0.495,60
29,mem,motor,MSC05,0.53,60
30,mixed,motor,MSC06,0.6111111111111109,60
31,mixed,mem,MSC06,0.635,60
32,motor,mixed,MSC06,0.6666666666666666,60
33,motor,mem,MSC06,0.6944444444444444,60
34,mem,mixed,MSC06,0.7249999999999999,60
35,mem,motor,MSC06,0.8277777777777778,60
36,mixed,motor,MSC07,0.6166666666666667,60
37,mixed,mem,MSC07,0.6500000000000001,60
38,motor,mixed,MSC07,0.5944444444444446,60
39,motor,mem,MSC07,0.5888888888888889,60
40,mem,mixed,MSC07,0.6099999999999999,60
41,mem,motor,MSC07,0.5555555555555556,60
42,mixed,motor,MSC10,0.66,60
43,mixed,mem,MSC10,0.4800000000000001,60
44,motor,mixed,MSC10,0.655,60
45,motor,mem,MSC10,0.51,60
46,mem,mixed,MSC10,0.4,60
47,mem,motor,MSC10,0.5900000000000001,60
0,mixed,motor,MSC01,0.94,70
1,mixed,mem,MSC01,0.85,70
2,motor,mixed,MSC01,0.9,70
3,motor,mem,MSC01,0.7549999999999999,70
4,mem,mixed,MSC01,0.835,70
5,mem,motor,MSC01,0.8350000000000002,70
6,mixed,motor,MSC02,0.47,70
7,mixed,mem,MSC02,0.62,70
8,motor,mixed,MSC02,0.51,70
9,motor,mem,MSC02,0.4900000000000001,70
10,mem,mixed,MSC02,0.615,70
11,mem,motor,MSC02,0.5050000000000001,70
12,mixed,motor,MSC03,0.875,70
13,mixed,mem,MSC03,0.8,70
14,motor,mixed,MSC03,0.7699999999999998,70
15,motor,mem,MSC03,0.6875,70
16,mem,mixed,MSC03,0.68125,70
17,mem,motor,MSC03,0.675,70
18,mixed,motor,MSC04,0.6649999999999999,70
19,mixed,mem,MSC04,0.6399999999999999,70
20,motor,mixed,MSC04,0.6849999999999999,70
21,motor,mem,MSC04,0.605,70
22,mem,mixed,MSC04,0.66,70
23,mem,motor,MSC04,0.5549999999999999,70
24,mixed,motor,MSC05,0.6599999999999999,70
25,mixed,mem,MSC05,0.685,70
26,motor,mixed,MSC05,0.6599999999999999,70
27,motor,mem,MSC05,0.65,70
28,mem,mixed,MSC05,0.6749999999999999,70
29,mem,motor,MSC05,0.5850000000000001,70
30,mixed,motor,MSC06,0.7166666666666666,70
31,mixed,mem,MSC06,0.7550000000000001,70
32,motor,mixed,MSC06,0.6555555555555554,70
33,motor,mem,MSC06,0.6888888888888889,70
34,mem,mixed,MSC06,0.6050000000000001,70
35,mem,motor,MSC06,0.4777777777777778,70
36,mixed,motor,MSC07,0.5944444444444444,70
37,mixed,mem,MSC07,0.605,70
38,motor,mixed,MSC07,0.5666666666666667,70
39,motor,mem,MSC07,0.4444444444444444,70
40,mem,mixed,MSC07,0.55,70
41,mem,motor,MSC07,0.5,70
42,mixed,motor,MSC10,0.57,70
43,mixed,mem,MSC10,0.415,70
44,motor,mixed,MSC10,0.4800000000000001,70
45,motor,mem,MSC10,0.485,70
46,mem,mixed,MSC10,0.505,70
47,mem,motor,MSC10,0.705,70
0,mixed,motor,MSC01,0.785,80
1,mixed,mem,MSC01,0.8400000000000001,80
2,motor,mixed,MSC01,0.725,80
3,motor,mem,MSC01,0.6199999999999999,80
4,mem,mixed,MSC01,0.78,80
5,mem,motor,MSC01,0.6749999999999998,80
6,mixed,motor,MSC02,0.5450000000000002,80
7,mixed,mem,MSC02,0.7150000000000001,80
8,motor,mixed,MSC02,0.5899999999999999,80
9,motor,mem,MSC02,0.5549999999999999,80
10,mem,mixed,MSC02,0.785,80
11,mem,motor,MSC02,0.56,80
12,mixed,motor,MSC03,0.72,80
13,mixed,mem,MSC03,0.75,80
14,motor,mixed,MSC03,0.645,80
15,motor,mem,MSC03,0.74375,80
16,mem,mixed,MSC03,0.575,80
17,mem,motor,MSC03,0.58125,80
18,mixed,motor,MSC04,0.7149999999999999,80
19,mixed,mem,MSC04,0.6849999999999999,80
20,motor,mixed,MSC04,0.655,80
21,motor,mem,MSC04,0.65,80
22,mem,mixed,MSC04,0.615,80
23,mem,motor,MSC04,0.6,80
24,mixed,motor,MSC05,0.6950000000000001,80
25,mixed,mem,MSC05,0.6650000000000001,80
26,motor,mixed,MSC05,0.62,80
27,motor,mem,MSC05,0.715,80
28,mem,mixed,MSC05,0.72,80
29,mem,motor,MSC05,0.825,80
30,mixed,motor,MSC06,0.6277777777777778,80
31,mixed,mem,MSC06,0.635,80
32,motor,mixed,MSC06,0.6611111111111111,80
33,motor,mem,MSC06,0.8277777777777776,80
34,mem,mixed,MSC06,0.6749999999999999,80
35,mem,motor,MSC06,0.7555555555555556,80
36,mixed,motor,MSC07,0.6555555555555556,80
37,mixed,mem,MSC07,0.605,80
38,motor,mixed,MSC07,0.7333333333333333,80
39,motor,mem,MSC07,0.8611111111111112,80
40,mem,mixed,MSC07,0.555,80
41,mem,motor,MSC07,0.6777777777777778,80
42,mixed,motor,MSC10,0.705,80
43,mixed,mem,MSC10,0.78,80
44,motor,mixed,MSC10,0.635,80
45,motor,mem,MSC10,0.7749999999999999,80
46,mem,mixed,MSC10,0.73,80
47,mem,motor,MSC10,0.7050000000000001,80
0,mixed,motor,MSC01,0.615,90
1,mixed,mem,MSC01,0.6950000000000001,90
2,motor,mixed,MSC01,0.62,90
3,motor,mem,MSC01,0.6050000000000001,90
4,mem,mixed,MSC01,0.625,90
5,mem,motor,MSC01,0.6599999999999999,90
6,mixed,motor,MSC02,0.395,90
7,mixed,mem,MSC02,0.525,90
8,motor,mixed,MSC02,0.365,90
9,motor,mem,MSC02,0.41,90
10,mem,mixed,MSC02,0.54,90
11,mem,motor,MSC02,0.5599999999999999,90
12,mixed,motor,MSC03,0.625,90
13,mixed,mem,MSC03,0.575,90
14,motor,mixed,MSC03,0.8249999999999998,90
15,motor,mem,MSC03,0.71875,90
16,mem,mixed,MSC03,0.5125,90
17,mem,motor,MSC03,0.7437499999999999,90
18,mixed,motor,MSC04,0.705,90
19,mixed,mem,MSC04,0.7700000000000001,90
20,motor,mixed,MSC04,0.6100000000000001,90
21,motor,mem,MSC04,0.72,90
22,mem,mixed,MSC04,0.66,90
23,mem,motor,MSC04,0.685,90
24,mixed,motor,MSC05,0.465,90
25,mixed,mem,MSC05,0.615,90
26,motor,mixed,MSC05,0.385,90
27,motor,mem,MSC05,0.5349999999999999,90
28,mem,mixed,MSC05,0.43,90
29,mem,motor,MSC05,0.5499999999999999,90
30,mixed,motor,MSC06,0.6166666666666667,90
31,mixed,mem,MSC06,0.755,90
32,motor,mixed,MSC06,0.5722222222222222,90
33,motor,mem,MSC06,0.42222222222222217,90
34,mem,mixed,MSC06,0.82,90
35,mem,motor,MSC06,0.5222222222222224,90
36,mixed,motor,MSC07,0.4333333333333333,90
37,mixed,mem,MSC07,0.53,90
38,motor,mixed,MSC07,0.4444444444444444,90
39,motor,mem,MSC07,0.4833333333333333,90
40,mem,mixed,MSC07,0.6000000000000001,90
41,mem,motor,MSC07,0.4888888888888889,90
42,mixed,motor,MSC10,0.69,90
43,mixed,mem,MSC10,0.7049999999999998,90
44,motor,mixed,MSC10,0.6900000000000001,90
45,motor,mem,MSC10,0.735,90
46,mem,mixed,MSC10,0.67,90
47,mem,motor,MSC10,0.725,90
0,mixed,motor,MSC01,0.8400000000000001,100
1,mixed,mem,MSC01,0.785,100
2,motor,mixed,MSC01,0.79,100
3,motor,mem,MSC01,0.68,100
4,mem,mixed,MSC01,0.615,100
5,mem,motor,MSC01,0.6449999999999999,100
6,mixed,motor,MSC02,0.52,100
7,mixed,mem,MSC02,0.6100000000000001,100
8,motor,mixed,MSC02,0.425,100
9,motor,mem,MSC02,0.35,100
10,mem,mixed,MSC02,0.645,100
11,mem,motor,MSC02,0.5850000000000002,100
12,mixed,motor,MSC03,0.715,100
13,mixed,mem,MSC03,0.71875,100
14,motor,mixed,MSC03,0.775,100
15,motor,mem,MSC03,0.9125,100
16,mem,mixed,MSC03,0.6812499999999999,100
17,mem,motor,MSC03,0.70625,100
18,mixed,motor,MSC04,0.8150000000000001,100
19,mixed,mem,MSC04,0.7049999999999998,100
20,motor,mixed,MSC04,0.7150000000000001,100
21,motor,mem,MSC04,0.6599999999999999,100
22,mem,mixed,MSC04,0.6599999999999999,100
23,mem,motor,MSC04,0.67,100
24,mixed,motor,MSC05,0.8699999999999999,100
25,mixed,mem,MSC05,0.8150000000000001,100
26,motor,mixed,MSC05,0.6899999999999998,100
27,motor,mem,MSC05,0.7950000000000002,100
28,mem,mixed,MSC05,0.6849999999999999,100
29,mem,motor,MSC05,0.795,100
30,mixed,motor,MSC06,0.6611111111111112,100
31,mixed,mem,MSC06,0.57,100
32,motor,mixed,MSC06,0.6666666666666666,100
33,motor,mem,MSC06,0.5944444444444446,100
34,mem,mixed,MSC06,0.675,100
35,mem,motor,MSC06,0.5388888888888889,100
36,mixed,motor,MSC07,0.6611111111111112,100
37,mixed,mem,MSC07,0.57,100
38,motor,mixed,MSC07,0.75,100
39,motor,mem,MSC07,0.6111111111111109,100
40,mem,mixed,MSC07,0.655,100
41,mem,motor,MSC07,0.7,100
42,mixed,motor,MSC10,0.63,100
43,mixed,mem,MSC10,0.6900000000000001,100
44,motor,mixed,MSC10,0.6000000000000001,100
45,motor,mem,MSC10,0.6649999999999999,100
46,mem,mixed,MSC10,0.61,100
47,mem,motor,MSC10,0.6,100
0,mixed,motor,MSC01,0.89,200
1,mixed,mem,MSC01,0.795,200
2,motor,mixed,MSC01,0.8850000000000001,200
3,motor,mem,MSC01,0.8099999999999999,200
4,mem,mixed,MSC01,0.8550000000000001,200
5,mem,motor,MSC01,0.845,200
6,mixed,motor,MSC02,0.6150000000000001,200
7,mixed,mem,MSC02,0.7799999999999999,200
8,motor,mixed,MSC02,0.595,200
9,motor,mem,MSC02,0.46,200
10,mem,mixed,MSC02,0.71,200
11,mem,motor,MSC02,0.6600000000000001,200
12,mixed,motor,MSC03,0.9,200
13,mixed,mem,MSC03,0.74375,200
14,motor,mixed,MSC03,0.67,200
15,motor,mem,MSC03,0.4875,200
16,mem,mixed,MSC03,0.625,200
17,mem,motor,MSC03,0.5875,200
18,mixed,motor,MSC04,0.54,200
19,mixed,mem,MSC04,0.59,200
20,motor,mixed,MSC04,0.6649999999999999,200
21,motor,mem,MSC04,0.79,200
22,mem,mixed,MSC04,0.675,200
23,mem,motor,MSC04,0.63,200
24,mixed,motor,MSC05,0.64,200
25,mixed,mem,MSC05,0.6849999999999998,200
26,motor,mixed,MSC05,0.6900000000000001,200
27,motor,mem,MSC05,0.675,200
28,mem,mixed,MSC05,0.7599999999999999,200
29,mem,motor,MSC05,0.6700000000000002,200
30,mixed,motor,MSC06,0.7444444444444445,200
31,mixed,mem,MSC06,0.8049999999999999,200
32,motor,mixed,MSC06,0.6222222222222222,200
33,motor,mem,MSC06,0.7499999999999999,200
34,mem,mixed,MSC06,0.72,200
35,mem,motor,MSC06,0.7333333333333334,200
36,mixed,motor,MSC07,0.6388888888888888,200
37,mixed,mem,MSC07,0.5549999999999999,200
38,motor,mixed,MSC07,0.7888888888888889,200
39,motor,mem,MSC07,0.5722222222222223,200
40,mem,mixed,MSC07,0.5450000000000002,200
41,mem,motor,MSC07,0.6,200
42,mixed,motor,MSC10,0.7500000000000001,200
43,mixed,mem,MSC10,0.6399999999999999,200
44,motor,mixed,MSC10,0.675,200
45,motor,mem,MSC10,0.6100000000000001,200
46,mem,mixed,MSC10,0.5650000000000001,200
47,mem,motor,MSC10,0.58,200
0,mixed,motor,MSC01,0.995,300
1,mixed,mem,MSC01,0.9000000000000001,300
2,motor,mixed,MSC01,1.0,300
3,motor,mem,MSC01,0.915,300
4,mem,mixed,MSC01,0.95,300
5,mem,motor,MSC01,0.8800000000000001,300
6,mixed,motor,MSC02,0.685,300
7,mixed,mem,MSC02,0.7049999999999998,300
8,motor,mixed,MSC02,0.5800000000000001,300
9,motor,mem,MSC02,0.5850000000000001,300
10,mem,mixed,MSC02,0.6300000000000001,300
11,mem,motor,MSC02,0.5800000000000001,300
12,mixed,motor,MSC03,0.8150000000000001,300
13,mixed,mem,MSC03,0.78125,300
14,motor,mixed,MSC03,0.7949999999999999,300
15,motor,mem,MSC03,0.74375,300
16,mem,mixed,MSC03,0.6687500000000001,300
17,mem,motor,MSC03,0.775,300
18,mixed,motor,MSC04,0.8950000000000001,300
19,mixed,mem,MSC04,0.915,300
20,motor,mixed,MSC04,0.7649999999999999,300
21,motor,mem,MSC04,0.795,300
22,mem,mixed,MSC04,0.68,300
23,mem,motor,MSC04,0.6900000000000001,300
24,mixed,motor,MSC05,0.86,300
25,mixed,mem,MSC05,0.8099999999999999,300
26,motor,mixed,MSC05,0.655,300
27,motor,mem,MSC05,0.775,300
28,mem,mixed,MSC05,0.685,300
29,mem,motor,MSC05,0.7899999999999998,300
30,mixed,motor,MSC06,0.7333333333333334,300
31,mixed,mem,MSC06,0.5900000000000001,300
32,motor,mixed,MSC06,0.7555555555555555,300
33,motor,mem,MSC06,0.6888888888888888,300
34,mem,mixed,MSC06,0.565,300
35,mem,motor,MSC06,0.4888888888888888,300
36,mixed,motor,MSC07,0.7000000000000001,300
37,mixed,mem,MSC07,0.7,300
38,motor,mixed,MSC07,0.7555555555555555,300
39,motor,mem,MSC07,0.7000000000000001,300
40,mem,mixed,MSC07,0.595,300
41,mem,motor,MSC07,0.7388888888888887,300
42,mixed,motor,MSC10,0.805,300
43,mixed,mem,MSC10,0.7850000000000001,300
44,motor,mixed,MSC10,0.6799999999999999,300
45,motor,mem,MSC10,0.7050000000000001,300
46,mem,mixed,MSC10,0.58,300
47,mem,motor,MSC10,0.7550000000000001,300
0,mixed,motor,MSC01,0.8099999999999999,400
1,mixed,mem,MSC01,0.8549999999999999,400
2,motor,mixed,MSC01,0.8550000000000001,400
3,motor,mem,MSC01,0.805,400
4,mem,mixed,MSC01,0.875,400
5,mem,motor,MSC01,0.7499999999999999,400
6,mixed,motor,MSC02,0.6649999999999999,400
7,mixed,mem,MSC02,0.5999999999999999,400
8,motor,mixed,MSC02,0.615,400
9,motor,mem,MSC02,0.645,400
10,mem,mixed,MSC02,0.55,400
11,mem,motor,MSC02,0.5599999999999999,400
12,mixed,motor,MSC03,0.785,400
13,mixed,mem,MSC03,0.64375,400
14,motor,mixed,MSC03,0.5850000000000001,400
15,motor,mem,MSC03,0.53125,400
16,mem,mixed,MSC03,0.58125,400
17,mem,motor,MSC03,0.6375,400
18,mixed,motor,MSC04,0.7350000000000001,400
19,mixed,mem,MSC04,0.705,400
20,motor,mixed,MSC04,0.8,400
21,motor,mem,MSC04,0.7749999999999999,400
22,mem,mixed,MSC04,0.8300000000000001,400
23,mem,motor,MSC04,0.82,400
24,mixed,motor,MSC05,0.695,400
25,mixed,mem,MSC05,0.795,400
26,motor,mixed,MSC05,0.74,400
27,motor,mem,MSC05,0.705,400
28,mem,mixed,MSC05,0.755,400
29,mem,motor,MSC05,0.5999999999999999,400
30,mixed,motor,MSC06,0.7111111111111109,400
31,mixed,mem,MSC06,0.71,400
32,motor,mixed,MSC06,0.7833333333333332,400
33,motor,mem,MSC06,0.6555555555555554,400
34,mem,mixed,MSC06,0.6950000000000001,400
35,mem,motor,MSC06,0.7166666666666667,400
36,mixed,motor,MSC07,0.7055555555555555,400
37,mixed,mem,MSC07,0.7749999999999999,400
38,motor,mixed,MSC07,0.6388888888888888,400
39,motor,mem,MSC07,0.5444444444444444,400
40,mem,mixed,MSC07,0.6399999999999999,400
41,mem,motor,MSC07,0.4777777777777778,400
42,mixed,motor,MSC10,0.6649999999999999,400
43,mixed,mem,MSC10,0.6249999999999999,400
44,motor,mixed,MSC10,0.7150000000000001,400
45,motor,mem,MSC10,0.665,400
46,mem,mixed,MSC10,0.72,400
47,mem,motor,MSC10,0.755,400
0,mixed,motor,MSC01,0.9149999999999998,500
1,mixed,mem,MSC01,0.835,500
2,motor,mixed,MSC01,0.955,500
3,motor,mem,MSC01,0.78,500
