train_task,test_task,sub,acc
mixed,motor,MSC01,0.615
mixed,mem,MSC01,0.6950000000000001
motor,mixed,MSC01,0.62
motor,mem,MSC01,0.6050000000000001
mem,mixed,MSC01,0.625
mem,motor,MSC01,0.6599999999999999
mixed,motor,MSC02,0.395
mixed,mem,MSC02,0.525
motor,mixed,MSC02,0.36499999999999994
motor,mem,MSC02,0.41
mem,mixed,MSC02,0.54
mem,motor,MSC02,0.5599999999999999
mixed,motor,MSC03,0.625
mixed,mem,MSC03,0.575
motor,mixed,MSC03,0.8249999999999998
motor,mem,MSC03,0.71875
mem,mixed,MSC03,0.5125
mem,motor,MSC03,0.7437499999999999
mixed,motor,MSC04,0.705
mixed,mem,MSC04,0.7700000000000001
motor,mixed,MSC04,0.6100000000000001
motor,mem,MSC04,0.72
mem,mixed,MSC04,0.66
mem,motor,MSC04,0.685
mixed,motor,MSC05,0.46499999999999997
mixed,mem,MSC05,0.615
motor,mixed,MSC05,0.38499999999999995
motor,mem,MSC05,0.5349999999999999
mem,mixed,MSC05,0.43
mem,motor,MSC05,0.5499999999999999
mixed,motor,MSC06,0.6166666666666667
mixed,mem,MSC06,0.755
motor,mixed,MSC06,0.5722222222222222
motor,mem,MSC06,0.42222222222222217
mem,mixed,MSC06,0.82
mem,motor,MSC06,0.5222222222222224
mixed,motor,MSC07,0.4333333333333333
mixed,mem,MSC07,0.53
motor,mixed,MSC07,0.4444444444444444
motor,mem,MSC07,0.4833333333333333
mem,mixed,MSC07,0.6000000000000001
mem,motor,MSC07,0.48888888888888893
mixed,motor,MSC10,0.69
mixed,mem,MSC10,0.7049999999999998
motor,mixed,MSC10,0.6900000000000001
motor,mem,MSC10,0.735
mem,mixed,MSC10,0.67
mem,motor,MSC10,0.725
