,test_task,train_task,Mean,Std
0,mem,mixed,0.766875,0.12856175558851085
1,mem,motor,0.606875,0.13556594336336844
2,mixed,mem,0.71625,0.13125085033738149
3,mixed,motor,0.62625,0.15209841738633761
4,motor,mem,0.723125,0.096545233662036
5,motor,mixed,0.789375,0.1181535774199954
