train,task,same_sub,diff_sub
MSC04,mem,0.5478260869565218,0.5478260869565218
MSC05,mem,0.49927536231884057,0.49927536231884057
MSC06,mem,0.508695652173913,0.508695652173913
MSC07,mem,0.5246376811594203,0.5246376811594203
MSC10,mem,0.49420289855072463,0.49420289855072463
MSC01,glass,0.4733812949640288,0.4733812949640288
MSC02,glass,0.5086330935251798,0.5086330935251798
MSC03,glass,0.5345323741007194,0.5345323741007194
MSC04,glass,0.5294964028776978,0.5294964028776978
MSC05,glass,0.47050359712230216,0.47050359712230216
MSC06,glass,0.5301587301587302,0.5301587301587302
MSC07,glass,0.4683453237410072,0.4683453237410072
MSC10,glass,0.4726618705035971,0.4726618705035971
MSC01,semantic,0.4742857142857143,0.4742857142857143
MSC02,semantic,0.5085714285714286,0.5085714285714286
MSC03,semantic,0.515,0.515
MSC04,semantic,0.4657142857142857,0.4657142857142857
MSC05,semantic,0.5135714285714286,0.5135714285714286
MSC06,semantic,0.52,0.52
MSC07,semantic,0.4735714285714286,0.4735714285714286
MSC10,semantic,0.5057142857142857,0.5057142857142857
MSC01,motor,0.5108695652173912,0.5108695652173912
MSC02,motor,0.4956521739130435,0.4956521739130435
MSC03,motor,0.5405797101449276,0.5405797101449276
MSC04,motor,0.505072463768116,0.505072463768116
MSC05,motor,0.4579710144927536,0.4579710144927536
MSC06,motor,0.5035971223021583,0.5035971223021583
MSC07,motor,0.4572342126298961,0.4572342126298961
MSC10,motor,0.5014492753623189,0.5014492753623189
MSC01,mem,0.49492753623188407,0.49492753623188407
MSC02,mem,0.5659420289855073,0.5659420289855073
MSC03,mem,0.4419642857142857,0.4419642857142857
MSC04,mem,0.5210144927536232,0.5210144927536232
MSC05,mem,0.48985507246376814,0.48985507246376814
MSC06,mem,0.4826086956521739,0.4826086956521739
MSC07,mem,0.5318840579710145,0.5318840579710145
MSC10,mem,0.47681159420289854,0.47681159420289854
MSC01,glass,0.4776978417266187,0.4776978417266187
MSC02,glass,0.4827338129496403,0.4827338129496403
MSC03,glass,0.5482014388489208,0.5482014388489208
MSC04,glass,0.4985611510791367,0.4985611510791367
MSC05,glass,0.5345323741007194,0.5345323741007194
MSC06,glass,0.4777777777777778,0.4777777777777778
MSC07,glass,0.5172661870503598,0.5172661870503598
MSC10,glass,0.49928057553956834,0.49928057553956834
MSC01,semantic,0.5121428571428571,0.5121428571428571
MSC02,semantic,0.48928571428571427,0.48928571428571427
MSC03,semantic,0.4928571428571428,0.4928571428571428
MSC04,semantic,0.46785714285714286,0.46785714285714286
MSC05,semantic,0.48428571428571426,0.48428571428571426
MSC06,semantic,0.4742857142857143,0.4742857142857143
MSC07,semantic,0.5135714285714286,0.5135714285714286
MSC10,semantic,0.5578571428571428,0.5578571428571428
MSC01,motor,0.5036231884057971,0.5036231884057971
MSC02,motor,0.4927536231884058,0.4927536231884058
MSC03,motor,0.49420289855072463,0.49420289855072463
MSC04,motor,0.4144927536231884,0.4144927536231884
MSC05,motor,0.4623188405797102,0.4623188405797102
MSC06,motor,0.4860111910471623,0.4860111910471623
MSC07,motor,0.5291766586730615,0.5291766586730615
MSC10,motor,0.46956521739130436,0.46956521739130436
MSC01,mem,0.5492753623188406,0.5492753623188406
MSC02,mem,0.486231884057971,0.486231884057971
MSC03,mem,0.5133928571428571,0.5133928571428571
MSC04,mem,0.532608695652174,0.532608695652174
MSC05,mem,0.5181159420289855,0.5181159420289855
MSC06,mem,0.48405797101449277,0.48405797101449277
MSC07,mem,0.4818840579710145,0.4818840579710145
MSC10,mem,0.49420289855072463,0.49420289855072463
MSC01,glass,0.5115107913669065,0.5115107913669065
MSC02,glass,0.4776978417266187,0.4776978417266187
MSC03,glass,0.5201438848920863,0.5201438848920863
MSC04,glass,0.47697841726618706,0.47697841726618706
MSC05,glass,0.5057553956834533,0.5057553956834533
MSC06,glass,0.5015873015873016,0.5015873015873016
MSC07,glass,0.5064748201438849,0.5064748201438849
MSC10,glass,0.5489208633093525,0.5489208633093525
MSC01,semantic,0.5271428571428571,0.5271428571428571
MSC02,semantic,0.4614285714285714,0.4614285714285714
MSC03,semantic,0.5214285714285715,0.5214285714285715
MSC04,semantic,0.5271428571428571,0.5271428571428571
MSC05,semantic,0.475,0.475
MSC06,semantic,0.4757142857142857,0.4757142857142857
MSC07,semantic,0.5271428571428571,0.5271428571428571
MSC10,semantic,0.4907142857142857,0.4907142857142857
MSC01,motor,0.4934782608695652,0.4934782608695652
MSC02,motor,0.5717391304347826,0.5717391304347826
MSC03,motor,0.4717391304347826,0.4717391304347826
MSC04,motor,0.4318840579710145,0.4318840579710145
MSC05,motor,0.5043478260869565,0.5043478260869565
MSC06,motor,0.5203836930455635,0.5203836930455635
MSC07,motor,0.46522781774580335,0.46522781774580335
MSC10,motor,0.4652173913043478,0.4652173913043478
MSC01,mem,0.5297101449275362,0.5297101449275362
MSC02,mem,0.5036231884057971,0.5036231884057971
MSC03,mem,0.44642857142857145,0.44642857142857145
MSC04,mem,0.4891304347826087,0.4891304347826087
MSC05,mem,0.5094202898550725,0.5094202898550725
MSC06,mem,0.5101449275362319,0.5101449275362319
MSC07,mem,0.5217391304347826,0.5217391304347826
MSC10,mem,0.4391304347826087,0.4391304347826087
MSC01,glass,0.5158273381294964,0.5158273381294964
MSC02,glass,0.48345323741007196,0.48345323741007196
MSC03,glass,0.4913669064748201,0.4913669064748201
MSC04,glass,0.49280575539568344,0.49280575539568344
MSC05,glass,0.4798561151079137,0.4798561151079137
MSC06,glass,0.46111111111111114,0.46111111111111114
MSC07,glass,0.5179856115107914,0.5179856115107914
MSC10,glass,0.5381294964028777,0.5381294964028777
MSC01,semantic,0.505,0.505
MSC02,semantic,0.49642857142857144,0.49642857142857144
MSC03,semantic,0.46714285714285714,0.46714285714285714
MSC04,semantic,0.5007142857142857,0.5007142857142857
MSC05,semantic,0.49642857142857144,0.49642857142857144
MSC06,semantic,0.4857142857142857,0.4857142857142857
MSC07,semantic,0.4657142857142857,0.4657142857142857
MSC10,semantic,0.47785714285714287,0.47785714285714287
MSC01,motor,0.4572463768115942,0.4572463768115942
MSC02,motor,0.48840579710144927,0.48840579710144927
MSC03,motor,0.4934782608695652,0.4934782608695652
MSC04,motor,0.5,0.5
MSC05,motor,0.5079710144927536,0.5079710144927536
MSC06,motor,0.47961630695443647,0.47961630695443647
MSC07,motor,0.5459632294164668,0.5459632294164668
MSC10,motor,0.518840579710145,0.518840579710145
MSC01,mem,0.5333333333333333,0.5333333333333333
MSC02,mem,0.4746376811594203,0.4746376811594203
MSC03,mem,0.5258928571428572,0.5258928571428572
MSC04,mem,0.5427536231884058,0.5427536231884058
MSC05,mem,0.4789855072463768,0.4789855072463768
MSC06,mem,0.5246376811594203,0.5246376811594203
MSC07,mem,0.527536231884058,0.527536231884058
MSC10,mem,0.48043478260869565,0.48043478260869565
MSC01,glass,0.49640287769784175,0.49640287769784175
MSC02,glass,0.4870503597122302,0.4870503597122302
MSC03,glass,0.5352517985611511,0.5352517985611511
MSC04,glass,0.5057553956834533,0.5057553956834533
MSC05,glass,0.4712230215827338,0.4712230215827338
MSC06,glass,0.5119047619047619,0.5119047619047619
MSC07,glass,0.5028776978417266,0.5028776978417266
MSC10,glass,0.5323741007194245,0.5323741007194245
MSC01,semantic,0.47928571428571426,0.47928571428571426
MSC02,semantic,0.5114285714285715,0.5114285714285715
MSC03,semantic,0.5164285714285715,0.5164285714285715
MSC04,semantic,0.5042857142857142,0.5042857142857142
MSC05,semantic,0.49357142857142855,0.49357142857142855
MSC06,semantic,0.4564285714285714,0.4564285714285714
MSC07,semantic,0.4992857142857143,0.4992857142857143
MSC10,semantic,0.5064285714285715,0.5064285714285715
MSC01,motor,0.5702898550724638,0.5702898550724638
MSC02,motor,0.4557971014492754,0.4557971014492754
MSC03,motor,0.4623188405797102,0.4623188405797102
MSC04,motor,0.5210144927536232,0.5210144927536232
MSC05,motor,0.4702898550724638,0.4702898550724638
MSC06,motor,0.5267785771382894,0.5267785771382894
MSC07,motor,0.5099920063948841,0.5099920063948841
MSC10,motor,0.4818840579710145,0.4818840579710145
MSC01,mem,0.5181159420289855,0.5181159420289855
MSC02,mem,0.5355072463768116,0.5355072463768116
MSC03,mem,0.49374999999999997,0.49374999999999997
MSC04,mem,0.427536231884058,0.427536231884058
MSC05,mem,0.48768115942028983,0.48768115942028983
MSC06,mem,0.5384057971014493,0.5384057971014493
MSC07,mem,0.5072463768115942,0.5072463768115942
MSC10,mem,0.48333333333333334,0.48333333333333334
MSC01,glass,0.49280575539568344,0.49280575539568344
MSC02,glass,0.5496402877697841,0.5496402877697841
MSC03,glass,0.5,0.5
MSC04,glass,0.4784172661870504,0.4784172661870504
MSC05,glass,0.5093525179856115,0.5093525179856115
MSC06,glass,0.5388888888888889,0.5388888888888889
MSC07,glass,0.541726618705036,0.541726618705036
MSC10,glass,0.5532374100719425,0.5532374100719425
MSC01,semantic,0.46714285714285714,0.46714285714285714
MSC02,semantic,0.5107142857142857,0.5107142857142857
MSC03,semantic,0.5342857142857143,0.5342857142857143
MSC04,semantic,0.5064285714285715,0.5064285714285715
MSC05,semantic,0.4521428571428571,0.4521428571428571
MSC06,semantic,0.48142857142857143,0.48142857142857143
MSC07,semantic,0.5435714285714286,0.5435714285714286
MSC10,semantic,0.49857142857142855,0.49857142857142855
MSC01,motor,0.4753623188405797,0.4753623188405797
MSC02,motor,0.5130434782608695,0.5130434782608695
MSC03,motor,0.4985507246376812,0.4985507246376812
MSC04,motor,0.5311594202898551,0.5311594202898551
MSC05,motor,0.5021739130434782,0.5021739130434782
MSC06,motor,0.5355715427657873,0.5355715427657873
MSC07,motor,0.5091926458832934,0.5091926458832934
MSC10,motor,0.4905797101449275,0.4905797101449275
MSC01,mem,0.47681159420289854,0.47681159420289854
MSC02,mem,0.5181159420289855,0.5181159420289855
MSC03,mem,0.5383928571428571,0.5383928571428571
MSC04,mem,0.5260869565217391,0.5260869565217391
MSC05,mem,0.5072463768115942,0.5072463768115942
MSC06,mem,0.5202898550724637,0.5202898550724637
MSC07,mem,0.4811594202898551,0.4811594202898551
MSC10,mem,0.532608695652174,0.532608695652174
MSC01,glass,0.4935251798561151,0.4935251798561151
MSC02,glass,0.47985611510791365,0.47985611510791365
MSC03,glass,0.49712230215827335,0.49712230215827335
MSC04,glass,0.5532374100719425,0.5532374100719425
MSC05,glass,0.4956834532374101,0.4956834532374101
MSC06,glass,0.49523809523809526,0.49523809523809526
MSC07,glass,0.4733812949640288,0.4733812949640288
MSC10,glass,0.5136690647482014,0.5136690647482014
MSC01,semantic,0.5228571428571429,0.5228571428571429
MSC02,semantic,0.48857142857142855,0.48857142857142855
MSC03,semantic,0.5178571428571428,0.5178571428571428
MSC04,semantic,0.5335714285714286,0.5335714285714286
MSC05,semantic,0.46499999999999997,0.46499999999999997
MSC06,semantic,0.4957142857142857,0.4957142857142857
MSC07,semantic,0.5264285714285715,0.5264285714285715
MSC10,semantic,0.5392857142857143,0.5392857142857143
MSC01,motor,0.4717391304347826,0.4717391304347826
MSC02,motor,0.5739130434782609,0.5739130434782609
MSC03,motor,0.4702898550724638,0.4702898550724638
MSC04,motor,0.5463768115942029,0.5463768115942029
MSC05,motor,0.5355072463768116,0.5355072463768116
MSC06,motor,0.5387689848121503,0.5387689848121503
MSC07,motor,0.5299760191846523,0.5299760191846523
MSC10,motor,0.4282608695652174,0.4282608695652174
MSC01,mem,0.5195652173913043,0.5195652173913043
MSC02,mem,0.4789855072463768,0.4789855072463768
MSC03,mem,0.49107142857142855,0.49107142857142855
MSC04,mem,0.4891304347826087,0.4891304347826087
MSC05,mem,0.49420289855072463,0.49420289855072463
MSC06,mem,0.4528985507246377,0.4528985507246377
MSC07,mem,0.47681159420289854,0.47681159420289854
MSC10,mem,0.42536231884057973,0.42536231884057973
MSC01,glass,0.49712230215827335,0.49712230215827335
MSC02,glass,0.48201438848920863,0.48201438848920863
MSC03,glass,0.5071942446043165,0.5071942446043165
MSC04,glass,0.4935251798561151,0.4935251798561151
MSC05,glass,0.4762589928057554,0.4762589928057554
MSC06,glass,0.5071428571428571,0.5071428571428571
MSC07,glass,0.5223021582733813,0.5223021582733813
MSC10,glass,0.481294964028777,0.481294964028777
MSC01,semantic,0.42714285714285716,0.42714285714285716
MSC02,semantic,0.51,0.51
MSC03,semantic,0.44857142857142857,0.44857142857142857
MSC04,semantic,0.47285714285714286,0.47285714285714286
MSC05,semantic,0.43357142857142855,0.43357142857142855
MSC06,semantic,0.5307142857142857,0.5307142857142857
MSC07,semantic,0.545,0.545
MSC10,semantic,0.43214285714285716,0.43214285714285716
MSC01,motor,0.48188405797101447,0.48188405797101447
MSC02,motor,0.5166666666666667,0.5166666666666667
MSC03,motor,0.4992753623188406,0.4992753623188406
MSC04,motor,0.5079710144927536,0.5079710144927536
MSC05,motor,0.46594202898550724,0.46594202898550724
MSC06,motor,0.4732214228617106,0.4732214228617106
MSC07,motor,0.4444444444444444,0.4444444444444444
MSC10,motor,0.5202898550724637,0.5202898550724637
MSC01,mem,0.4420289855072464,0.4420289855072464
MSC02,mem,0.4746376811594203,0.4746376811594203
MSC03,mem,0.48660714285714285,0.48660714285714285
MSC04,mem,0.4391304347826087,0.4391304347826087
MSC05,mem,0.45217391304347826,0.45217391304347826
MSC06,mem,0.48840579710144927,0.48840579710144927
MSC07,mem,0.5376811594202898,0.5376811594202898
MSC10,mem,0.4717391304347826,0.4717391304347826
MSC01,glass,0.4935251798561151,0.4935251798561151
MSC02,glass,0.47553956834532374,0.47553956834532374
MSC03,glass,0.4719424460431655,0.4719424460431655
MSC04,glass,0.4546762589928058,0.4546762589928058
MSC05,glass,0.5309352517985612,0.5309352517985612
MSC06,glass,0.5341269841269841,0.5341269841269841
MSC07,glass,0.48992805755395685,0.48992805755395685
MSC10,glass,0.5230215827338129,0.5230215827338129
MSC01,semantic,0.5164285714285715,0.5164285714285715
MSC02,semantic,0.505,0.505
MSC03,semantic,0.5085714285714286,0.5085714285714286
MSC04,semantic,0.515,0.515
MSC05,semantic,0.5078571428571429,0.5078571428571429
MSC06,semantic,0.5007142857142857,0.5007142857142857
MSC07,semantic,0.5564285714285715,0.5564285714285715
MSC10,semantic,0.5257142857142857,0.5257142857142857
MSC01,motor,0.4956521739130435,0.4956521739130435
MSC02,motor,0.46521739130434786,0.46521739130434786
MSC03,motor,0.5014492753623189,0.5014492753623189
MSC04,motor,0.5413043478260869,0.5413043478260869
MSC05,motor,0.4666666666666667,0.4666666666666667
MSC06,motor,0.4748201438848921,0.4748201438848921
MSC07,motor,0.5115907274180655,0.5115907274180655
MSC10,motor,0.5681159420289855,0.5681159420289855
MSC01,mem,0.48043478260869565,0.48043478260869565
MSC02,mem,0.522463768115942,0.522463768115942
MSC03,mem,0.5107142857142857,0.5107142857142857
MSC04,mem,0.48043478260869565,0.48043478260869565
MSC05,mem,0.4847826086956522,0.4847826086956522
MSC06,mem,0.46594202898550724,0.46594202898550724
MSC07,mem,0.5057971014492754,0.5057971014492754
MSC10,mem,0.5028985507246376,0.5028985507246376
MSC01,glass,0.5079136690647482,0.5079136690647482
MSC02,glass,0.5064748201438849,0.5064748201438849
MSC03,glass,0.4748201438848921,0.4748201438848921
MSC04,glass,0.5179856115107914,0.5179856115107914
MSC05,glass,0.5345323741007194,0.5345323741007194
MSC06,glass,0.5253968253968254,0.5253968253968254
MSC07,glass,0.481294964028777,0.481294964028777
MSC10,glass,0.4618705035971223,0.4618705035971223
MSC01,semantic,0.4992857142857143,0.4992857142857143
MSC02,semantic,0.4828571428571429,0.4828571428571429
MSC03,semantic,0.4878571428571429,0.4878571428571429
MSC04,semantic,0.5078571428571429,0.5078571428571429
MSC05,semantic,0.5707142857142857,0.5707142857142857
MSC06,semantic,0.51,0.51
MSC07,semantic,0.4635714285714286,0.4635714285714286
MSC10,semantic,0.46714285714285714,0.46714285714285714
MSC01,motor,0.5028985507246377,0.5028985507246377
MSC02,motor,0.5217391304347826,0.5217391304347826
MSC03,motor,0.5369565217391304,0.5369565217391304
MSC04,motor,0.49420289855072463,0.49420289855072463
MSC05,motor,0.5007246376811594,0.5007246376811594
MSC06,motor,0.4812150279776179,0.4812150279776179
MSC07,motor,0.5059952038369304,0.5059952038369304
MSC10,motor,0.5202898550724637,0.5202898550724637
MSC01,mem,0.5347826086956522,0.5347826086956522
MSC02,mem,0.5413043478260869,0.5413043478260869
MSC03,mem,0.5383928571428571,0.5383928571428571
MSC04,mem,0.44130434782608696,0.44130434782608696
MSC05,mem,0.46739130434782605,0.46739130434782605
MSC06,mem,0.5086956521739131,0.5086956521739131
MSC07,mem,0.5340579710144928,0.5340579710144928
MSC10,mem,0.5246376811594203,0.5246376811594203
MSC01,glass,0.49712230215827335,0.49712230215827335
MSC02,glass,0.4913669064748202,0.4913669064748202
MSC03,glass,0.5143884892086331,0.5143884892086331
MSC04,glass,0.4913669064748201,0.4913669064748201
MSC05,glass,0.5460431654676259,0.5460431654676259
MSC06,glass,0.4992063492063492,0.4992063492063492
MSC07,glass,0.5093525179856115,0.5093525179856115
MSC10,glass,0.4913669064748201,0.4913669064748201
MSC01,semantic,0.4907142857142857,0.4907142857142857
MSC02,semantic,0.5164285714285715,0.5164285714285715
MSC03,semantic,0.48928571428571427,0.48928571428571427
MSC04,semantic,0.5378571428571428,0.5378571428571428
MSC05,semantic,0.4907142857142857,0.4907142857142857
MSC06,semantic,0.4735714285714286,0.4735714285714286
MSC07,semantic,0.5085714285714286,0.5085714285714286
MSC10,semantic,0.5607142857142857,0.5607142857142857
MSC01,motor,0.5057971014492754,0.5057971014492754
MSC02,motor,0.532608695652174,0.532608695652174
MSC03,motor,0.5340579710144927,0.5340579710144927
MSC04,motor,0.4927536231884058,0.4927536231884058
MSC05,motor,0.5195652173913043,0.5195652173913043
MSC06,motor,0.49960031974420466,0.49960031974420466
MSC07,motor,0.5003996802557954,0.5003996802557954
MSC10,motor,0.5036231884057971,0.5036231884057971
MSC01,mem,0.5021739130434782,0.5021739130434782
MSC02,mem,0.44855072463768114,0.44855072463768114
MSC03,mem,0.5616071428571429,0.5616071428571429
MSC04,mem,0.5434782608695652,0.5434782608695652
MSC05,mem,0.5471014492753623,0.5471014492753623
MSC06,mem,0.5333333333333333,0.5333333333333333
MSC07,mem,0.49782608695652175,0.49782608695652175
MSC10,mem,0.47753623188405797,0.47753623188405797
MSC01,glass,0.5179856115107914,0.5179856115107914
MSC02,glass,0.48345323741007196,0.48345323741007196
MSC03,glass,0.4892086330935252,0.4892086330935252
MSC04,glass,0.45611510791366905,0.45611510791366905
MSC05,glass,0.4892086330935252,0.4892086330935252
MSC06,glass,0.4793650793650794,0.4793650793650794
MSC07,glass,0.5,0.5
MSC10,glass,0.5050359712230216,0.5050359712230216
MSC01,semantic,0.46571428571428575,0.46571428571428575
MSC02,semantic,0.5078571428571429,0.5078571428571429
MSC03,semantic,0.5064285714285715,0.5064285714285715
MSC04,semantic,0.4692857142857143,0.4692857142857143
MSC05,semantic,0.4907142857142857,0.4907142857142857
MSC06,semantic,0.4757142857142857,0.4757142857142857
MSC07,semantic,0.4907142857142857,0.4907142857142857
MSC10,semantic,0.48714285714285716,0.48714285714285716
MSC01,motor,0.3920289855072464,0.3920289855072464
MSC02,motor,0.5384057971014493,0.5384057971014493
MSC03,motor,0.49927536231884057,0.49927536231884057
MSC04,motor,0.4797101449275362,0.4797101449275362
MSC05,motor,0.5362318840579711,0.5362318840579711
MSC06,motor,0.5051958433253397,0.5051958433253397
MSC07,motor,0.5411670663469225,0.5411670663469225
MSC10,motor,0.5239130434782608,0.5239130434782608
MSC01,mem,0.5210144927536232,0.5210144927536232
MSC02,mem,0.5521739130434783,0.5521739130434783
MSC03,mem,0.48839285714285713,0.48839285714285713
MSC04,mem,0.45869565217391306,0.45869565217391306
MSC05,mem,0.5543478260869565,0.5543478260869565
MSC06,mem,0.4608695652173913,0.4608695652173913
MSC07,mem,0.45869565217391306,0.45869565217391306
MSC10,mem,0.48695652173913045,0.48695652173913045
MSC01,glass,0.5064748201438849,0.5064748201438849
MSC02,glass,0.5294964028776978,0.5294964028776978
MSC03,glass,0.5172661870503596,0.5172661870503596
MSC04,glass,0.4589928057553957,0.4589928057553957
MSC05,glass,0.49640287769784175,0.49640287769784175
MSC06,glass,0.4531746031746032,0.4531746031746032
MSC07,glass,0.49280575539568344,0.49280575539568344
MSC10,glass,0.5014388489208633,0.5014388489208633
MSC01,semantic,0.5157142857142857,0.5157142857142857
MSC02,semantic,0.48857142857142855,0.48857142857142855
MSC03,semantic,0.5064285714285715,0.5064285714285715
MSC04,semantic,0.4857142857142857,0.4857142857142857
MSC05,semantic,0.5042857142857143,0.5042857142857143
MSC06,semantic,0.4857142857142857,0.4857142857142857
MSC07,semantic,0.5078571428571429,0.5078571428571429
MSC10,semantic,0.5271428571428571,0.5271428571428571
MSC01,motor,0.4463768115942029,0.4463768115942029
MSC02,motor,0.5159420289855072,0.5159420289855072
MSC03,motor,0.44420289855072465,0.44420289855072465
MSC04,motor,0.5108695652173914,0.5108695652173914
MSC05,motor,0.5282608695652175,0.5282608695652175
MSC06,motor,0.49480415667466027,0.49480415667466027
MSC07,motor,0.4924060751398881,0.4924060751398881
MSC10,motor,0.4514492753623188,0.4514492753623188
MSC01,mem,0.48478260869565215,0.48478260869565215
MSC02,mem,0.458695652173913,0.458695652173913
MSC03,mem,0.5,0.5
