,test_task,train_task,Mean,Std
0,mem,mixed,0.9143749999999999,0.09454543503371425
1,mem,motor,0.58625,0.08305548919676704
2,mixed,mem,0.8325000000000001,0.11668027131561579
3,mixed,motor,0.5625,0.08639609779547754
4,motor,mem,0.7400000000000001,0.09584213210125431
5,motor,mixed,0.8025,0.1445930249256266
