train_sub,test_sub,cv_acc,cv_sen,cv_spec,acc,ds_sen,ds_spec
MSC01,MSC02,0.975,1.0,0.95,0.53,1.0,0.06
MSC01,MSC03,0.975,1.0,0.95,0.5325,0.9949999999999999,0.06999999999999999
MSC01,MSC04,0.975,1.0,0.95,0.6874999999999999,1.0,0.37500000000000006
MSC01,MSC05,0.975,1.0,0.95,0.6525000000000001,1.0,0.305
MSC01,MSC06,0.975,1.0,0.95,0.8321428571428571,1.0,0.6642857142857143
MSC01,MSC07,0.975,1.0,0.95,0.51,1.0,0.02
MSC01,MSC10,0.975,1.0,0.95,0.5199999999999999,0.9949999999999999,0.045
MSC02,MSC01,0.975,1.0,0.95,0.9174999999999999,0.875,0.96
MSC02,MSC03,0.975,1.0,0.95,0.7975,0.9550000000000001,0.6399999999999999
MSC02,MSC04,0.975,1.0,0.95,0.8875,0.96,0.8150000000000001
MSC02,MSC05,0.975,1.0,0.95,0.9174999999999999,0.9650000000000001,0.8699999999999999
MSC02,MSC06,0.975,1.0,0.95,0.8778571428571429,0.9221428571428572,0.8335714285714285
MSC02,MSC07,0.975,1.0,0.95,0.7124999999999999,0.9800000000000001,0.445
MSC02,MSC10,0.975,1.0,0.95,0.7799999999999999,0.805,0.755
MSC03,MSC01,0.95,0.95,0.95,0.5900000000000001,0.8949999999999999,0.28500000000000003
MSC03,MSC02,0.95,0.95,0.95,0.6,0.99,0.21000000000000002
MSC03,MSC04,0.95,0.95,0.95,0.7325,0.945,0.52
MSC03,MSC05,0.95,0.95,0.95,0.7674999999999998,0.99,0.545
MSC03,MSC06,0.95,0.95,0.95,0.7653571428571428,0.8835714285714286,0.6471428571428571
MSC03,MSC07,0.95,0.95,0.95,0.72,0.925,0.515
MSC03,MSC10,0.95,0.95,0.95,0.6799999999999999,0.885,0.475
MSC04,MSC01,0.9625,0.975,0.95,0.6025,1.0,0.205
MSC04,MSC02,0.9625,0.975,0.95,0.5574999999999999,0.985,0.13
MSC04,MSC03,0.9625,0.975,0.95,0.5925,1.0,0.185
MSC04,MSC05,0.9625,0.975,0.95,0.885,1.0,0.77
MSC04,MSC06,0.9625,0.975,0.95,0.7692857142857144,1.0,0.5385714285714286
MSC04,MSC07,0.9625,0.975,0.95,0.6124999999999999,1.0,0.225
MSC04,MSC10,0.9625,0.975,0.95,0.6649999999999999,1.0,0.33
MSC05,MSC01,0.9875,1.0,0.975,0.68,0.96,0.4
MSC05,MSC02,0.9875,1.0,0.975,0.5800000000000001,0.9949999999999999,0.16499999999999998
MSC05,MSC03,0.9875,1.0,0.975,0.7625000000000001,0.99,0.5349999999999999
MSC05,MSC04,0.9875,1.0,0.975,0.8149999999999998,0.915,0.7150000000000001
MSC05,MSC06,0.9875,1.0,0.975,0.8007142857142858,0.9585714285714285,0.6428571428571429
MSC05,MSC07,0.9875,1.0,0.975,0.6775,0.97,0.38499999999999995
MSC05,MSC10,0.9875,1.0,0.975,0.7224999999999999,0.9550000000000001,0.49000000000000005
MSC06,MSC01,0.975,1.0,0.95,0.6425,1.0,0.28500000000000003
MSC06,MSC02,0.975,1.0,0.95,0.7175,0.9549999999999998,0.4800000000000001
MSC06,MSC03,0.975,1.0,0.95,0.6449999999999999,1.0,0.29000000000000004
MSC06,MSC04,0.975,1.0,0.95,0.8125,1.0,0.625
MSC06,MSC05,0.975,1.0,0.95,0.9,0.975,0.825
MSC06,MSC07,0.975,1.0,0.95,0.5325,1.0,0.065
MSC06,MSC10,0.975,1.0,0.95,0.5800000000000001,1.0,0.16
MSC07,MSC01,0.9875,1.0,0.975,0.6725000000000001,1.0,0.345
MSC07,MSC02,0.9875,1.0,0.975,0.6325000000000001,0.97,0.29500000000000004
MSC07,MSC03,0.9875,1.0,0.975,0.6125,0.8950000000000001,0.33
MSC07,MSC04,0.9875,1.0,0.975,0.8300000000000001,0.985,0.675
MSC07,MSC05,0.9875,1.0,0.975,0.8225000000000001,0.945,0.7
MSC07,MSC06,0.9875,1.0,0.975,0.8367857142857142,0.8935714285714287,0.78
MSC07,MSC10,0.9875,1.0,0.975,0.7075,0.9099999999999999,0.505
MSC10,MSC01,0.9625,0.975,0.95,0.5525,1.0,0.10500000000000001
MSC10,MSC02,0.9625,0.975,0.95,0.5875,0.9650000000000001,0.21000000000000002
MSC10,MSC03,0.9625,0.975,0.95,0.585,0.9949999999999999,0.17500000000000002
MSC10,MSC04,0.9625,0.975,0.95,0.69,0.9799999999999999,0.4
MSC10,MSC05,0.9625,0.975,0.95,0.6625,1.0,0.325
MSC10,MSC06,0.9625,0.975,0.95,0.7757142857142856,0.99,0.5614285714285714
MSC10,MSC07,0.9625,0.975,0.95,0.6874999999999999,0.9099999999999999,0.465
