,train_task,test_task,sub,acc
0,glass,semantic,MSC01,0.885
1,glass,motor,MSC01,0.8700000000000001
2,glass,mem,MSC01,0.8299999999999998
3,semantic,glass,MSC01,0.65
4,semantic,motor,MSC01,0.6300000000000001
5,semantic,mem,MSC01,0.6900000000000002
6,motor,glass,MSC01,0.8099999999999999
7,motor,semantic,MSC01,0.8699999999999999
8,motor,mem,MSC01,0.8099999999999999
9,mem,glass,MSC01,0.9649999999999999
10,mem,semantic,MSC01,0.9899999999999999
11,mem,motor,MSC01,0.975
12,glass,semantic,MSC02,0.76
13,glass,motor,MSC02,0.63
14,glass,mem,MSC02,0.845
15,semantic,glass,MSC02,0.61
16,semantic,motor,MSC02,0.5399999999999999
17,semantic,mem,MSC02,0.6450000000000001
18,motor,glass,MSC02,0.5999999999999999
19,motor,semantic,MSC02,0.505
20,motor,mem,MSC02,0.5449999999999999
21,mem,glass,MSC02,0.8549999999999999
22,mem,semantic,MSC02,0.9400000000000001
23,mem,motor,MSC02,0.675
24,glass,semantic,MSC03,0.75
25,glass,motor,MSC03,0.93
26,glass,mem,MSC03,0.6450000000000001
27,semantic,glass,MSC03,0.635
28,semantic,motor,MSC03,0.795
29,semantic,mem,MSC03,0.7100000000000001
30,motor,glass,MSC03,0.6950000000000001
31,motor,semantic,MSC03,0.7949999999999999
32,motor,mem,MSC03,0.6199999999999999
33,mem,glass,MSC03,0.6900000000000002
34,mem,semantic,MSC03,0.8449999999999998
35,mem,motor,MSC03,0.915
36,glass,semantic,MSC04,0.865
37,glass,motor,MSC04,0.8149999999999998
38,glass,mem,MSC04,0.8950000000000001
39,semantic,glass,MSC04,0.655
40,semantic,motor,MSC04,0.5850000000000001
41,semantic,mem,MSC04,0.7949999999999999
42,motor,glass,MSC04,0.9149999999999998
43,motor,semantic,MSC04,0.7799999999999999
44,motor,mem,MSC04,0.8399999999999999
45,mem,glass,MSC04,0.97
46,mem,semantic,MSC04,0.9850000000000001
47,mem,motor,MSC04,0.9
48,glass,semantic,MSC05,0.9550000000000001
49,glass,motor,MSC05,0.8099999999999999
50,glass,mem,MSC05,0.9549999999999998
51,semantic,glass,MSC05,0.86
52,semantic,motor,MSC05,0.6500000000000001
53,semantic,mem,MSC05,0.885
54,motor,glass,MSC05,0.76
55,motor,semantic,MSC05,0.665
56,motor,mem,MSC05,1.0
57,mem,glass,MSC05,0.905
58,mem,semantic,MSC05,0.985
59,mem,motor,MSC05,0.9800000000000001
60,glass,semantic,MSC06,0.75
61,glass,motor,MSC06,0.7388888888888889
62,glass,mem,MSC06,0.8555555555555556
63,semantic,glass,MSC06,0.7388888888888889
64,semantic,motor,MSC06,0.7250000000000001
65,semantic,mem,MSC06,0.8350000000000002
66,motor,glass,MSC06,0.6444444444444444
67,motor,semantic,MSC06,0.74
68,motor,mem,MSC06,0.7799999999999999
69,mem,glass,MSC06,0.7444444444444445
70,mem,semantic,MSC06,0.9100000000000001
71,mem,motor,MSC06,0.8400000000000001
72,glass,semantic,MSC07,1.0
73,glass,motor,MSC07,0.6700000000000002
74,glass,mem,MSC07,0.745
75,semantic,glass,MSC07,0.9400000000000001
76,semantic,motor,MSC07,0.5599999999999998
77,semantic,mem,MSC07,0.6900000000000002
78,motor,glass,MSC07,0.67
79,motor,semantic,MSC07,0.635
80,motor,mem,MSC07,0.61
81,mem,glass,MSC07,1.0
82,mem,semantic,MSC07,1.0
83,mem,motor,MSC07,0.93
84,glass,semantic,MSC10,0.845
85,glass,motor,MSC10,0.8750000000000002
86,glass,mem,MSC10,0.8049999999999999
87,semantic,glass,MSC10,0.745
88,semantic,motor,MSC10,0.7
89,semantic,mem,MSC10,0.775
90,motor,glass,MSC10,0.74
91,motor,semantic,MSC10,0.66
92,motor,mem,MSC10,0.76
93,mem,glass,MSC10,0.835
94,mem,semantic,MSC10,0.845
95,mem,motor,MSC10,0.9000000000000001
