train_task,test_task,diff
mem,mixed,-0.01437500000000001
mem,motor,-0.005178571428571435
mixed,mem,0.003214285714285712
mixed,motor,0.004464285714285724
motor,mem,-0.047857142857142876
motor,mixed,-0.03151785714285714
mem,mixed,-0.01803571428571429
mem,motor,0.018392857142857138
mixed,mem,0.0007142857142857179
mixed,motor,-0.019374999999999996
motor,mem,0.01866071428571429
motor,mixed,-0.0059821428571428656
mem,mixed,-0.003392857142857158
mem,motor,-0.03526785714285712
mixed,mem,-0.017589285714285734
mixed,motor,0.0009821428571428362
motor,mem,0.020089285714285716
motor,mixed,-0.003482142857142851
mem,mixed,0.02910714285714285
mem,motor,0.0006249999999999965
mixed,mem,0.0124107142857143
mixed,motor,-0.015803571428571438
motor,mem,-0.005089285714285701
motor,mixed,-0.009732142857142856
mem,mixed,-0.006607142857142845
mem,motor,-0.023124999999999982
mixed,mem,0.05348214285714285
mixed,motor,0.05258928571428572
motor,mem,-0.003750000000000018
motor,mixed,-0.022142857142857155
mem,mixed,-0.023124999999999996
mem,motor,-0.01892857142857141
mixed,mem,-0.01875
mixed,motor,-0.011964285714285717
motor,mem,-0.028660714285714286
motor,mixed,-0.009910714285714288
mem,mixed,-0.007946428571428563
mem,motor,-0.029821428571428544
mixed,mem,0.028214285714285723
mixed,motor,0.029821428571428592
motor,mem,-0.010982142857142845
motor,mixed,0.00508928571428574
mem,mixed,0.007946428571428564
mem,motor,-0.012321428571428572
mixed,mem,0.001696428571428572
mixed,motor,0.016785714285714296
motor,mem,-0.017589285714285714
motor,mixed,-0.007946428571428575
mem,mixed,-0.015446428571428574
mem,motor,-0.011249999999999991
mixed,mem,-0.0011607142857142938
mixed,motor,0.007232142857142856
motor,mem,-0.001964285714285704
motor,mixed,0.0015178571428571353
mem,mixed,0.006607142857142856
mem,motor,-0.019553571428571424
mixed,mem,0.017678571428571432
mixed,motor,-0.05151785714285713
motor,mem,-0.0001785714285714218
motor,mixed,0.008303571428571414
mem,mixed,-0.014107142857142868
mem,motor,-0.013392857142857149
mixed,mem,-0.011964285714285717
mixed,motor,-0.020803571428571428
motor,mem,0.0010714285714285754
motor,mixed,0.006785714285714272
mem,mixed,-0.006071428571428554
mem,motor,-0.019821428571428556
mixed,mem,-0.0033035714285714326
mixed,motor,0.011696428571428566
motor,mem,-0.009821428571428583
motor,mixed,-0.009464285714285744
mem,mixed,0.0167857142857143
mem,motor,-0.009017857142857124
mixed,mem,0.018035714285714276
mixed,motor,0.011874999999999988
motor,mem,-0.0180357142857143
motor,mixed,0.006964285714285708
mem,mixed,0.0017857142857142893
mem,motor,0.007321428571428572
mixed,mem,0.027232142857142844
mixed,motor,0.024196428571428563
motor,mem,0.029910714285714308
motor,mixed,0.02607142857142856
mem,mixed,-0.009910714285714276
mem,motor,-0.012410714285714271
mixed,mem,-0.022142857142857113
mixed,motor,-0.020803571428571418
motor,mem,-0.01544642857142856
motor,mixed,-0.007500000000000007
mem,mixed,-0.016071428571428577
mem,motor,-0.02562500000000001
mixed,mem,-0.009821428571428594
mixed,motor,0.010267857142857138
motor,mem,0.009642857142857123
motor,mixed,0.02125
mem,mixed,-0.013303571428571442
mem,motor,0.0020535714285714276
mixed,mem,0.017142857142857158
mixed,motor,0.0180357142857143
motor,mem,0.036071428571428574
motor,mixed,0.0013392857142857026
mem,mixed,0.0027678571428571296
mem,motor,-0.012678571428571426
mixed,mem,0.015357142857142866
mixed,motor,-0.005714285714285709
motor,mem,0.014642857142857135
motor,mixed,0.0058035714285714175
mem,mixed,0.02071428571428572
mem,motor,0.02848214285714285
mixed,mem,-0.015446428571428568
mixed,motor,0.013749999999999984
motor,mem,-0.008214285714285707
motor,mixed,-0.004017857142857142
mem,mixed,0.019999999999999993
mem,motor,0.008571428571428567
mixed,mem,-0.022589285714285694
mixed,motor,-0.006160714285714281
motor,mem,-0.008750000000000003
motor,mixed,0.01437499999999999
mem,mixed,0.003839285714285714
mem,motor,0.040714285714285696
mixed,mem,0.0055357142857142844
mixed,motor,-0.0033035714285714265
motor,mem,-0.010267857142857165
motor,mixed,-0.013303571428571444
mem,mixed,-0.012142857142857151
mem,motor,-0.0035714285714285687
mixed,mem,-0.014285714285714278
mixed,motor,-0.04357142857142856
motor,mem,-0.03999999999999999
motor,mixed,-0.025089285714285696
mem,mixed,-0.018303571428571436
mem,motor,-0.004196428571428567
mixed,mem,0.005625
mixed,motor,0.019196428571428566
motor,mem,0.02410714285714285
motor,mixed,0.00991071428571427
mem,mixed,0.0064285714285714345
mem,motor,-0.013392857142857149
mixed,mem,0.014464285714285706
mixed,motor,0.016964285714285727
motor,mem,-0.006339285714285712
motor,mixed,0.0023214285714285568
mem,mixed,-0.015089285714285703
mem,motor,-0.01651785714285713
mixed,mem,0.022500000000000003
mixed,motor,-0.0002678571428571213
motor,mem,0.005892857142857144
motor,mixed,-0.0074107142857142835
mem,mixed,-0.0038392857142857018
mem,motor,-0.017321428571428567
mixed,mem,-0.026875000000000027
mixed,motor,-0.019107142857142878
motor,mem,0.00741071428571428
motor,mixed,0.007589285714285711
mem,mixed,0.009374999999999994
mem,motor,0.01883928571428569
mixed,mem,0.019821428571428563
mixed,motor,0.02339285714285715
motor,mem,-0.017053571428571435
motor,mixed,-0.00535714285714285
mem,mixed,-0.029374999999999995
mem,motor,-0.022678571428571413
mixed,mem,0.012053571428571429
mixed,motor,0.009196428571428576
motor,mem,-0.019017857142857145
motor,mixed,-0.015267857142857139
mem,mixed,0.012410714285714284
mem,motor,0.008750000000000003
mixed,mem,0.008392857142857153
mixed,motor,0.021696428571428585
motor,mem,0.0286607142857143
motor,mixed,-0.009017857142857152
mem,mixed,0.017232142857142852
mem,motor,0.013392857142857139
mixed,mem,0.0016071428571428645
mixed,motor,0.01258928571428571
motor,mem,-0.003392857142857146
motor,mixed,0.007767857142857137
mem,mixed,-0.0033928571428571497
mem,motor,-0.020982142857142876
mixed,mem,-0.006071428571428586
mixed,motor,-0.005535714285714294
motor,mem,-0.016964285714285737
motor,mixed,-0.010267857142857157
mem,mixed,-0.03714285714285714
mem,motor,0.004374999999999989
mixed,mem,0.03401785714285713
mixed,motor,-0.004732142857142857
motor,mem,0.017767857142857144
motor,mixed,0.00803571428571429
mem,mixed,-0.008482142857142858
mem,motor,0.006607142857142851
mixed,mem,0.03374999999999998
mixed,motor,0.0338392857142857
motor,mem,-0.037321428571428575
motor,mixed,-0.030446428571428572
mem,mixed,0.016785714285714272
mem,motor,0.04008928571428568
mixed,mem,-0.013928571428571424
mixed,motor,-0.002410714285714274
motor,mem,0.01499999999999999
motor,mixed,0.0018749999999999986
mem,mixed,-0.049107142857142835
mem,motor,-0.034196428571428565
mixed,mem,-0.008571428571428582
mixed,motor,-0.013839285714285726
motor,mem,0.01401785714285715
motor,mixed,0.004999999999999996
mem,mixed,-0.039017857142857146
mem,motor,-0.017767857142857148
mixed,mem,0.0407142857142857
mixed,motor,0.05535714285714285
motor,mem,0.0064285714285714345
motor,mixed,-0.009910714285714283
mem,mixed,0.03598214285714285
mem,motor,-0.007232142857142873
mixed,mem,0.009285714285714288
mixed,motor,-0.041875
motor,mem,-0.012410714285714285
motor,mixed,0.015535714285714283
mem,mixed,-0.010892857142857136
mem,motor,-0.005535714285714278
mixed,mem,0.013839285714285712
mixed,motor,-0.036696428571428595
motor,mem,0.023928571428571434
motor,mixed,0.003571428571428568
mem,mixed,0.004375000000000009
mem,motor,-0.0017857142857143052
mixed,mem,-0.025982142857142846
mixed,motor,-0.007499999999999981
motor,mem,0.014999999999999982
motor,mixed,-0.003214285714285725
