sub,acc,train_task,test_task,iteration
MSC04,0.4835714285714286,motor,mixed,297
MSC05,0.4985714285714286,motor,mixed,297
MSC06,0.49214285714285705,motor,mixed,297
MSC07,0.5107142857142857,motor,mixed,297
MSC10,0.5142857142857143,motor,mixed,297
MSC01,0.4785714285714286,motor,mem,297
MSC02,0.5057142857142857,motor,mem,297
MSC03,0.5242857142857142,motor,mem,297
MSC04,0.4964285714285715,motor,mem,297
MSC05,0.5078571428571428,motor,mem,297
MSC06,0.5149999999999999,motor,mem,297
MSC07,0.5071428571428571,motor,mem,297
MSC10,0.495,motor,mem,297
MSC01,0.4664285714285715,mixed,mem,298
MSC02,0.485,mixed,mem,298
MSC03,0.51,mixed,mem,298
MSC04,0.48357142857142865,mixed,mem,298
MSC05,0.5014285714285714,mixed,mem,298
MSC06,0.4914285714285715,mixed,mem,298
MSC07,0.4928571428571428,mixed,mem,298
MSC10,0.5085714285714286,mixed,mem,298
MSC01,0.5185714285714286,mixed,motor,298
MSC02,0.4885714285714286,mixed,motor,298
MSC03,0.4857142857142857,mixed,motor,298
MSC04,0.5007142857142858,mixed,motor,298
MSC05,0.5135714285714286,mixed,motor,298
MSC06,0.5114285714285715,mixed,motor,298
MSC07,0.5214285714285715,mixed,motor,298
MSC10,0.48285714285714293,mixed,motor,298
MSC01,0.515,mem,mixed,298
MSC02,0.4907142857142857,mem,mixed,298
MSC03,0.48857142857142855,mem,mixed,298
MSC04,0.5,mem,mixed,298
MSC05,0.4935714285714286,mem,mixed,298
MSC06,0.4721428571428571,mem,mixed,298
MSC07,0.49714285714285716,mem,mixed,298
MSC10,0.5057142857142856,mem,mixed,298
MSC01,0.53,mem,motor,298
MSC02,0.51,mem,motor,298
MSC03,0.49857142857142867,mem,motor,298
MSC04,0.5007142857142858,mem,motor,298
MSC05,0.4814285714285714,mem,motor,298
MSC06,0.49642857142857144,mem,motor,298
MSC07,0.507142857142857,mem,motor,298
MSC10,0.5007142857142857,mem,motor,298
MSC01,0.49428571428571433,motor,mixed,298
MSC02,0.5014285714285714,motor,mixed,298
MSC03,0.4942857142857143,motor,mixed,298
MSC04,0.4892857142857143,motor,mixed,298
MSC05,0.5035714285714286,motor,mixed,298
MSC06,0.5092857142857142,motor,mixed,298
MSC07,0.5021428571428571,motor,mixed,298
MSC10,0.5128571428571428,motor,mixed,298
MSC01,0.4864285714285714,motor,mem,298
MSC02,0.48357142857142854,motor,mem,298
MSC03,0.4814285714285714,motor,mem,298
MSC04,0.5064285714285715,motor,mem,298
MSC05,0.4935714285714286,motor,mem,298
MSC06,0.5121428571428571,motor,mem,298
MSC07,0.48285714285714276,motor,mem,298
MSC10,0.48,motor,mem,298
MSC01,0.4914285714285714,mixed,mem,299
MSC02,0.505,mixed,mem,299
MSC03,0.48571428571428577,mixed,mem,299
MSC04,0.49214285714285716,mixed,mem,299
MSC05,0.5028571428571429,mixed,mem,299
MSC06,0.48857142857142855,mixed,mem,299
MSC07,0.4907142857142857,mixed,mem,299
MSC10,0.515,mixed,mem,299
MSC01,0.5057142857142857,mixed,motor,299
MSC02,0.49214285714285716,mixed,motor,299
MSC03,0.5042857142857142,mixed,motor,299
MSC04,0.5007142857142858,mixed,motor,299
MSC05,0.4900000000000001,mixed,motor,299
MSC06,0.5114285714285715,mixed,motor,299
MSC07,0.5021428571428571,mixed,motor,299
MSC10,0.5142857142857143,mixed,motor,299
MSC01,0.5178571428571429,mem,mixed,299
MSC02,0.4842857142857143,mem,mixed,299
MSC03,0.4735714285714286,mem,mixed,299
MSC04,0.5121428571428571,mem,mixed,299
MSC05,0.4864285714285714,mem,mixed,299
MSC06,0.5,mem,mixed,299
MSC07,0.5292857142857142,mem,mixed,299
MSC10,0.5135714285714286,mem,mixed,299
MSC01,0.5128571428571428,mem,motor,299
MSC02,0.4964285714285715,mem,motor,299
MSC03,0.49571428571428566,mem,motor,299
MSC04,0.49214285714285716,mem,motor,299
MSC05,0.5021428571428571,mem,motor,299
MSC06,0.5035714285714287,mem,motor,299
MSC07,0.4885714285714286,mem,motor,299
MSC10,0.48571428571428577,mem,motor,299
MSC01,0.53,motor,mixed,299
MSC02,0.505,motor,mixed,299
MSC03,0.5292857142857144,motor,mixed,299
MSC04,0.5,motor,mixed,299
MSC05,0.4892857142857143,motor,mixed,299
MSC06,0.4964285714285715,motor,mixed,299
MSC07,0.5021428571428571,motor,mixed,299
MSC10,0.5000000000000001,motor,mixed,299
MSC01,0.4942857142857143,motor,mem,299
MSC02,0.5157142857142857,motor,mem,299
MSC03,0.49857142857142855,motor,mem,299
MSC04,0.4942857142857143,motor,mem,299
MSC05,0.5007142857142857,motor,mem,299
MSC06,0.5071428571428571,motor,mem,299
MSC07,0.49571428571428566,motor,mem,299
MSC10,0.4892857142857142,motor,mem,299
MSC01,0.47571428571428565,mixed,mem,300
MSC02,0.5049999999999999,mixed,mem,300
MSC03,0.5021428571428571,mixed,mem,300
MSC04,0.5092857142857143,mixed,mem,300
MSC05,0.5121428571428571,mixed,mem,300
MSC06,0.5035714285714286,mixed,mem,300
MSC07,0.5128571428571428,mixed,mem,300
MSC10,0.49214285714285727,mixed,mem,300
MSC01,0.4885714285714286,mixed,motor,300
MSC02,0.5342857142857143,mixed,motor,300
MSC03,0.4785714285714286,mixed,motor,300
MSC04,0.5014285714285714,mixed,motor,300
MSC05,0.5121428571428571,mixed,motor,300
MSC06,0.4842857142857143,mixed,motor,300
MSC07,0.5178571428571429,mixed,motor,300
MSC10,0.5399999999999999,mixed,motor,300
MSC01,0.49785714285714283,mem,mixed,300
MSC02,0.48999999999999994,mem,mixed,300
MSC03,0.47785714285714287,mem,mixed,300
MSC04,0.5021428571428571,mem,mixed,300
MSC05,0.5064285714285716,mem,mixed,300
MSC06,0.49071428571428577,mem,mixed,300
MSC07,0.48142857142857143,mem,mixed,300
MSC10,0.5164285714285715,mem,mixed,300
MSC01,0.4828571428571428,mem,motor,300
MSC02,0.53,mem,motor,300
MSC03,0.48214285714285715,mem,motor,300
MSC04,0.49642857142857144,mem,motor,300
MSC05,0.5250000000000001,mem,motor,300
MSC06,0.49499999999999994,mem,motor,300
MSC07,0.51,mem,motor,300
MSC10,0.49571428571428583,mem,motor,300
MSC01,0.475,motor,mixed,300
MSC02,0.49928571428571417,motor,mixed,300
MSC03,0.5071428571428571,motor,mixed,300
MSC04,0.5071428571428571,motor,mixed,300
MSC05,0.4935714285714286,motor,mixed,300
MSC06,0.51,motor,mixed,300
MSC07,0.5021428571428571,motor,mixed,300
MSC10,0.47714285714285715,motor,mixed,300
MSC01,0.4992857142857143,motor,mem,300
MSC02,0.5107142857142858,motor,mem,300
MSC03,0.5342857142857141,motor,mem,300
MSC04,0.49785714285714283,motor,mem,300
MSC05,0.4728571428571429,motor,mem,300
MSC06,0.4964285714285715,motor,mem,300
MSC07,0.5035714285714286,motor,mem,300
MSC10,0.4892857142857143,motor,mem,300
MSC01,0.4942857142857143,mixed,mem,301
MSC02,0.4957142857142857,mixed,mem,301
MSC03,0.5228571428571429,mixed,mem,301
MSC04,0.4928571428571429,mixed,mem,301
MSC05,0.4864285714285715,mixed,mem,301
MSC06,0.48,mixed,mem,301
MSC07,0.5035714285714287,mixed,mem,301
MSC10,0.4992857142857143,mixed,mem,301
MSC01,0.5035714285714286,mixed,motor,301
MSC02,0.5107142857142858,mixed,motor,301
MSC03,0.4864285714285714,mixed,motor,301
MSC04,0.48571428571428577,mixed,motor,301
MSC05,0.4978571428571429,mixed,motor,301
MSC06,0.49214285714285716,mixed,motor,301
MSC07,0.5285714285714286,mixed,motor,301
MSC10,0.5178571428571429,mixed,motor,301
MSC01,0.5164285714285715,mem,mixed,301
MSC02,0.53,mem,mixed,301
MSC03,0.4928571428571429,mem,mixed,301
MSC04,0.4835714285714285,mem,mixed,301
MSC05,0.5042857142857143,mem,mixed,301
MSC06,0.5042857142857142,mem,mixed,301
MSC07,0.5085714285714287,mem,mixed,301
MSC10,0.5021428571428571,mem,mixed,301
MSC01,0.4914285714285715,mem,motor,301
MSC02,0.49857142857142855,mem,motor,301
MSC03,0.505,mem,motor,301
MSC04,0.4828571428571428,mem,motor,301
MSC05,0.48142857142857143,mem,motor,301
MSC06,0.5,mem,motor,301
MSC07,0.49428571428571433,mem,motor,301
MSC10,0.5214285714285715,mem,motor,301
MSC01,0.4928571428571429,motor,mixed,301
MSC02,0.5057142857142857,motor,mixed,301
MSC03,0.5057142857142857,motor,mixed,301
MSC04,0.5064285714285715,motor,mixed,301
MSC05,0.5014285714285714,motor,mixed,301
MSC06,0.4964285714285714,motor,mixed,301
MSC07,0.4914285714285715,motor,mixed,301
MSC10,0.5157142857142857,motor,mixed,301
MSC01,0.47928571428571437,motor,mem,301
MSC02,0.4985714285714286,motor,mem,301
MSC03,0.46714285714285714,motor,mem,301
MSC04,0.49785714285714283,motor,mem,301
MSC05,0.515,motor,mem,301
MSC06,0.5035714285714286,motor,mem,301
MSC07,0.5,motor,mem,301
MSC10,0.4978571428571429,motor,mem,301
MSC01,0.48928571428571427,mixed,mem,302
MSC02,0.49071428571428566,mixed,mem,302
MSC03,0.5200000000000001,mixed,mem,302
MSC04,0.47928571428571437,mixed,mem,302
MSC05,0.5314285714285714,mixed,mem,302
MSC06,0.5214285714285715,mixed,mem,302
MSC07,0.5107142857142858,mixed,mem,302
MSC10,0.5064285714285715,mixed,mem,302
MSC01,0.5071428571428571,mixed,motor,302
MSC02,0.4914285714285715,mixed,motor,302
MSC03,0.4964285714285715,mixed,motor,302
MSC04,0.49571428571428566,mixed,motor,302
MSC05,0.49857142857142855,mixed,motor,302
MSC06,0.4692857142857143,mixed,motor,302
MSC07,0.505,mixed,motor,302
MSC10,0.5078571428571428,mixed,motor,302
MSC01,0.49214285714285716,mem,mixed,302
MSC02,0.5042857142857143,mem,mixed,302
MSC03,0.515,mem,mixed,302
MSC04,0.5028571428571429,mem,mixed,302
MSC05,0.495,mem,mixed,302
MSC06,0.48142857142857143,mem,mixed,302
MSC07,0.49571428571428583,mem,mixed,302
MSC10,0.5114285714285715,mem,mixed,302
MSC01,0.5157142857142858,mem,motor,302
MSC02,0.4942857142857142,mem,motor,302
MSC03,0.4778571428571428,mem,motor,302
MSC04,0.4957142857142857,mem,motor,302
MSC05,0.5071428571428571,mem,motor,302
MSC06,0.5085714285714286,mem,motor,302
MSC07,0.5214285714285715,mem,motor,302
MSC10,0.495,mem,motor,302
MSC01,0.5,motor,mixed,302
MSC02,0.49857142857142855,motor,mixed,302
MSC03,0.4942857142857142,motor,mixed,302
MSC04,0.5128571428571429,motor,mixed,302
MSC05,0.5214285714285715,motor,mixed,302
MSC06,0.495,motor,mixed,302
MSC07,0.5171428571428571,motor,mixed,302
MSC10,0.5078571428571428,motor,mixed,302
MSC01,0.5107142857142857,motor,mem,302
MSC02,0.46571428571428575,motor,mem,302
MSC03,0.5157142857142858,motor,mem,302
MSC04,0.495,motor,mem,302
MSC05,0.4971428571428572,motor,mem,302
MSC06,0.5107142857142858,motor,mem,302
MSC07,0.4914285714285714,motor,mem,302
MSC10,0.4907142857142857,motor,mem,302
MSC01,0.485,mixed,mem,303
MSC02,0.4878571428571428,mixed,mem,303
MSC03,0.5085714285714287,mixed,mem,303
MSC04,0.5114285714285715,mixed,mem,303
MSC05,0.495,mixed,mem,303
MSC06,0.49785714285714283,mixed,mem,303
MSC07,0.5428571428571429,mixed,mem,303
MSC10,0.5050000000000001,mixed,mem,303
MSC01,0.5157142857142857,mixed,motor,303
MSC02,0.5164285714285715,mixed,motor,303
MSC03,0.5228571428571429,mixed,motor,303
MSC04,0.4714285714285714,mixed,motor,303
MSC05,0.4585714285714286,mixed,motor,303
MSC06,0.4892857142857143,mixed,motor,303
MSC07,0.4985714285714286,mixed,motor,303
MSC10,0.5107142857142858,mixed,motor,303
MSC01,0.4835714285714286,mem,mixed,303
MSC02,0.49999999999999994,mem,mixed,303
MSC03,0.5121428571428571,mem,mixed,303
MSC04,0.49142857142857144,mem,mixed,303
MSC05,0.49714285714285716,mem,mixed,303
MSC06,0.53,mem,mixed,303
MSC07,0.5021428571428571,mem,mixed,303
MSC10,0.5250000000000001,mem,mixed,303
MSC01,0.48000000000000004,mem,motor,303
MSC02,0.4928571428571428,mem,motor,303
MSC03,0.48142857142857143,mem,motor,303
MSC04,0.5028571428571429,mem,motor,303
MSC05,0.5064285714285715,mem,motor,303
MSC06,0.4992857142857143,mem,motor,303
MSC07,0.49714285714285716,mem,motor,303
MSC10,0.515,mem,motor,303
MSC01,0.4885714285714286,motor,mixed,303
MSC02,0.5000000000000001,motor,mixed,303
MSC03,0.47428571428571425,motor,mixed,303
MSC04,0.52,motor,mixed,303
MSC05,0.5035714285714286,motor,mixed,303
MSC06,0.4992857142857143,motor,mixed,303
MSC07,0.4992857142857143,motor,mixed,303
MSC10,0.4992857142857143,motor,mixed,303
MSC01,0.5228571428571429,motor,mem,303
MSC02,0.5164285714285715,motor,mem,303
MSC03,0.4678571428571429,motor,mem,303
MSC04,0.5107142857142858,motor,mem,303
MSC05,0.5199999999999999,motor,mem,303
MSC06,0.5057142857142857,motor,mem,303
MSC07,0.505,motor,mem,303
MSC10,0.48214285714285715,motor,mem,303
MSC01,0.5057142857142857,mixed,mem,304
MSC02,0.5107142857142858,mixed,mem,304
MSC03,0.5335714285714285,mixed,mem,304
MSC04,0.48214285714285715,mixed,mem,304
MSC05,0.49285714285714294,mixed,mem,304
MSC06,0.49857142857142867,mixed,mem,304
MSC07,0.4735714285714286,mixed,mem,304
MSC10,0.48214285714285715,mixed,mem,304
MSC01,0.48857142857142855,mixed,motor,304
MSC02,0.4935714285714286,mixed,motor,304
MSC03,0.4814285714285714,mixed,motor,304
MSC04,0.5028571428571429,mixed,motor,304
MSC05,0.49785714285714294,mixed,motor,304
MSC06,0.51,mixed,motor,304
MSC07,0.5085714285714286,mixed,motor,304
MSC10,0.48071428571428576,mixed,motor,304
MSC01,0.4942857142857143,mem,mixed,304
MSC02,0.4978571428571429,mem,mixed,304
MSC03,0.4921428571428571,mem,mixed,304
MSC04,0.53,mem,mixed,304
MSC05,0.4878571428571429,mem,mixed,304
MSC06,0.4814285714285714,mem,mixed,304
MSC07,0.4971428571428572,mem,mixed,304
MSC10,0.4914285714285715,mem,mixed,304
MSC01,0.5421428571428571,mem,motor,304
MSC02,0.49571428571428583,mem,motor,304
MSC03,0.48571428571428565,mem,motor,304
MSC04,0.5242857142857142,mem,motor,304
MSC05,0.47714285714285715,mem,motor,304
MSC06,0.48857142857142855,mem,motor,304
MSC07,0.4828571428571428,mem,motor,304
MSC10,0.5057142857142857,mem,motor,304
MSC01,0.5107142857142858,motor,mixed,304
MSC02,0.5021428571428571,motor,mixed,304
MSC03,0.4957142857142857,motor,mixed,304
MSC04,0.5092857142857143,motor,mixed,304
MSC05,0.515,motor,mixed,304
MSC06,0.505,motor,mixed,304
MSC07,0.5285714285714286,motor,mixed,304
MSC10,0.5064285714285715,motor,mixed,304
MSC01,0.5028571428571429,motor,mem,304
MSC02,0.5078571428571429,motor,mem,304
MSC03,0.5035714285714287,motor,mem,304
MSC04,0.4828571428571428,motor,mem,304
MSC05,0.5021428571428571,motor,mem,304
MSC06,0.5014285714285714,motor,mem,304
MSC07,0.4992857142857142,motor,mem,304
MSC10,0.5178571428571429,motor,mem,304
MSC01,0.49000000000000005,mixed,mem,305
MSC02,0.4864285714285715,mixed,mem,305
MSC03,0.47214285714285714,mixed,mem,305
MSC04,0.4892857142857143,mixed,mem,305
MSC05,0.5178571428571429,mixed,mem,305
MSC06,0.5142857142857143,mixed,mem,305
MSC07,0.5021428571428571,mixed,mem,305
MSC10,0.5114285714285713,mixed,mem,305
MSC01,0.5078571428571428,mixed,motor,305
MSC02,0.4935714285714285,mixed,motor,305
MSC03,0.5178571428571429,mixed,motor,305
MSC04,0.4714285714285715,mixed,motor,305
MSC05,0.4707142857142857,mixed,motor,305
MSC06,0.46499999999999997,mixed,motor,305
MSC07,0.51,mixed,motor,305
MSC10,0.48214285714285715,mixed,motor,305
MSC01,0.4857142857142857,mem,mixed,305
MSC02,0.48500000000000004,mem,mixed,305
MSC03,0.49714285714285705,mem,mixed,305
MSC04,0.49500000000000005,mem,mixed,305
MSC05,0.4907142857142857,mem,mixed,305
MSC06,0.5014285714285716,mem,mixed,305
MSC07,0.5092857142857143,mem,mixed,305
MSC10,0.47857142857142865,mem,mixed,305
MSC01,0.49785714285714283,mem,motor,305
MSC02,0.49785714285714283,mem,motor,305
MSC03,0.49071428571428577,mem,motor,305
MSC04,0.4914285714285715,mem,motor,305
MSC05,0.48499999999999993,mem,motor,305
MSC06,0.47928571428571437,mem,motor,305
MSC07,0.495,mem,motor,305
MSC10,0.48714285714285716,mem,motor,305
MSC01,0.4864285714285715,motor,mixed,305
MSC02,0.5042857142857142,motor,mixed,305
MSC03,0.5114285714285715,motor,mixed,305
MSC04,0.5242857142857142,motor,mixed,305
MSC05,0.4978571428571429,motor,mixed,305
MSC06,0.512857142857143,motor,mixed,305
MSC07,0.47214285714285714,motor,mixed,305
MSC10,0.4985714285714286,motor,mixed,305
MSC01,0.49000000000000005,motor,mem,305
MSC02,0.4942857142857143,motor,mem,305
MSC03,0.48714285714285716,motor,mem,305
MSC04,0.4871428571428571,motor,mem,305
MSC05,0.51,motor,mem,305
MSC06,0.4971428571428572,motor,mem,305
MSC07,0.49500000000000005,motor,mem,305
MSC10,0.47500000000000003,motor,mem,305
MSC01,0.4992857142857143,mixed,mem,306
MSC02,0.5192857142857144,mixed,mem,306
MSC03,0.49214285714285716,mixed,mem,306
MSC04,0.52,mixed,mem,306
MSC05,0.5014285714285714,mixed,mem,306
MSC06,0.48857142857142855,mixed,mem,306
MSC07,0.4842857142857143,mixed,mem,306
MSC10,0.5042857142857143,mixed,mem,306
MSC01,0.4907142857142857,mixed,motor,306
MSC02,0.5078571428571429,mixed,motor,306
MSC03,0.4878571428571429,mixed,motor,306
MSC04,0.5078571428571429,mixed,motor,306
MSC05,0.4992857142857143,mixed,motor,306
MSC06,0.4764285714285714,mixed,motor,306
MSC07,0.5071428571428572,mixed,motor,306
MSC10,0.48571428571428565,mixed,motor,306
MSC01,0.5114285714285715,mem,mixed,306
MSC02,0.48428571428571426,mem,mixed,306
MSC03,0.5285714285714286,mem,mixed,306
MSC04,0.4935714285714286,mem,mixed,306
MSC05,0.4971428571428572,mem,mixed,306
MSC06,0.5000000000000001,mem,mixed,306
MSC07,0.49714285714285716,mem,mixed,306
MSC10,0.4978571428571428,mem,mixed,306
MSC01,0.5014285714285714,mem,motor,306
MSC02,0.4842857142857143,mem,motor,306
MSC03,0.5028571428571428,mem,motor,306
MSC04,0.5235714285714286,mem,motor,306
MSC05,0.5021428571428571,mem,motor,306
MSC06,0.4942857142857143,mem,motor,306
MSC07,0.5157142857142858,mem,motor,306
MSC10,0.5142857142857143,mem,motor,306
MSC01,0.5078571428571429,motor,mixed,306
MSC02,0.5028571428571429,motor,mixed,306
MSC03,0.4814285714285714,motor,mixed,306
MSC04,0.49499999999999994,motor,mixed,306
MSC05,0.5057142857142857,motor,mixed,306
MSC06,0.4857142857142857,motor,mixed,306
MSC07,0.5207142857142857,motor,mixed,306
MSC10,0.515,motor,mixed,306
MSC01,0.4857142857142857,motor,mem,306
MSC02,0.5021428571428571,motor,mem,306
MSC03,0.485,motor,mem,306
MSC04,0.4985714285714286,motor,mem,306
MSC05,0.5021428571428572,motor,mem,306
MSC06,0.485,motor,mem,306
MSC07,0.48785714285714293,motor,mem,306
MSC10,0.48214285714285715,motor,mem,306
MSC01,0.5049999999999999,mixed,mem,307
MSC02,0.5014285714285714,mixed,mem,307
MSC03,0.525,mixed,mem,307
MSC04,0.5085714285714286,mixed,mem,307
MSC05,0.5171428571428571,mixed,mem,307
MSC06,0.5078571428571428,mixed,mem,307
MSC07,0.47500000000000003,mixed,mem,307
MSC10,0.5014285714285714,mixed,mem,307
MSC01,0.47357142857142864,mixed,motor,307
MSC02,0.5185714285714286,mixed,motor,307
MSC03,0.5121428571428571,mixed,motor,307
MSC04,0.4821428571428572,mixed,motor,307
MSC05,0.5064285714285715,mixed,motor,307
MSC06,0.4764285714285714,mixed,motor,307
MSC07,0.48500000000000004,mixed,motor,307
MSC10,0.5335714285714286,mixed,motor,307
MSC01,0.49642857142857144,mem,mixed,307
MSC02,0.49214285714285705,mem,mixed,307
MSC03,0.5028571428571429,mem,mixed,307
MSC04,0.507142857142857,mem,mixed,307
MSC05,0.48714285714285716,mem,mixed,307
MSC06,0.5221428571428571,mem,mixed,307
MSC07,0.4764285714285714,mem,mixed,307
MSC10,0.5021428571428571,mem,mixed,307
MSC01,0.5071428571428571,mem,motor,307
MSC02,0.4921428571428571,mem,motor,307
MSC03,0.4935714285714286,mem,motor,307
MSC04,0.53,mem,motor,307
MSC05,0.5035714285714287,mem,motor,307
MSC06,0.48000000000000004,mem,motor,307
MSC07,0.5042857142857142,mem,motor,307
MSC10,0.49571428571428583,mem,motor,307
MSC01,0.4992857142857144,motor,mixed,307
MSC02,0.5071428571428571,motor,mixed,307
MSC03,0.47928571428571426,motor,mixed,307
MSC04,0.5121428571428571,motor,mixed,307
MSC05,0.5114285714285715,motor,mixed,307
MSC06,0.48571428571428577,motor,mixed,307
MSC07,0.5085714285714287,motor,mixed,307
MSC10,0.4907142857142857,motor,mixed,307
MSC01,0.48500000000000004,motor,mem,307
MSC02,0.4928571428571429,motor,mem,307
MSC03,0.4821428571428572,motor,mem,307
MSC04,0.4714285714285714,motor,mem,307
MSC05,0.48571428571428577,motor,mem,307
MSC06,0.5142857142857143,motor,mem,307
MSC07,0.5092857142857142,motor,mem,307
MSC10,0.5107142857142858,motor,mem,307
MSC01,0.5085714285714286,mixed,mem,308
MSC02,0.4857142857142858,mixed,mem,308
MSC03,0.5164285714285715,mixed,mem,308
MSC04,0.48999999999999994,mixed,mem,308
MSC05,0.49714285714285716,mixed,mem,308
MSC06,0.5021428571428572,mixed,mem,308
MSC07,0.5142857142857143,mixed,mem,308
MSC10,0.47500000000000003,mixed,mem,308
MSC01,0.51,mixed,motor,308
MSC02,0.5014285714285714,mixed,motor,308
MSC03,0.5128571428571428,mixed,motor,308
MSC04,0.5014285714285714,mixed,motor,308
MSC05,0.4878571428571428,mixed,motor,308
MSC06,0.5192857142857142,mixed,motor,308
MSC07,0.5021428571428571,mixed,motor,308
MSC10,0.5207142857142858,mixed,motor,308
MSC01,0.5171428571428571,mem,mixed,308
MSC02,0.47928571428571426,mem,mixed,308
MSC03,0.5114285714285715,mem,mixed,308
MSC04,0.505,mem,mixed,308
MSC05,0.5028571428571429,mem,mixed,308
MSC06,0.4928571428571429,mem,mixed,308
MSC07,0.5035714285714286,mem,mixed,308
MSC10,0.5107142857142857,mem,mixed,308
MSC01,0.5185714285714286,mem,motor,308
MSC02,0.4621428571428572,mem,motor,308
MSC03,0.48142857142857143,mem,motor,308
MSC04,0.48142857142857143,mem,motor,308
MSC05,0.5228571428571429,mem,motor,308
MSC06,0.47857142857142854,mem,motor,308
MSC07,0.5135714285714286,mem,motor,308
MSC10,0.5321428571428571,mem,motor,308
MSC01,0.5100000000000001,motor,mixed,308
MSC02,0.525,motor,mixed,308
MSC03,0.5014285714285713,motor,mixed,308
MSC04,0.5085714285714286,motor,mixed,308
MSC05,0.5071428571428571,motor,mixed,308
MSC06,0.5028571428571429,motor,mixed,308
MSC07,0.5028571428571429,motor,mixed,308
MSC10,0.5,motor,mixed,308
MSC01,0.4928571428571428,motor,mem,308
MSC02,0.5207142857142857,motor,mem,308
MSC03,0.47428571428571425,motor,mem,308
MSC04,0.5042857142857142,motor,mem,308
MSC05,0.5121428571428571,motor,mem,308
MSC06,0.5085714285714287,motor,mem,308
MSC07,0.515,motor,mem,308
MSC10,0.49999999999999994,motor,mem,308
MSC01,0.4907142857142858,mixed,mem,309
MSC02,0.49071428571428577,mixed,mem,309
MSC03,0.48071428571428576,mixed,mem,309
MSC04,0.49714285714285705,mixed,mem,309
MSC05,0.5078571428571429,mixed,mem,309
MSC06,0.5035714285714287,mixed,mem,309
MSC07,0.5128571428571429,mixed,mem,309
MSC10,0.4992857142857143,mixed,mem,309
MSC01,0.4935714285714285,mixed,motor,309
MSC02,0.5021428571428571,mixed,motor,309
MSC03,0.5107142857142858,mixed,motor,309
MSC04,0.5042857142857143,mixed,motor,309
MSC05,0.5235714285714286,mixed,motor,309
MSC06,0.48857142857142855,mixed,motor,309
MSC07,0.5121428571428571,mixed,motor,309
MSC10,0.4942857142857143,mixed,motor,309
MSC01,0.4978571428571429,mem,mixed,309
MSC02,0.5,mem,mixed,309
MSC03,0.4864285714285715,mem,mixed,309
MSC04,0.47357142857142864,mem,mixed,309
MSC05,0.5014285714285714,mem,mixed,309
MSC06,0.5114285714285715,mem,mixed,309
MSC07,0.4964285714285715,mem,mixed,309
MSC10,0.4842857142857143,mem,mixed,309
MSC01,0.5478571428571428,mem,motor,309
MSC02,0.49071428571428566,mem,motor,309
MSC03,0.48357142857142854,mem,motor,309
MSC04,0.5071428571428572,mem,motor,309
MSC05,0.4714285714285714,mem,motor,309
MSC06,0.5035714285714287,mem,motor,309
MSC07,0.5085714285714286,mem,motor,309
MSC10,0.5142857142857143,mem,motor,309
MSC01,0.505,motor,mixed,309
MSC02,0.4892857142857143,motor,mixed,309
MSC03,0.5128571428571429,motor,mixed,309
MSC04,0.5171428571428571,motor,mixed,309
MSC05,0.5157142857142858,motor,mixed,309
MSC06,0.5028571428571429,motor,mixed,309
MSC07,0.4935714285714286,motor,mixed,309
MSC10,0.5064285714285715,motor,mixed,309
MSC01,0.5364285714285714,motor,mem,309
MSC02,0.4864285714285715,motor,mem,309
MSC03,0.4992857142857142,motor,mem,309
MSC04,0.4985714285714286,motor,mem,309
MSC05,0.5192857142857144,motor,mem,309
MSC06,0.525,motor,mem,309
MSC07,0.49000000000000005,motor,mem,309
MSC10,0.5157142857142857,motor,mem,309
MSC01,0.4942857142857143,mixed,mem,310
MSC02,0.47214285714285714,mixed,mem,310
MSC03,0.5007142857142857,mixed,mem,310
MSC04,0.4992857142857143,mixed,mem,310
MSC05,0.5071428571428571,mixed,mem,310
MSC06,0.5107142857142858,mixed,mem,310
MSC07,0.5085714285714286,mixed,mem,310
MSC10,0.47142857142857136,mixed,mem,310
MSC01,0.5157142857142857,mixed,motor,310
MSC02,0.5321428571428571,mixed,motor,310
MSC03,0.5064285714285715,mixed,motor,310
MSC04,0.5157142857142858,mixed,motor,310
MSC05,0.5085714285714287,mixed,motor,310
MSC06,0.5085714285714286,mixed,motor,310
MSC07,0.5007142857142858,mixed,motor,310
MSC10,0.46642857142857147,mixed,motor,310
MSC01,0.5107142857142856,mem,mixed,310
MSC02,0.505,mem,mixed,310
MSC03,0.51,mem,mixed,310
MSC04,0.5171428571428571,mem,mixed,310
MSC05,0.5071428571428571,mem,mixed,310
MSC06,0.4885714285714286,mem,mixed,310
MSC07,0.49214285714285716,mem,mixed,310
MSC10,0.48428571428571426,mem,mixed,310
MSC01,0.4842857142857143,mem,motor,310
MSC02,0.5185714285714286,mem,motor,310
MSC03,0.48928571428571427,mem,motor,310
MSC04,0.4900000000000001,mem,motor,310
MSC05,0.5057142857142857,mem,motor,310
MSC06,0.48,mem,motor,310
MSC07,0.5228571428571429,mem,motor,310
MSC10,0.4914285714285714,mem,motor,310
MSC01,0.49642857142857144,motor,mixed,310
MSC02,0.49000000000000005,motor,mixed,310
MSC03,0.5057142857142857,motor,mixed,310
MSC04,0.4957142857142857,motor,mixed,310
MSC05,0.48357142857142865,motor,mixed,310
MSC06,0.4842857142857144,motor,mixed,310
MSC07,0.5107142857142857,motor,mixed,310
MSC10,0.5192857142857144,motor,mixed,310
MSC01,0.4942857142857142,motor,mem,310
