sub,acc,train_task,test_task,iteration
MSC07,0.5028571428571429,motor,mixed,560
MSC10,0.49285714285714294,motor,mixed,560
MSC01,0.5085714285714286,motor,mem,560
MSC02,0.5028571428571429,motor,mem,560
MSC03,0.48428571428571426,motor,mem,560
MSC04,0.5099999999999999,motor,mem,560
MSC05,0.5285714285714286,motor,mem,560
MSC06,0.5121428571428572,motor,mem,560
MSC07,0.5021428571428571,motor,mem,560
MSC10,0.49428571428571433,motor,mem,560
MSC01,0.5292857142857142,mixed,mem,561
MSC02,0.49071428571428577,mixed,mem,561
MSC03,0.5000000000000001,mixed,mem,561
MSC04,0.48142857142857143,mixed,mem,561
MSC05,0.51,mixed,mem,561
MSC06,0.505,mixed,mem,561
MSC07,0.5142857142857143,mixed,mem,561
MSC10,0.475,mixed,mem,561
MSC01,0.48071428571428576,mixed,motor,561
MSC02,0.5149999999999999,mixed,motor,561
MSC03,0.4978571428571429,mixed,motor,561
MSC04,0.5235714285714286,mixed,motor,561
MSC05,0.51,mixed,motor,561
MSC06,0.5214285714285715,mixed,motor,561
MSC07,0.4942857142857142,mixed,motor,561
MSC10,0.5107142857142857,mixed,motor,561
MSC01,0.5228571428571429,mem,mixed,561
MSC02,0.48714285714285716,mem,mixed,561
MSC03,0.47785714285714287,mem,mixed,561
MSC04,0.5092857142857143,mem,mixed,561
MSC05,0.5157142857142858,mem,mixed,561
MSC06,0.5178571428571429,mem,mixed,561
MSC07,0.5185714285714286,mem,mixed,561
MSC10,0.5,mem,mixed,561
MSC01,0.5057142857142858,mem,motor,561
MSC02,0.48857142857142855,mem,motor,561
MSC03,0.5092857142857142,mem,motor,561
MSC04,0.49571428571428566,mem,motor,561
MSC05,0.4564285714285714,mem,motor,561
MSC06,0.5092857142857142,mem,motor,561
MSC07,0.5021428571428571,mem,motor,561
MSC10,0.5021428571428571,mem,motor,561
MSC01,0.5092857142857142,motor,mixed,561
MSC02,0.4878571428571428,motor,mixed,561
MSC03,0.47571428571428565,motor,mixed,561
MSC04,0.5014285714285714,motor,mixed,561
MSC05,0.4864285714285715,motor,mixed,561
MSC06,0.5064285714285715,motor,mixed,561
MSC07,0.5092857142857143,motor,mixed,561
MSC10,0.4892857142857143,motor,mixed,561
MSC01,0.48714285714285716,motor,mem,561
MSC02,0.5178571428571429,motor,mem,561
MSC03,0.48000000000000004,motor,mem,561
MSC04,0.5007142857142857,motor,mem,561
MSC05,0.4914285714285715,motor,mem,561
MSC06,0.5035714285714286,motor,mem,561
MSC07,0.495,motor,mem,561
MSC10,0.4992857142857143,motor,mem,561
MSC01,0.4964285714285714,mixed,mem,562
MSC02,0.527142857142857,mixed,mem,562
MSC03,0.5092857142857142,mixed,mem,562
MSC04,0.5035714285714286,mixed,mem,562
MSC05,0.4757142857142856,mixed,mem,562
MSC06,0.4892857142857143,mixed,mem,562
MSC07,0.4971428571428572,mixed,mem,562
MSC10,0.5149999999999999,mixed,mem,562
MSC01,0.485,mixed,motor,562
MSC02,0.49857142857142855,mixed,motor,562
MSC03,0.5142857142857142,mixed,motor,562
MSC04,0.47000000000000003,mixed,motor,562
MSC05,0.4714285714285715,mixed,motor,562
MSC06,0.49000000000000005,mixed,motor,562
MSC07,0.48928571428571427,mixed,motor,562
MSC10,0.48142857142857143,mixed,motor,562
MSC01,0.5121428571428571,mem,mixed,562
MSC02,0.5342857142857144,mem,mixed,562
MSC03,0.5014285714285714,mem,mixed,562
MSC04,0.4757142857142857,mem,mixed,562
MSC05,0.48714285714285716,mem,mixed,562
MSC06,0.5128571428571428,mem,mixed,562
MSC07,0.48071428571428576,mem,mixed,562
MSC10,0.5214285714285714,mem,mixed,562
MSC01,0.49000000000000005,mem,motor,562
MSC02,0.4928571428571429,mem,motor,562
MSC03,0.5085714285714287,mem,motor,562
MSC04,0.49642857142857144,mem,motor,562
MSC05,0.495,mem,motor,562
MSC06,0.5085714285714287,mem,motor,562
MSC07,0.48785714285714293,mem,motor,562
MSC10,0.4914285714285715,mem,motor,562
MSC01,0.5085714285714286,motor,mixed,562
MSC02,0.5107142857142858,motor,mixed,562
MSC03,0.48357142857142854,motor,mixed,562
MSC04,0.5092857142857142,motor,mixed,562
MSC05,0.5057142857142857,motor,mixed,562
MSC06,0.5064285714285715,motor,mixed,562
MSC07,0.49714285714285705,motor,mixed,562
MSC10,0.5228571428571428,motor,mixed,562
MSC01,0.5192857142857144,motor,mem,562
MSC02,0.5064285714285715,motor,mem,562
MSC03,0.5028571428571428,motor,mem,562
MSC04,0.4821428571428571,motor,mem,562
MSC05,0.5014285714285714,motor,mem,562
MSC06,0.5057142857142858,motor,mem,562
MSC07,0.4978571428571429,motor,mem,562
MSC10,0.4892857142857143,motor,mem,562
MSC01,0.5178571428571429,mixed,mem,563
MSC02,0.5042857142857143,mixed,mem,563
MSC03,0.47285714285714286,mixed,mem,563
MSC04,0.49642857142857144,mixed,mem,563
MSC05,0.49714285714285705,mixed,mem,563
MSC06,0.495,mixed,mem,563
MSC07,0.5092857142857142,mixed,mem,563
MSC10,0.51,mixed,mem,563
MSC01,0.5264285714285714,mixed,motor,563
MSC02,0.515,mixed,motor,563
MSC03,0.47857142857142854,mixed,motor,563
MSC04,0.495,mixed,motor,563
MSC05,0.4964285714285714,mixed,motor,563
MSC06,0.49571428571428583,mixed,motor,563
MSC07,0.4900000000000001,mixed,motor,563
MSC10,0.49785714285714283,mixed,motor,563
MSC01,0.5021428571428571,mem,mixed,563
MSC02,0.48857142857142855,mem,mixed,563
MSC03,0.5085714285714286,mem,mixed,563
MSC04,0.47071428571428575,mem,mixed,563
MSC05,0.51,mem,mixed,563
MSC06,0.5021428571428571,mem,mixed,563
MSC07,0.4935714285714285,mem,mixed,563
MSC10,0.5107142857142858,mem,mixed,563
MSC01,0.5128571428571428,mem,motor,563
MSC02,0.51,mem,motor,563
MSC03,0.48857142857142855,mem,motor,563
MSC04,0.51,mem,motor,563
MSC05,0.49142857142857144,mem,motor,563
MSC06,0.5064285714285715,mem,motor,563
MSC07,0.5092857142857143,mem,motor,563
MSC10,0.5014285714285716,mem,motor,563
MSC01,0.5192857142857144,motor,mixed,563
MSC02,0.485,motor,mixed,563
MSC03,0.47500000000000003,motor,mixed,563
MSC04,0.5057142857142858,motor,mixed,563
MSC05,0.48500000000000004,motor,mixed,563
MSC06,0.4764285714285714,motor,mixed,563
MSC07,0.4828571428571428,motor,mixed,563
MSC10,0.5364285714285715,motor,mixed,563
MSC01,0.48285714285714293,motor,mem,563
MSC02,0.4835714285714286,motor,mem,563
MSC03,0.4907142857142857,motor,mem,563
MSC04,0.48428571428571426,motor,mem,563
MSC05,0.4935714285714286,motor,mem,563
MSC06,0.5042857142857142,motor,mem,563
MSC07,0.5035714285714287,motor,mem,563
MSC10,0.5107142857142858,motor,mem,563
MSC01,0.4942857142857143,mixed,mem,564
MSC02,0.5085714285714286,mixed,mem,564
MSC03,0.48928571428571427,mixed,mem,564
MSC04,0.5021428571428571,mixed,mem,564
MSC05,0.4878571428571428,mixed,mem,564
MSC06,0.4771428571428572,mixed,mem,564
MSC07,0.5014285714285714,mixed,mem,564
MSC10,0.4735714285714286,mixed,mem,564
MSC01,0.5085714285714287,mixed,motor,564
MSC02,0.5028571428571429,mixed,motor,564
MSC03,0.5135714285714286,mixed,motor,564
MSC04,0.48428571428571426,mixed,motor,564
MSC05,0.5107142857142857,mixed,motor,564
MSC06,0.5292857142857142,mixed,motor,564
MSC07,0.48785714285714293,mixed,motor,564
MSC10,0.4964285714285715,mixed,motor,564
MSC01,0.5185714285714286,mem,mixed,564
MSC02,0.4892857142857143,mem,mixed,564
MSC03,0.4692857142857143,mem,mixed,564
MSC04,0.4971428571428572,mem,mixed,564
MSC05,0.5142857142857143,mem,mixed,564
MSC06,0.4935714285714286,mem,mixed,564
MSC07,0.5071428571428571,mem,mixed,564
MSC10,0.47571428571428565,mem,mixed,564
MSC01,0.5021428571428571,mem,motor,564
MSC02,0.49500000000000005,mem,motor,564
MSC03,0.4957142857142857,mem,motor,564
MSC04,0.5078571428571428,mem,motor,564
MSC05,0.4864285714285715,mem,motor,564
MSC06,0.4821428571428572,mem,motor,564
MSC07,0.48714285714285716,mem,motor,564
MSC10,0.4892857142857144,mem,motor,564
MSC01,0.5057142857142857,motor,mixed,564
MSC02,0.48357142857142854,motor,mixed,564
MSC03,0.5292857142857142,motor,mixed,564
MSC04,0.5057142857142858,motor,mixed,564
MSC05,0.49214285714285716,motor,mixed,564
MSC06,0.5171428571428572,motor,mixed,564
MSC07,0.5235714285714286,motor,mixed,564
MSC10,0.515,motor,mixed,564
MSC01,0.4928571428571428,motor,mem,564
MSC02,0.5007142857142857,motor,mem,564
MSC03,0.46785714285714286,motor,mem,564
MSC04,0.48071428571428576,motor,mem,564
MSC05,0.4957142857142857,motor,mem,564
MSC06,0.49642857142857144,motor,mem,564
MSC07,0.4978571428571429,motor,mem,564
MSC10,0.5,motor,mem,564
MSC01,0.5,mixed,mem,565
MSC02,0.4950000000000001,mixed,mem,565
MSC03,0.5107142857142856,mixed,mem,565
MSC04,0.5171428571428571,mixed,mem,565
MSC05,0.5307142857142857,mixed,mem,565
MSC06,0.5028571428571429,mixed,mem,565
MSC07,0.5014285714285714,mixed,mem,565
MSC10,0.49285714285714277,mixed,mem,565
MSC01,0.4978571428571429,mixed,motor,565
MSC02,0.4957142857142857,mixed,motor,565
MSC03,0.4942857142857143,mixed,motor,565
MSC04,0.49714285714285705,mixed,motor,565
MSC05,0.5057142857142857,mixed,motor,565
MSC06,0.5057142857142858,mixed,motor,565
MSC07,0.4928571428571428,mixed,motor,565
MSC10,0.4992857142857143,mixed,motor,565
MSC01,0.48857142857142855,mem,mixed,565
MSC02,0.5157142857142857,mem,mixed,565
MSC03,0.5164285714285715,mem,mixed,565
MSC04,0.4935714285714286,mem,mixed,565
MSC05,0.49571428571428566,mem,mixed,565
MSC06,0.5064285714285715,mem,mixed,565
MSC07,0.495,mem,mixed,565
MSC10,0.5042857142857142,mem,mixed,565
MSC01,0.5071428571428571,mem,motor,565
MSC02,0.4778571428571429,mem,motor,565
MSC03,0.49142857142857144,mem,motor,565
MSC04,0.5157142857142857,mem,motor,565
MSC05,0.4992857142857143,mem,motor,565
MSC06,0.4964285714285715,mem,motor,565
MSC07,0.5071428571428572,mem,motor,565
MSC10,0.5242857142857144,mem,motor,565
MSC01,0.4935714285714286,motor,mixed,565
MSC02,0.5092857142857142,motor,mixed,565
MSC03,0.5135714285714286,motor,mixed,565
MSC04,0.5,motor,mixed,565
MSC05,0.5107142857142857,motor,mixed,565
MSC06,0.4900000000000001,motor,mixed,565
MSC07,0.4992857142857143,motor,mixed,565
MSC10,0.5064285714285715,motor,mixed,565
MSC01,0.5114285714285715,motor,mem,565
MSC02,0.4942857142857143,motor,mem,565
MSC03,0.48142857142857143,motor,mem,565
MSC04,0.47928571428571437,motor,mem,565
MSC05,0.4985714285714286,motor,mem,565
MSC06,0.5142857142857142,motor,mem,565
MSC07,0.5057142857142857,motor,mem,565
MSC10,0.5135714285714286,motor,mem,565
MSC01,0.4707142857142857,mixed,mem,566
MSC02,0.5307142857142857,mixed,mem,566
MSC03,0.48214285714285715,mixed,mem,566
MSC04,0.4742857142857143,mixed,mem,566
MSC05,0.4942857142857143,mixed,mem,566
MSC06,0.5035714285714286,mixed,mem,566
MSC07,0.4864285714285715,mixed,mem,566
MSC10,0.4942857142857143,mixed,mem,566
MSC01,0.5142857142857143,mixed,motor,566
MSC02,0.4857142857142857,mixed,motor,566
MSC03,0.49214285714285716,mixed,motor,566
MSC04,0.5285714285714286,mixed,motor,566
MSC05,0.4992857142857144,mixed,motor,566
MSC06,0.5121428571428571,mixed,motor,566
MSC07,0.5228571428571429,mixed,motor,566
MSC10,0.5085714285714286,mixed,motor,566
MSC01,0.5092857142857143,mem,mixed,566
MSC02,0.49785714285714283,mem,mixed,566
MSC03,0.4835714285714286,mem,mixed,566
MSC04,0.47928571428571437,mem,mixed,566
MSC05,0.4814285714285715,mem,mixed,566
MSC06,0.53,mem,mixed,566
MSC07,0.4842857142857143,mem,mixed,566
MSC10,0.5007142857142857,mem,mixed,566
MSC01,0.48357142857142854,mem,motor,566
MSC02,0.5107142857142858,mem,motor,566
MSC03,0.5149999999999999,mem,motor,566
MSC04,0.52,mem,motor,566
MSC05,0.5085714285714287,mem,motor,566
MSC06,0.5071428571428571,mem,motor,566
MSC07,0.49642857142857144,mem,motor,566
MSC10,0.49500000000000005,mem,motor,566
MSC01,0.5264285714285715,motor,mixed,566
MSC02,0.5057142857142857,motor,mixed,566
MSC03,0.5157142857142857,motor,mixed,566
MSC04,0.5000000000000001,motor,mixed,566
MSC05,0.5028571428571429,motor,mixed,566
MSC06,0.5007142857142857,motor,mixed,566
MSC07,0.4864285714285715,motor,mixed,566
MSC10,0.5178571428571429,motor,mixed,566
MSC01,0.49500000000000005,motor,mem,566
MSC02,0.48714285714285716,motor,mem,566
MSC03,0.5614285714285715,motor,mem,566
MSC04,0.48571428571428577,motor,mem,566
MSC05,0.49857142857142855,motor,mem,566
MSC06,0.5114285714285715,motor,mem,566
MSC07,0.5028571428571429,motor,mem,566
MSC10,0.49714285714285716,motor,mem,566
MSC01,0.5035714285714286,mixed,mem,567
MSC02,0.5042857142857143,mixed,mem,567
MSC03,0.49785714285714283,mixed,mem,567
MSC04,0.4957142857142857,mixed,mem,567
MSC05,0.48928571428571427,mixed,mem,567
MSC06,0.5028571428571429,mixed,mem,567
MSC07,0.5085714285714287,mixed,mem,567
MSC10,0.4764285714285714,mixed,mem,567
MSC01,0.5042857142857142,mixed,motor,567
MSC02,0.47857142857142854,mixed,motor,567
MSC03,0.49571428571428566,mixed,motor,567
MSC04,0.4942857142857143,mixed,motor,567
MSC05,0.5021428571428571,mixed,motor,567
MSC06,0.5485714285714286,mixed,motor,567
MSC07,0.48142857142857143,mixed,motor,567
MSC10,0.5078571428571429,mixed,motor,567
MSC01,0.515,mem,mixed,567
MSC02,0.4842857142857144,mem,mixed,567
MSC03,0.5092857142857142,mem,mixed,567
MSC04,0.51,mem,mixed,567
MSC05,0.5285714285714287,mem,mixed,567
MSC06,0.5207142857142857,mem,mixed,567
MSC07,0.5242857142857144,mem,mixed,567
MSC10,0.4864285714285714,mem,mixed,567
MSC01,0.4692857142857143,mem,motor,567
MSC02,0.5335714285714286,mem,motor,567
MSC03,0.5192857142857144,mem,motor,567
MSC04,0.5042857142857142,mem,motor,567
MSC05,0.5128571428571429,mem,motor,567
MSC06,0.4985714285714286,mem,motor,567
MSC07,0.4978571428571429,mem,motor,567
MSC10,0.48142857142857143,mem,motor,567
MSC01,0.527142857142857,motor,mixed,567
MSC02,0.49714285714285716,motor,mixed,567
MSC03,0.48714285714285716,motor,mixed,567
MSC04,0.49714285714285716,motor,mixed,567
MSC05,0.5021428571428572,motor,mixed,567
MSC06,0.4835714285714286,motor,mixed,567
MSC07,0.49571428571428566,motor,mixed,567
MSC10,0.5057142857142857,motor,mixed,567
MSC01,0.5028571428571428,motor,mem,567
MSC02,0.4942857142857143,motor,mem,567
MSC03,0.5178571428571429,motor,mem,567
MSC04,0.4878571428571429,motor,mem,567
MSC05,0.5107142857142858,motor,mem,567
MSC06,0.48357142857142854,motor,mem,567
MSC07,0.5014285714285714,motor,mem,567
MSC10,0.48357142857142865,motor,mem,567
MSC01,0.5,mixed,mem,568
MSC02,0.515,mixed,mem,568
MSC03,0.4907142857142857,mixed,mem,568
MSC04,0.49214285714285716,mixed,mem,568
MSC05,0.4978571428571429,mixed,mem,568
MSC06,0.47071428571428575,mixed,mem,568
MSC07,0.4785714285714286,mixed,mem,568
MSC10,0.5071428571428571,mixed,mem,568
MSC01,0.4921428571428571,mixed,motor,568
MSC02,0.5000000000000001,mixed,motor,568
MSC03,0.49428571428571433,mixed,motor,568
MSC04,0.5042857142857143,mixed,motor,568
MSC05,0.4757142857142857,mixed,motor,568
MSC06,0.5242857142857142,mixed,motor,568
MSC07,0.495,mixed,motor,568
MSC10,0.4878571428571429,mixed,motor,568
MSC01,0.49571428571428566,mem,mixed,568
MSC02,0.507142857142857,mem,mixed,568
MSC03,0.5007142857142858,mem,mixed,568
MSC04,0.5042857142857143,mem,mixed,568
MSC05,0.46214285714285713,mem,mixed,568
MSC06,0.515,mem,mixed,568
MSC07,0.5242857142857142,mem,mixed,568
MSC10,0.4885714285714287,mem,mixed,568
MSC01,0.5192857142857142,mem,motor,568
MSC02,0.48928571428571427,mem,motor,568
MSC03,0.4907142857142857,mem,motor,568
MSC04,0.5385714285714286,mem,motor,568
MSC05,0.4928571428571428,mem,motor,568
MSC06,0.49142857142857144,mem,motor,568
MSC07,0.5207142857142858,mem,motor,568
MSC10,0.5142857142857143,mem,motor,568
MSC01,0.4814285714285714,motor,mixed,568
MSC02,0.4978571428571429,motor,mixed,568
MSC03,0.4992857142857143,motor,mixed,568
MSC04,0.505,motor,mixed,568
MSC05,0.4885714285714286,motor,mixed,568
MSC06,0.4992857142857143,motor,mixed,568
MSC07,0.5107142857142858,motor,mixed,568
MSC10,0.5042857142857142,motor,mixed,568
MSC01,0.4864285714285715,motor,mem,568
MSC02,0.5128571428571429,motor,mem,568
MSC03,0.5,motor,mem,568
MSC04,0.49000000000000005,motor,mem,568
MSC05,0.5142857142857143,motor,mem,568
MSC06,0.49714285714285716,motor,mem,568
MSC07,0.5042857142857142,motor,mem,568
MSC10,0.47857142857142854,motor,mem,568
MSC01,0.4957142857142857,mixed,mem,569
MSC02,0.4828571428571428,mixed,mem,569
MSC03,0.5078571428571429,mixed,mem,569
MSC04,0.47857142857142865,mixed,mem,569
MSC05,0.5064285714285715,mixed,mem,569
MSC06,0.49214285714285716,mixed,mem,569
MSC07,0.4935714285714286,mixed,mem,569
MSC10,0.4921428571428571,mixed,mem,569
MSC01,0.5442857142857143,mixed,motor,569
MSC02,0.49714285714285705,mixed,motor,569
MSC03,0.5007142857142857,mixed,motor,569
MSC04,0.49071428571428566,mixed,motor,569
MSC05,0.47714285714285726,mixed,motor,569
MSC06,0.51,mixed,motor,569
MSC07,0.4878571428571429,mixed,motor,569
MSC10,0.4585714285714286,mixed,motor,569
MSC01,0.5021428571428571,mem,mixed,569
MSC02,0.4864285714285715,mem,mixed,569
MSC03,0.49214285714285716,mem,mixed,569
MSC04,0.5135714285714286,mem,mixed,569
MSC05,0.4807142857142857,mem,mixed,569
MSC06,0.4964285714285715,mem,mixed,569
MSC07,0.5135714285714287,mem,mixed,569
MSC10,0.48214285714285715,mem,mixed,569
MSC01,0.5057142857142857,mem,motor,569
MSC02,0.46142857142857135,mem,motor,569
MSC03,0.5228571428571429,mem,motor,569
MSC04,0.4942857142857143,mem,motor,569
MSC05,0.4978571428571429,mem,motor,569
MSC06,0.4964285714285714,mem,motor,569
MSC07,0.5007142857142857,mem,motor,569
MSC10,0.5185714285714286,mem,motor,569
MSC01,0.5235714285714287,motor,mixed,569
MSC02,0.5164285714285715,motor,mixed,569
MSC03,0.46714285714285714,motor,mixed,569
MSC04,0.5192857142857144,motor,mixed,569
MSC05,0.5207142857142858,motor,mixed,569
MSC06,0.5107142857142858,motor,mixed,569
MSC07,0.49000000000000005,motor,mixed,569
MSC10,0.4814285714285714,motor,mixed,569
MSC01,0.4935714285714286,motor,mem,569
MSC02,0.47571428571428565,motor,mem,569
MSC03,0.5114285714285713,motor,mem,569
MSC04,0.5157142857142858,motor,mem,569
MSC05,0.49500000000000005,motor,mem,569
MSC06,0.49785714285714294,motor,mem,569
MSC07,0.505,motor,mem,569
MSC10,0.4921428571428571,motor,mem,569
MSC01,0.49214285714285716,mixed,mem,570
MSC02,0.4907142857142857,mixed,mem,570
MSC03,0.5278571428571429,mixed,mem,570
MSC04,0.5135714285714286,mixed,mem,570
MSC05,0.4957142857142857,mixed,mem,570
MSC06,0.4971428571428572,mixed,mem,570
MSC07,0.5178571428571429,mixed,mem,570
MSC10,0.5214285714285715,mixed,mem,570
MSC01,0.49000000000000005,mixed,motor,570
MSC02,0.5278571428571429,mixed,motor,570
MSC03,0.4828571428571428,mixed,motor,570
MSC04,0.5071428571428571,mixed,motor,570
MSC05,0.4764285714285714,mixed,motor,570
MSC06,0.5207142857142858,mixed,motor,570
MSC07,0.5164285714285713,mixed,motor,570
MSC10,0.487857142857143,mixed,motor,570
MSC01,0.49857142857142855,mem,mixed,570
MSC02,0.4742857142857143,mem,mixed,570
MSC03,0.49214285714285705,mem,mixed,570
MSC04,0.5107142857142857,mem,mixed,570
MSC05,0.5035714285714286,mem,mixed,570
MSC06,0.49714285714285716,mem,mixed,570
MSC07,0.5121428571428571,mem,mixed,570
MSC10,0.4992857142857142,mem,mixed,570
MSC01,0.5192857142857142,mem,motor,570
MSC02,0.5192857142857144,mem,motor,570
MSC03,0.4878571428571429,mem,motor,570
MSC04,0.535,mem,motor,570
MSC05,0.4707142857142857,mem,motor,570
MSC06,0.4778571428571428,mem,motor,570
MSC07,0.5092857142857145,mem,motor,570
MSC10,0.4928571428571429,mem,motor,570
MSC01,0.5128571428571429,motor,mixed,570
MSC02,0.49071428571428577,motor,mixed,570
MSC03,0.5157142857142857,motor,mixed,570
MSC04,0.5128571428571428,motor,mixed,570
MSC05,0.4935714285714286,motor,mixed,570
MSC06,0.49500000000000005,motor,mixed,570
MSC07,0.5064285714285715,motor,mixed,570
MSC10,0.4792857142857142,motor,mixed,570
MSC01,0.48214285714285715,motor,mem,570
MSC02,0.5014285714285714,motor,mem,570
MSC03,0.4964285714285715,motor,mem,570
MSC04,0.5185714285714286,motor,mem,570
MSC05,0.5264285714285714,motor,mem,570
MSC06,0.5135714285714286,motor,mem,570
MSC07,0.5,motor,mem,570
MSC10,0.4742857142857143,motor,mem,570
MSC01,0.48857142857142855,mixed,mem,571
MSC02,0.47285714285714286,mixed,mem,571
MSC03,0.48,mixed,mem,571
MSC04,0.5185714285714286,mixed,mem,571
MSC05,0.5071428571428572,mixed,mem,571
MSC06,0.5185714285714286,mixed,mem,571
MSC07,0.4842857142857143,mixed,mem,571
MSC10,0.5121428571428571,mixed,mem,571
MSC01,0.5021428571428572,mixed,motor,571
MSC02,0.4892857142857144,mixed,motor,571
MSC03,0.505,mixed,motor,571
MSC04,0.4978571428571429,mixed,motor,571
MSC05,0.49214285714285716,mixed,motor,571
MSC06,0.5064285714285715,mixed,motor,571
MSC07,0.4814285714285714,mixed,motor,571
MSC10,0.4707142857142857,mixed,motor,571
MSC01,0.5085714285714286,mem,mixed,571
MSC02,0.4707142857142857,mem,mixed,571
MSC03,0.4821428571428571,mem,mixed,571
MSC04,0.5078571428571428,mem,mixed,571
MSC05,0.5242857142857142,mem,mixed,571
MSC06,0.5142857142857143,mem,mixed,571
MSC07,0.4778571428571428,mem,mixed,571
MSC10,0.4821428571428572,mem,mixed,571
MSC01,0.48928571428571427,mem,motor,571
MSC02,0.4714285714285714,mem,motor,571
MSC03,0.4785714285714286,mem,motor,571
MSC04,0.4578571428571428,mem,motor,571
MSC05,0.5057142857142856,mem,motor,571
MSC06,0.5114285714285715,mem,motor,571
MSC07,0.5250000000000001,mem,motor,571
MSC10,0.5014285714285714,mem,motor,571
MSC01,0.5114285714285715,motor,mixed,571
MSC02,0.49785714285714283,motor,mixed,571
MSC03,0.5178571428571429,motor,mixed,571
MSC04,0.4978571428571429,motor,mixed,571
MSC05,0.5064285714285715,motor,mixed,571
MSC06,0.5078571428571429,motor,mixed,571
MSC07,0.5021428571428572,motor,mixed,571
MSC10,0.505,motor,mixed,571
MSC01,0.4900000000000001,motor,mem,571
MSC02,0.5078571428571429,motor,mem,571
MSC03,0.5114285714285715,motor,mem,571
MSC04,0.4985714285714286,motor,mem,571
MSC05,0.5114285714285715,motor,mem,571
MSC06,0.4992857142857143,motor,mem,571
MSC07,0.5064285714285715,motor,mem,571
MSC10,0.517142857142857,motor,mem,571
MSC01,0.5121428571428572,mixed,mem,572
MSC02,0.49642857142857144,mixed,mem,572
MSC03,0.5164285714285713,mixed,mem,572
MSC04,0.5064285714285715,mixed,mem,572
MSC05,0.5128571428571428,mixed,mem,572
MSC06,0.4928571428571429,mixed,mem,572
MSC07,0.5085714285714287,mixed,mem,572
MSC10,0.5007142857142857,mixed,mem,572
MSC01,0.5142857142857142,mixed,motor,572
MSC02,0.5192857142857144,mixed,motor,572
MSC03,0.5192857142857144,mixed,motor,572
MSC04,0.48214285714285715,mixed,motor,572
MSC05,0.4900000000000001,mixed,motor,572
MSC06,0.5178571428571429,mixed,motor,572
MSC07,0.4914285714285715,mixed,motor,572
MSC10,0.5121428571428572,mixed,motor,572
MSC01,0.47928571428571426,mem,mixed,572
MSC02,0.5142857142857143,mem,mixed,572
MSC03,0.5207142857142857,mem,mixed,572
MSC04,0.5085714285714287,mem,mixed,572
MSC05,0.51,mem,mixed,572
MSC06,0.525,mem,mixed,572
MSC07,0.5014285714285714,mem,mixed,572
MSC10,0.5121428571428571,mem,mixed,572
MSC01,0.4842857142857143,mem,motor,572
MSC02,0.5192857142857142,mem,motor,572
MSC03,0.4907142857142857,mem,motor,572
MSC04,0.5157142857142857,mem,motor,572
MSC05,0.49428571428571433,mem,motor,572
MSC06,0.5078571428571429,mem,motor,572
MSC07,0.4828571428571428,mem,motor,572
MSC10,0.5007142857142857,mem,motor,572
MSC01,0.4821428571428572,motor,mixed,572
MSC02,0.51,motor,mixed,572
MSC03,0.49357142857142866,motor,mixed,572
MSC04,0.49571428571428566,motor,mixed,572
MSC05,0.49571428571428566,motor,mixed,572
MSC06,0.5021428571428571,motor,mixed,572
MSC07,0.5057142857142857,motor,mixed,572
MSC10,0.5114285714285715,motor,mixed,572
MSC01,0.49999999999999994,motor,mem,572
MSC02,0.5235714285714286,motor,mem,572
MSC03,0.51,motor,mem,572
MSC04,0.4992857142857143,motor,mem,572
MSC05,0.49785714285714283,motor,mem,572
MSC06,0.4764285714285715,motor,mem,572
MSC07,0.5014285714285714,motor,mem,572
MSC10,0.5028571428571429,motor,mem,572
MSC01,0.49999999999999994,mixed,mem,573
MSC02,0.4814285714285714,mixed,mem,573
MSC03,0.47285714285714286,mixed,mem,573
MSC04,0.49285714285714294,mixed,mem,573
MSC05,0.5171428571428571,mixed,mem,573
MSC06,0.4914285714285714,mixed,mem,573
MSC07,0.5021428571428571,mixed,mem,573
MSC10,0.49571428571428566,mixed,mem,573
MSC01,0.5121428571428572,mixed,motor,573
MSC02,0.4985714285714285,mixed,motor,573
MSC03,0.48071428571428576,mixed,motor,573
MSC04,0.5092857142857142,mixed,motor,573
MSC05,0.4671428571428571,mixed,motor,573
MSC06,0.45285714285714285,mixed,motor,573
MSC07,0.5021428571428572,mixed,motor,573
MSC10,0.4692857142857143,mixed,motor,573
MSC01,0.5321428571428571,mem,mixed,573
MSC02,0.4971428571428572,mem,mixed,573
MSC03,0.5035714285714286,mem,mixed,573
MSC04,0.5028571428571429,mem,mixed,573
MSC05,0.5021428571428571,mem,mixed,573
MSC06,0.5399999999999999,mem,mixed,573
MSC07,0.4928571428571429,mem,mixed,573
MSC10,0.4714285714285715,mem,mixed,573
MSC01,0.4921428571428571,mem,motor,573
MSC02,0.5164285714285713,mem,motor,573
MSC03,0.5185714285714286,mem,motor,573
MSC04,0.5242857142857144,mem,motor,573
MSC05,0.4814285714285715,mem,motor,573
MSC06,0.4985714285714285,mem,motor,573
MSC07,0.5014285714285714,mem,motor,573
MSC10,0.46714285714285714,mem,motor,573
MSC01,0.505,motor,mixed,573
MSC02,0.5085714285714286,motor,mixed,573
MSC03,0.49071428571428566,motor,mixed,573
MSC04,0.49214285714285716,motor,mixed,573
MSC05,0.5157142857142858,motor,mixed,573
MSC06,0.5149999999999999,motor,mixed,573
MSC07,0.5064285714285715,motor,mixed,573
MSC10,0.5035714285714287,motor,mixed,573
