,test_task,train_task,Mean,Std
0,mem,mixed,0.93375,0.09590732133530931
1,mem,motor,0.685,0.16309506430300094
2,mixed,mem,0.810625,0.11393724776635358
3,mixed,motor,0.6218750000000001,0.10183801914244574
4,motor,mem,0.84375,0.11444743022765638
5,motor,mixed,0.9356249999999999,0.03755353321783262
