sub,mixed,motor,mem
MSC01,0.5,0.55,0.35
MSC02,0.4,0.5,0.6
MSC03,0.55,0.5,0.5
MSC04,0.55,0.45,0.5
MSC05,0.55,0.5,0.45
MSC06,0.5,0.5,0.55
MSC07,0.25,0.5,0.55
MSC10,0.7,0.5,0.6
