sub,mixed,motor,mem
MSC01,0.35,0.5,0.45
MSC02,0.4,0.55,0.55
MSC03,0.65,0.5,0.5
MSC04,0.35,0.6,0.65
MSC05,0.45,0.5,0.55
MSC06,0.5,0.45,0.8
MSC07,0.4,0.5,0.3
MSC10,0.6,0.5,0.6
