sub,mixed,motor,mem
MSC01,0.6,0.5,0.55
MSC02,0.5,0.5,0.35
MSC03,0.55,0.5,0.5
MSC04,0.45,0.45,0.5
MSC05,0.35,0.5,0.55
MSC06,0.55,0.5,0.6
MSC07,0.6,0.5,0.5
MSC10,0.4,0.55,0.45
