sub,mixed,motor,mem
MSC01,0.55,0.5,0.4
MSC02,0.55,0.5,0.35
MSC03,0.45,0.5,0.5
MSC04,0.65,0.55,0.6
MSC05,0.6,0.5,0.55
MSC06,0.65,0.5,0.4
MSC07,0.65,0.5,0.45
MSC10,0.4,0.55,0.4
