sub,mixed,motor,mem
MSC01,0.5,0.5,0.55
MSC02,0.5,0.5,0.5
MSC03,0.5,0.5,0.5
MSC04,0.45,0.5,0.75
MSC05,0.6,0.5,0.55
MSC06,0.55,0.5,0.5
MSC07,0.4,0.5,0.6
MSC10,0.5,0.55,0.6
