sub,mixed,motor,mem
MSC01,0.5,0.5,0.55
MSC02,0.5,0.5,0.4
MSC03,0.5,0.65,0.5
MSC04,0.8,0.55,0.7
MSC05,0.3,0.5,0.45
MSC06,0.55,0.5,0.4
MSC07,0.4,0.5,0.45
MSC10,0.65,0.55,0.35
