sub,mixed,motor,mem
MSC01,1.0,1.0,0.95
MSC02,0.85,0.9,0.85
MSC03,0.75,0.95,0.875
MSC04,0.8,0.9,1.0
MSC05,0.9,0.75,0.95
MSC06,0.75,1.0,0.8
MSC07,0.9,1.0,0.95
MSC10,0.85,0.95,0.85
