sub,mixed,motor,mem
MSC01,0.7,0.7,0.65
MSC02,0.45,0.6,0.65
MSC03,0.75,0.7,0.6458333333333333
MSC04,0.65,0.55,0.7
MSC05,0.3,0.6,0.65
MSC06,0.8,0.5555555555555556,0.85
MSC07,0.7,0.7777777777777778,0.6
MSC10,0.65,0.75,0.75
