sub,mixed,motor,mem
MSC01,0.95,1.0,0.9
MSC02,0.75,0.85,0.7
MSC03,0.8,0.95,0.8125
MSC04,0.85,0.95,0.9
MSC05,0.75,0.85,0.85
MSC06,0.65,0.8518518518518517,0.65
MSC07,0.75,1.0,0.9
MSC10,0.8,0.95,0.85
