sub,mixed,motor,mem
MSC01,0.75,0.65,0.75
MSC02,0.65,0.6,0.65
MSC03,0.6,0.9,0.47916666666666663
MSC04,0.5,0.65,0.45
MSC05,0.65,0.95,0.7
MSC06,0.55,0.7037037037037037,0.55
MSC07,0.9,0.48148148148148145,0.8
MSC10,0.75,0.85,0.7
