sub,mixed,motor,mem
MSC01,0.8,0.8,0.6
MSC02,0.75,0.5,0.8
MSC03,0.6,0.9,0.8333333333333333
MSC04,0.85,0.7,0.65
MSC05,0.85,0.9,0.85
MSC06,0.5,0.7407407407407407,0.65
MSC07,0.7,0.9444444444444444,0.55
MSC10,0.65,0.6,0.75
