acc,train_sub,test_sub
0.6666666666666667,MSC03,MSC07
0.55,MSC03,MSC07
0.6333333333333334,MSC03,MSC07
0.6166666666666667,MSC03,MSC07
0.6333333333333333,MSC03,MSC07
