acc,train_sub,test_sub
0.6666666666666666,MSC04,MSC06
0.7166666666666666,MSC04,MSC06
0.5833333333333333,MSC04,MSC06
0.6499999999999999,MSC04,MSC06
0.6833333333333332,MSC04,MSC06
0.5833333333333333,MSC04,MSC06
0.7166666666666667,MSC04,MSC06
0.7333333333333333,MSC04,MSC06
0.7666666666666666,MSC04,MSC06
0.5666666666666667,MSC04,MSC06
