acc,train_sub,test_sub
0.5333333333333333,MSC06,MSC10
0.55,MSC06,MSC10
0.55,MSC06,MSC10
0.55,MSC06,MSC10
0.55,MSC06,MSC10
0.55,MSC06,MSC10
0.5333333333333333,MSC06,MSC10
0.5,MSC06,MSC10
0.5333333333333333,MSC06,MSC10
0.7833333333333334,MSC06,MSC10
