acc,train_sub,test_sub
0.55,MSC06,MSC01
0.5166666666666667,MSC06,MSC01
0.55,MSC06,MSC01
0.5333333333333333,MSC06,MSC01
0.5333333333333333,MSC06,MSC01
0.5833333333333334,MSC06,MSC01
0.5166666666666667,MSC06,MSC01
0.5166666666666667,MSC06,MSC01
0.5166666666666667,MSC06,MSC01
0.95,MSC06,MSC01
