train,same_sub,diff_sub
MSC10,0.5,0.5718840579710145
MSC01,0.45,0.4394202898550724
MSC02,0.525,0.511304347826087
MSC03,0.640625,0.47370317002881845
MSC04,0.525,0.3791304347826087
MSC05,0.5625,0.5515942028985508
MSC06,0.4583333333333333,0.4585334614153058
MSC07,0.5,0.4543994861913937
MSC10,0.4875,0.5756521739130435
MSC01,0.6375,0.5182608695652174
MSC02,0.4625,0.4901449275362319
MSC03,0.609375,0.3829250720461095
MSC04,0.4625,0.44869565217391305
MSC05,0.575,0.524927536231884
MSC06,0.4027777777777778,0.6532180595581172
MSC07,0.4027777777777778,0.47719974309569685
MSC10,0.6125,0.4846376811594203
MSC01,0.4625,0.6220289855072464
MSC02,0.6875,0.615072463768116
MSC03,0.515625,0.47910662824207495
MSC04,0.5875,0.47681159420289854
MSC05,0.425,0.45855072463768115
MSC06,0.4166666666666667,0.48222862632084534
MSC07,0.5,0.537893384714194
MSC10,0.525,0.416231884057971
MSC01,0.375,0.4747826086956522
MSC02,0.5875,0.48144927536231885
MSC03,0.5,0.4938760806916427
MSC04,0.5,0.45420289855072465
MSC05,0.5625,0.5385507246376812
MSC06,0.5,0.5814921549791867
MSC07,0.5,0.50417469492614
MSC10,0.5125,0.5594202898550724
MSC01,0.4625,0.49594202898550727
MSC02,0.5125,0.5886956521739131
MSC03,0.34375,0.4855907780979827
MSC04,0.4625,0.5084057971014493
MSC05,0.3625,0.44318840579710145
MSC06,0.3611111111111111,0.425552353506244
MSC07,0.5694444444444444,0.5051380860629415
MSC10,0.5625,0.5428985507246377
MSC01,0.4375,0.4872463768115942
MSC02,0.6,0.4979710144927536
MSC03,0.46875,0.6487752161383286
MSC04,0.575,0.58
MSC05,0.5125,0.5521739130434783
MSC06,0.5138888888888888,0.425552353506244
MSC07,0.5416666666666666,0.4447655748233783
MSC10,0.4375,0.5684057971014492
MSC01,0.4125,0.48405797101449277
MSC02,0.4625,0.5292753623188406
MSC03,0.40625,0.5623198847262247
MSC04,0.625,0.567536231884058
MSC05,0.45,0.483768115942029
MSC06,0.5416666666666666,0.5203330131284022
MSC07,0.4027777777777778,0.5144508670520231
MSC10,0.5375,0.5504347826086957
MSC01,0.4375,0.551304347826087
MSC02,0.575,0.5121739130434783
MSC03,0.328125,0.37896253602305474
MSC04,0.4625,0.4507246376811594
MSC05,0.625,0.45072463768115945
MSC06,0.4583333333333333,0.36631444124239515
MSC07,0.5138888888888888,0.5378933847141939
MSC10,0.575,0.516231884057971
MSC01,0.4875,0.5701449275362319
MSC02,0.4625,0.46695652173913044
MSC03,0.578125,0.4315561959654179
MSC04,0.325,0.5347826086956522
MSC05,0.5125,0.44318840579710145
MSC06,0.5416666666666666,0.5667627281460135
MSC07,0.3472222222222222,0.5783558124598587
MSC10,0.525,0.5469565217391305
MSC01,0.5125,0.49594202898550727
MSC02,0.4375,0.5585507246376812
MSC03,0.546875,0.3937319884726225
MSC04,0.4875,0.5214492753623189
MSC05,0.5625,0.5121739130434783
MSC06,0.5138888888888888,0.5443483829650977
MSC07,0.5555555555555556,0.5459216441875402
MSC10,0.5,0.5718840579710145
MSC01,0.45,0.4692753623188406
MSC02,0.4625,0.5217391304347826
MSC03,0.53125,0.5010806916426513
MSC04,0.575,0.4826086956521739
MSC05,0.425,0.4817391304347826
MSC06,0.3194444444444444,0.4373999359590138
MSC07,0.5277777777777778,0.4547206165703276
MSC10,0.6,0.5084057971014493
MSC01,0.5,0.47594202898550725
MSC02,0.5125,0.46144927536231883
MSC03,0.5,0.5118876080691642
MSC04,0.5125,0.43884057971014495
MSC05,0.425,0.5098550724637682
MSC06,0.375,0.45757284662183795
MSC07,0.5,0.5375722543352601
MSC10,0.5,0.49623188405797103
MSC01,0.5,0.4707246376811594
MSC02,0.5375,0.40753623188405796
MSC03,0.671875,0.5922190201729106
MSC04,0.4125,0.5353623188405797
MSC05,0.5125,0.43971014492753624
MSC06,0.4027777777777778,0.500160102465578
MSC07,0.5416666666666666,0.4913294797687861
MSC10,0.625,0.5127536231884058
MSC01,0.5625,0.4681159420289855
MSC02,0.5,0.45855072463768115
MSC03,0.578125,0.5745677233429395
MSC04,0.475,0.48695652173913045
MSC05,0.5125,0.5620289855072463
MSC06,0.5138888888888888,0.5020813320525136
MSC07,0.5138888888888888,0.46724470134874757
MSC10,0.4,0.47478260869565214
MSC01,0.3875,0.5684057971014492
MSC02,0.5875,0.4852173913043478
MSC03,0.390625,0.4895533141210375
MSC04,0.475,0.4544927536231884
MSC05,0.375,0.43217391304347824
MSC06,0.5416666666666666,0.5120076849183478
MSC07,0.5555555555555556,0.5054592164418754
MSC10,0.525,0.5353623188405797
MSC01,0.4625,0.47797101449275364
MSC02,0.6625,0.5289855072463768
MSC03,0.46875,0.6181556195965417
MSC04,0.4625,0.5281159420289855
MSC05,0.3375,0.42579710144927535
MSC06,0.4583333333333333,0.569004162664105
MSC07,0.5138888888888888,0.5211946050096339
MSC10,0.4375,0.4681159420289855
MSC01,0.6125,0.5884057971014492
MSC02,0.55,0.5504347826086956
MSC03,0.4375,0.5237752161383286
MSC04,0.5375,0.4820289855072464
MSC05,0.5875,0.5640579710144927
MSC06,0.5138888888888888,0.5827729747038104
MSC07,0.5,0.4971098265895954
MSC10,0.575,0.49130434782608695
MSC01,0.6125,0.48231884057971014
MSC02,0.475,0.5263768115942029
MSC03,0.484375,0.46325648414985593
MSC04,0.5375,0.5811594202898551
MSC05,0.4375,0.4217391304347826
MSC06,0.5138888888888888,0.48959333973743197
MSC07,0.5277777777777778,0.4563262684649968
MSC10,0.35,0.4565217391304348
MSC01,0.5375,0.44782608695652176
MSC02,0.5,0.5449275362318841
MSC03,0.453125,0.5525936599423631
MSC04,0.525,0.5231884057971015
MSC05,0.4875,0.5423188405797101
MSC06,0.5833333333333334,0.5722062119756645
MSC07,0.5,0.5793192035966602
MSC10,0.4125,0.42985507246376814
MSC01,0.5125,0.5043478260869565
MSC02,0.525,0.5107246376811594
MSC03,0.578125,0.6019452449567724
MSC04,0.55,0.5634782608695652
MSC05,0.5,0.31333333333333335
MSC06,0.5277777777777778,0.4911943643932117
MSC07,0.4722222222222222,0.4193962748876044
MSC10,0.6,0.5171014492753623
MSC01,0.45,0.5631884057971015
MSC02,0.5125,0.4301449275362319
MSC03,0.46875,0.41210374639769454
MSC04,0.5,0.501159420289855
MSC05,0.4875,0.6078260869565217
MSC06,0.5,0.45981428113992956
MSC07,0.3888888888888889,0.4373795761078998
MSC10,0.475,0.47333333333333333
MSC01,0.6125,0.4889855072463768
MSC02,0.4375,0.45855072463768115
MSC03,0.53125,0.5097262247838616
MSC04,0.425,0.5107246376811594
MSC05,0.55,0.5542028985507247
MSC06,0.4861111111111111,0.6151136727505604
MSC07,0.4444444444444444,0.4845857418111753
MSC10,0.475,0.44115942028985505
MSC01,0.5125,0.4797101449275362
MSC02,0.5875,0.46840579710144925
MSC03,0.453125,0.46469740634005763
MSC04,0.55,0.4771014492753623
MSC05,0.5375,0.5504347826086956
MSC06,0.5833333333333334,0.5065642010886967
MSC07,0.5,0.552344251766217
MSC10,0.5875,0.4950724637681159
MSC01,0.475,0.5165217391304348
MSC02,0.4625,0.5139130434782608
MSC03,0.625,0.5295389048991355
MSC04,0.4875,0.4330434782608696
MSC05,0.675,0.5408695652173913
MSC06,0.6388888888888888,0.6080691642651297
MSC07,0.5138888888888888,0.5147719974309569
MSC10,0.4625,0.5327536231884058
MSC01,0.35,0.46492753623188404
MSC02,0.45,0.6095652173913043
MSC03,0.359375,0.5594380403458213
MSC04,0.4875,0.5336231884057971
MSC05,0.525,0.5075362318840579
MSC06,0.4722222222222222,0.5347422350304195
MSC07,0.5,0.5157353885677585
MSC10,0.55,0.43420289855072464
MSC01,0.6,0.5640579710144927
MSC02,0.575,0.4484057971014493
MSC03,0.515625,0.5162103746397695
MSC04,0.55,0.5052173913043478
MSC05,0.4625,0.4176811594202898
MSC06,0.4861111111111111,0.5059237912263849
MSC07,0.5555555555555556,0.4845857418111753
MSC10,0.575,0.44608695652173913
MSC01,0.525,0.5904347826086956
MSC02,0.625,0.571304347826087
MSC03,0.53125,0.4564121037463977
MSC04,0.5,0.5107246376811594
MSC05,0.525,0.5020289855072464
MSC06,0.5972222222222222,0.5248158821645853
MSC07,0.375,0.44540783558124597
MSC10,0.475,0.524927536231884
MSC01,0.375,0.5165217391304348
MSC02,0.4625,0.5243478260869565
MSC03,0.546875,0.6048270893371758
MSC04,0.45,0.4626086956521739
MSC05,0.3625,0.42231884057971014
MSC06,0.5555555555555556,0.6669868715978227
MSC07,0.4722222222222222,0.537893384714194
MSC10,0.5125,0.41333333333333333
MSC01,0.425,0.56
MSC02,0.525,0.5805797101449275
MSC03,0.453125,0.515850144092219
MSC04,0.4,0.4765217391304348
MSC05,0.55,0.5284057971014493
MSC06,0.5277777777777778,0.48959333973743197
MSC07,0.4861111111111111,0.4749518304431599
MSC10,0.4625,0.4672463768115942
MSC01,0.5125,0.5585507246376812
MSC02,0.4625,0.49130434782608695
MSC03,0.5,0.47982708933717577
MSC04,0.475,0.4426086956521739
MSC05,0.5625,0.49971014492753624
MSC06,0.5416666666666666,0.5504322766570605
MSC07,0.4444444444444444,0.46692357096981374
MSC10,0.4,0.4510144927536232
MSC01,0.4125,0.4327536231884058
MSC02,0.525,0.5284057971014493
MSC03,0.59375,0.49819884726224783
MSC04,0.4625,0.4255072463768116
MSC05,0.475,0.47101449275362317
MSC06,0.4027777777777778,0.3906500160102465
MSC07,0.4166666666666667,0.651252408477842
MSC10,0.55,0.47739130434782606
MSC01,0.475,0.4756521739130435
MSC02,0.5125,0.5707246376811594
MSC03,0.34375,0.5353025936599424
MSC04,0.5125,0.4718840579710145
MSC05,0.55,0.5443478260869565
MSC06,0.5277777777777778,0.5552353506243997
MSC07,0.3888888888888889,0.5179833012202955
MSC10,0.45,0.5330434782608696
MSC01,0.475,0.5246376811594203
MSC02,0.4875,0.48579710144927535
MSC03,0.390625,0.5284582132564841
MSC04,0.525,0.5127536231884058
MSC05,0.6375,0.4484057971014493
MSC06,0.5555555555555556,0.5946205571565802
MSC07,0.5416666666666666,0.44733461785484907
MSC10,0.5875,0.4936231884057971
MSC01,0.425,0.47130434782608693
MSC02,0.45,0.5507246376811594
MSC03,0.4375,0.513328530259366
MSC04,0.5,0.5356521739130434
MSC05,0.575,0.5773913043478262
MSC06,0.6805555555555556,0.5296189561319244
MSC07,0.5694444444444444,0.5443159922928709
MSC10,0.525,0.4420289855072464
MSC01,0.6,0.6173913043478261
MSC02,0.4,0.43623188405797103
MSC03,0.53125,0.5136887608069164
MSC04,0.3625,0.4965217391304348
MSC05,0.5125,0.5463768115942029
MSC06,0.4861111111111111,0.4748639129042587
MSC07,0.5,0.4765574823378292
MSC10,0.55,0.49797101449275366
MSC01,0.625,0.5101449275362319
MSC02,0.575,0.5057971014492754
MSC03,0.59375,0.5180115273775217
MSC04,0.5625,0.5026086956521739
MSC05,0.4,0.5342028985507247
MSC06,0.4722222222222222,0.4498879282740954
MSC07,0.4722222222222222,0.40494540783558125
MSC10,0.6375,0.4994202898550725
MSC01,0.475,0.5144927536231884
MSC02,0.5375,0.45101449275362315
MSC03,0.5,0.6134726224783862
MSC04,0.475,0.47101449275362317
MSC05,0.4625,0.42492753623188406
MSC06,0.5972222222222222,0.4447646493756004
MSC07,0.4305555555555556,0.4836223506743738
MSC10,0.45,0.46057971014492755
MSC01,0.5625,0.5136231884057971
MSC02,0.675,0.6060869565217392
MSC03,0.390625,0.42867435158501443
MSC04,0.4125,0.44782608695652176
MSC05,0.5625,0.5701449275362319
MSC06,0.5,0.5603586295228946
MSC07,0.5416666666666666,0.5796403339755941
MSC10,0.5,0.6223188405797101
MSC01,0.525,0.5655072463768116
MSC02,0.575,0.476231884057971
MSC03,0.4375,0.48054755043227665
MSC04,0.475,0.6017391304347826
MSC05,0.55,0.48985507246376814
MSC06,0.5138888888888888,0.5898174831892411
MSC07,0.5833333333333334,0.43481053307642903
MSC10,0.3875,0.5446376811594202
MSC01,0.475,0.4820289855072464
MSC02,0.35,0.618840579710145
MSC03,0.53125,0.4088616714697406
MSC04,0.4875,0.4973913043478261
MSC05,0.5375,0.5095652173913043
MSC06,0.4444444444444444,0.49567723342939485
MSC07,0.5694444444444444,0.5372511239563262
MSC10,0.475,0.43072463768115943
MSC01,0.5625,0.4371014492753623
MSC02,0.4375,0.4918840579710145
MSC03,0.625,0.510806916426513
MSC04,0.5,0.5118840579710144
MSC05,0.7,0.48695652173913045
MSC06,0.4583333333333333,0.43547870637207814
MSC07,0.4166666666666667,0.44540783558124597
MSC10,0.5,0.52
MSC01,0.5375,0.5208695652173914
MSC02,0.325,0.5489855072463768
MSC03,0.453125,0.5313400576368876
MSC04,0.525,0.49826086956521737
MSC05,0.525,0.47478260869565214
MSC06,0.5833333333333334,0.5049631764329171
MSC07,0.5694444444444444,0.5748233782915864
MSC10,0.4,0.5214492753623189
MSC01,0.55,0.4568115942028985
MSC02,0.475,0.4910144927536232
MSC03,0.515625,0.42867435158501443
MSC04,0.5125,0.5020289855072464
MSC05,0.5625,0.42318840579710143
MSC06,0.3888888888888889,0.5286583413384566
MSC07,0.5416666666666666,0.4694926140012845
MSC10,0.425,0.4379710144927536
MSC01,0.5375,0.6014492753623188
MSC02,0.575,0.5895652173913043
MSC03,0.4375,0.40237752161383283
MSC04,0.45,0.48
MSC05,0.6625,0.4846376811594203
MSC06,0.6111111111111112,0.5728466218379763
MSC07,0.4722222222222222,0.5748233782915864
MSC10,0.425,0.5072463768115942
MSC01,0.5125,0.527536231884058
MSC02,0.5375,0.4991304347826087
MSC03,0.46875,0.4326368876080692
MSC04,0.5625,0.5327536231884058
MSC05,0.4375,0.43420289855072464
MSC06,0.4166666666666667,0.4053794428434198
MSC07,0.5555555555555556,0.39659601798330124
MSC10,0.575,0.547536231884058
MSC01,0.5,0.5976811594202899
MSC02,0.4875,0.5573913043478261
MSC03,0.5,0.5515129682997119
MSC04,0.55,0.4973913043478261
MSC05,0.6125,0.4736231884057971
MSC06,0.6111111111111112,0.4988792827409542
MSC07,0.5,0.4929351316634554
MSC10,0.55,0.48028985507246374
MSC01,0.55,0.5423188405797101
MSC02,0.475,0.45333333333333337
MSC03,0.3125,0.5154899135446686
MSC04,0.4625,0.5023188405797101
MSC05,0.6125,0.5710144927536231
MSC06,0.5694444444444444,0.516170349023375
MSC07,0.625,0.49967886962106617
MSC10,0.4375,0.5124637681159421
MSC01,0.4875,0.5339130434782609
MSC02,0.375,0.5014492753623189
MSC03,0.453125,0.6253602305475504
MSC04,0.4375,0.463768115942029
MSC05,0.475,0.4434782608695652
MSC06,0.4861111111111111,0.44796669868715977
MSC07,0.4166666666666667,0.5414258188824663
MSC10,0.4875,0.38231884057971016
MSC01,0.45,0.5101449275362319
MSC02,0.4375,0.47507246376811596
MSC03,0.546875,0.47406340057636887
MSC04,0.5125,0.37855072463768114
MSC05,0.425,0.4692753623188406
MSC06,0.4444444444444444,0.4684598142811399
MSC07,0.5,0.5131663455362877
MSC10,0.425,0.43971014492753624
MSC01,0.5125,0.5405797101449276
MSC02,0.5875,0.4115942028985507
MSC03,0.546875,0.42327089337175794
MSC04,0.5125,0.4628985507246377
MSC05,0.5375,0.4553623188405797
MSC06,0.5694444444444444,0.46974063400576366
MSC07,0.5277777777777778,0.5465639049454079
MSC10,0.4625,0.47797101449275364
MSC01,0.425,0.5234782608695652
MSC02,0.525,0.45884057971014497
MSC03,0.578125,0.5079250720461095
MSC04,0.55,0.5565217391304348
MSC05,0.6625,0.49594202898550727
MSC06,0.5138888888888888,0.4438040345821326
MSC07,0.4583333333333333,0.3904945407835581
MSC10,0.5,0.5104347826086957
MSC01,0.4375,0.45159420289855073
MSC02,0.575,0.41942028985507246
MSC03,0.515625,0.38976945244956773
MSC04,0.4,0.49681159420289855
MSC05,0.5125,0.5985507246376811
MSC06,0.4722222222222222,0.48799231508165225
MSC07,0.4166666666666667,0.5057803468208093
MSC10,0.4,0.4330434782608696
MSC01,0.6375,0.4428985507246377
MSC02,0.5375,0.4910144927536232
MSC03,0.5625,0.5507925072046109
MSC04,0.625,0.46840579710144925
MSC05,0.5125,0.49420289855072463
MSC06,0.4444444444444444,0.531860390650016
MSC07,0.4861111111111111,0.4633911368015414
MSC10,0.475,0.5440579710144927
MSC01,0.55,0.44579710144927537
MSC02,0.625,0.41884057971014493
MSC03,0.453125,0.5014409221902018
MSC04,0.475,0.5179710144927536
MSC05,0.55,0.4
MSC06,0.375,0.5136087095741274
MSC07,0.6666666666666666,0.4142581888246628
MSC10,0.4875,0.44782608695652176
MSC01,0.4,0.5246376811594203
MSC02,0.4375,0.45217391304347826
MSC03,0.359375,0.5007204610951008
MSC04,0.5375,0.49333333333333335
MSC05,0.4625,0.487536231884058
MSC06,0.4027777777777778,0.6103105987832212
MSC07,0.4583333333333333,0.5687219010918433
MSC10,0.5,0.447536231884058
MSC01,0.45,0.5240579710144928
MSC02,0.4625,0.5678260869565217
MSC03,0.640625,0.5453890489913544
MSC04,0.5875,0.5507246376811594
MSC05,0.5875,0.4852173913043478
MSC06,0.5555555555555556,0.4723022734550112
MSC07,0.4722222222222222,0.5221579961464354
MSC10,0.4875,0.47855072463768117
MSC01,0.4375,0.4226086956521739
MSC02,0.5375,0.4504347826086956
MSC03,0.4375,0.5817723342939481
MSC04,0.375,0.41855072463768117
MSC05,0.4375,0.508695652173913
MSC06,0.5555555555555556,0.5491514569324367
MSC07,0.5972222222222222,0.48105330764290305
MSC10,0.5125,0.4872463768115942
MSC01,0.475,0.5466666666666666
MSC02,0.575,0.5942028985507246
MSC03,0.6875,0.49063400576368876
MSC04,0.5,0.5771014492753623
MSC05,0.5875,0.5092753623188406
MSC06,0.6666666666666666,0.45885366634646174
MSC07,0.5416666666666666,0.4325626204238921
MSC10,0.5625,0.43072463768115943
MSC01,0.5125,0.5026086956521739
MSC02,0.5125,0.5066666666666667
MSC03,0.453125,0.5803314121037464
MSC04,0.4625,0.4066666666666667
MSC05,0.6125,0.5860869565217391
MSC06,0.375,0.5401857188600705
MSC07,0.5694444444444444,0.6143224149004496
MSC10,0.575,0.5652173913043478
MSC01,0.575,0.5063768115942029
MSC02,0.55,0.40318840579710147
MSC03,0.53125,0.5443083573487032
MSC04,0.375,0.5284057971014493
MSC05,0.475,0.38869565217391305
MSC06,0.5,0.5171309638168428
MSC07,0.3888888888888889,0.4547206165703276
MSC10,0.5125,0.47739130434782606
MSC01,0.475,0.5756521739130435
MSC02,0.3875,0.46608695652173915
MSC03,0.453125,0.5994236311239193
MSC04,0.525,0.6005797101449275
MSC05,0.6625,0.47594202898550725
MSC06,0.5972222222222222,0.4796669868715978
MSC07,0.4583333333333333,0.44187540141297366
MSC10,0.5375,0.5411594202898551
MSC01,0.475,0.4994202898550725
MSC02,0.5,0.5159420289855072
MSC03,0.640625,0.5579971181556196
MSC04,0.4625,0.38579710144927537
MSC05,0.4375,0.3701449275362319
MSC06,0.4444444444444444,0.4793467819404419
MSC07,0.4861111111111111,0.4409120102761721
MSC10,0.45,0.4463768115942029
MSC01,0.525,0.5359420289855072
MSC02,0.4875,0.45768115942028986
MSC03,0.53125,0.5
MSC04,0.575,0.47449275362318843
MSC05,0.55,0.49130434782608695
MSC06,0.5416666666666666,0.5136087095741274
MSC07,0.3333333333333333,0.5895953757225434
MSC10,0.475,0.5402898550724637
MSC01,0.675,0.46318840579710147
MSC02,0.475,0.4646376811594203
MSC03,0.5625,0.5889769452449568
MSC04,0.525,0.42782608695652175
MSC05,0.45,0.39159420289855074
MSC06,0.5972222222222222,0.4796669868715978
MSC07,0.4444444444444444,0.4698137443802184
MSC10,0.5,0.4721739130434783
MSC01,0.4875,0.5837681159420289
MSC02,0.575,0.4744927536231884
MSC03,0.53125,0.4546109510086455
MSC04,0.45,0.4936231884057971
MSC05,0.525,0.6060869565217392
MSC06,0.5833333333333334,0.6090297790585975
MSC07,0.5555555555555556,0.5680796403339756
MSC10,0.55,0.49478260869565216
MSC01,0.55,0.4481159420289855
MSC02,0.5375,0.5197101449275362
MSC03,0.4375,0.4564121037463977
MSC04,0.525,0.5130434782608696
MSC05,0.65,0.5089855072463768
MSC06,0.5,0.49535702849823887
MSC07,0.4722222222222222,0.5443159922928709
MSC10,0.525,0.447536231884058
MSC01,0.55,0.6423188405797101
MSC02,0.45,0.4582608695652174
MSC03,0.390625,0.6181556195965417
MSC04,0.425,0.518840579710145
MSC05,0.525,0.49826086956521737
MSC06,0.3611111111111111,0.4748639129042587
MSC07,0.5833333333333334,0.4800899165061015
MSC10,0.575,0.5168115942028986
MSC01,0.5375,0.592463768115942
MSC02,0.5125,0.5420289855072463
MSC03,0.65625,0.515850144092219
MSC04,0.4625,0.47333333333333333
MSC05,0.65,0.4553623188405797
MSC06,0.4861111111111111,0.4908741594620557
MSC07,0.5972222222222222,0.5163776493256262
MSC10,0.4875,0.492463768115942
MSC01,0.5375,0.5321739130434783
MSC02,0.525,0.4211594202898551
MSC03,0.359375,0.4711815561959654
MSC04,0.5125,0.5414492753623188
MSC05,0.525,0.4927536231884058
MSC06,0.5277777777777778,0.48959333973743197
MSC07,0.5416666666666666,0.529543994861914
MSC10,0.525,0.45710144927536234
