train,diff
MSC01,0.2295652173913043
MSC02,0.38840579710144935
MSC03,0.41988472622478384
MSC04,0.263768115942029
MSC05,0.32000000000000006
MSC06,0.2591738712776177
MSC07,0.3268464996788696
MSC10,0.1791304347826087
