train,diff
MSC04,-0.035652173913043456
MSC05,0.019420289855072465
MSC06,0.07275056035862953
MSC07,-0.11438664097623634
MSC10,-0.01884057971014491
MSC01,0.05623188405797103
MSC02,-0.06695652173913043
MSC03,-0.020244956772334288
MSC04,0.13942028985507246
MSC05,-0.04898550724637679
MSC06,0.05744476464937562
MSC07,-0.013937058445728956
MSC10,-0.07478260869565216
MSC01,0.07043478260869568
MSC02,-0.12492753623188407
MSC03,-0.014337175792507206
MSC04,-0.023188405797101436
MSC05,-0.06231884057971013
MSC06,-0.03944924751841178
MSC07,0.014771997430956973
MSC10,-0.008405797101449258
MSC01,-0.0011594202898550787
MSC02,0.1008695652173913
MSC03,0.07759365994236314
MSC04,-0.0023188405797101297
MSC05,0.023478260869565226
MSC06,0.04956772334293949
MSC07,0.0028259473346178565
MSC10,0.0463768115942029
MSC01,0.05768115942028987
MSC02,-0.05536231884057971
MSC03,0.02579250720461096
MSC04,0.03188405797101451
MSC05,-0.06521739130434784
MSC06,-0.045533141210374634
MSC07,0.03564547206165705
MSC10,-0.007536231884057942
MSC01,0.03130434782608699
MSC02,-0.0005797101449275255
MSC03,-0.037536023054755036
MSC04,0.010724637681159443
MSC05,0.05449275362318842
MSC06,0.01120717259045792
MSC07,-0.07707129094412331
MSC10,-0.05942028985507246
MSC01,-0.019710144927536227
MSC02,-0.016811594202898544
MSC03,-0.06340057636887608
MSC04,0.0005797101449275532
MSC05,-0.06057971014492752
MSC06,-0.045341018251681076
MSC07,-0.02967244701348748
MSC10,-0.116231884057971
MSC01,0.029565217391304355
MSC02,-0.03999999999999998
MSC03,-0.07723342939481267
MSC04,0.05130434782608698
MSC05,-0.06608695652173913
MSC06,-0.03707973102785783
MSC07,-0.01387283236994219
MSC10,-0.026956521739130435
MSC01,-0.06231884057971013
MSC02,0.046956521739130425
MSC03,-0.03840057636887606
MSC04,0.006666666666666682
MSC05,-0.04782608695652174
MSC06,-0.0033301312840217645
MSC07,0.08330122029543993
MSC10,0.006666666666666682
MSC01,-0.10144927536231885
MSC02,-0.06405797101449273
MSC03,0.0016570605187319898
MSC04,-0.08057971014492751
MSC05,-0.07130434782608695
MSC06,-0.02203009926352864
MSC07,0.016313423249839448
MSC10,0.010434782608695653
MSC01,-0.002898550724637683
MSC02,-0.0031884057971014457
MSC03,-0.03285302593659942
MSC04,-0.03014492753623188
MSC05,-0.01739130434782607
MSC06,0.0674991994876721
MSC07,0.015028901734104066
MSC10,0.03304347826086959
MSC01,0.07362318840579712
MSC02,-0.03478260869565214
MSC03,-0.0281700288184438
MSC04,0.01014492753623189
MSC05,0.020579710144927543
MSC06,-0.02299071405699646
MSC07,-0.09608220937700705
MSC10,0.107536231884058
MSC01,-0.07797101449275361
MSC02,-0.05246376811594203
MSC03,0.09524495677233433
MSC04,-0.004057971014492734
MSC05,-0.10492753623188404
MSC06,0.014281139929554931
MSC07,-0.0506101477199743
MSC10,0.011014492753623178
MSC01,-0.039130434782608664
MSC02,-0.05507246376811595
MSC03,0.13227665706051875
MSC04,0.01768115942028986
MSC05,0.0228985507246377
MSC06,-0.025360230547550433
MSC07,0.030828516377649356
MSC10,-0.013623188405797071
MSC01,0.0034782608695652084
MSC02,0.05275362318840582
MSC03,0.100792507204611
MSC04,0.03507246376811596
MSC05,0.022028985507246385
MSC06,0.06557796990073647
MSC07,0.055362877328195254
MSC10,0.02637681159420291
MSC01,0.02811594202898554
MSC02,-0.016521739130434754
MSC03,0.018083573487031712
MSC04,-0.10231884057971014
MSC05,-0.0228985507246377
MSC06,0.008005123278898518
MSC07,-0.049967886962106606
MSC10,-0.03652173913043477
MSC01,-0.05507246376811595
MSC02,-0.037101449275362325
MSC03,0.0682276657060519
MSC04,-0.02869565217391304
MSC05,0.040869565217391324
MSC06,0.016842779378802436
MSC07,-0.014900449582530506
MSC10,-0.0234782608695652
MSC01,0.057101449275362315
MSC02,0.05913043478260871
MSC03,-0.008717579250720447
MSC04,0.0791304347826087
MSC05,0.04695652173913045
MSC06,-0.08677553634325967
MSC07,0.04534360950545924
MSC10,-0.06231884057971013
MSC01,0.14028985507246375
MSC02,0.05130434782608698
MSC03,-0.06087896253602307
MSC04,0.1118840579710145
MSC05,-0.0014492753623188415
MSC06,-0.032596861991674664
MSC07,-0.00931278098908156
MSC10,-0.03739130434782609
MSC01,0.1136231884057971
MSC02,0.006376811594202891
MSC03,0.003458213256484155
MSC04,0.028695652173913067
MSC05,0.052173913043478265
MSC06,-0.011015049631764307
MSC07,-0.024534360950545925
MSC10,-0.007826086956521733
MSC01,0.00028985507246376274
MSC02,-0.055942028985507236
MSC03,0.07975504322766572
MSC04,-0.02637681159420288
MSC05,0.09594202898550727
MSC06,0.060454691002241434
MSC07,0.014386640976236376
MSC10,0.03304347826086959
MSC01,-0.028115942028985486
MSC02,-0.014782608695652177
MSC03,0.042867435158501443
MSC04,0.04289855072463769
MSC05,-0.03739130434782606
MSC06,0.0610951008645533
MSC07,-0.0220295439948619
MSC10,0.05449275362318842
MSC01,-0.07565217391304346
MSC02,0.029565217391304355
MSC03,-0.0010086455331412003
MSC04,-0.06405797101449275
MSC05,0.08202898550724641
MSC06,-0.04585334614153058
MSC07,-0.0036608863198458463
MSC10,0.06985507246376815
MSC01,0.01768115942028986
MSC02,0.07217391304347828
MSC03,-0.0659221902017291
MSC04,-0.019130434782608702
MSC05,-0.018260869565217386
MSC06,0.1038104386807557
MSC07,-0.010725754656390474
MSC10,-0.01884057971014494
MSC01,0.01652173913043481
MSC02,0.0420289855072464
MSC03,-0.10136887608069164
MSC04,0.013913043478260861
MSC05,0.03623188405797104
MSC06,0.008325328210054439
MSC07,0.03275529865125243
MSC10,-0.008115942028985496
MSC01,0.02115942028985507
MSC02,-0.07971014492753621
MSC03,0.029538904899135437
MSC04,-0.0715942028985507
MSC05,0.03884057971014496
MSC06,-0.007813000320204933
MSC07,0.017019910083493905
MSC10,-0.04927536231884058
MSC01,0.03043478260869567
MSC02,0.07942028985507246
MSC03,0.20115273775216141
MSC04,0.04898550724637682
MSC05,-0.009565217391304337
MSC06,-0.020749279538904902
MSC07,0.054335260115606965
MSC10,0.02376811594202899
MSC01,0.0023188405797101574
MSC02,-0.01246376811594202
MSC03,-0.08090778097982707
MSC04,-0.01999999999999999
MSC05,0.07681159420289857
MSC06,0.11034261927633687
MSC07,-0.04226075786769429
MSC10,0.09768115942028988
MSC01,0.1008695652173913
MSC02,-0.06608695652173911
MSC03,-0.06772334293948126
MSC04,0.01507246376811594
MSC05,0.08144927536231886
MSC06,0.012487992315081659
MSC07,0.0051380860629415825
MSC10,-0.05913043478260868
MSC01,-0.01623188405797099
MSC02,-0.0501449275362319
MSC03,0.02651296829971181
MSC04,-0.10144927536231883
MSC05,-0.04521739130434782
MSC06,0.03246878001921233
MSC07,0.04052665382145154
MSC10,0.023478260869565226
MSC01,0.10695652173913048
MSC02,-0.039420289855072455
MSC03,0.05619596541786742
MSC04,-0.010144927536231862
MSC05,-0.17217391304347826
MSC06,0.06141530579570925
MSC07,0.0653179190751445
MSC10,0.008115942028985496
MSC01,0.013913043478260861
MSC02,0.04985507246376811
MSC03,-0.056772334293948096
MSC04,-0.01999999999999999
MSC05,-0.03304347826086956
MSC06,0.01569004162664106
MSC07,-0.05478484264611433
MSC10,0.03130434782608699
MSC01,-0.07652173913043477
MSC02,0.03797101449275364
MSC03,0.03876080691642653
MSC04,0.03942028985507248
MSC05,-0.08695652173913042
MSC06,0.01120717259045792
MSC07,-0.03423249839434811
MSC10,0.00260869565217392
MSC01,0.044637681159420295
MSC02,0.05507246376811595
MSC03,-0.048487031700288175
MSC04,0.03507246376811593
MSC05,0.07391304347826089
MSC06,-0.043804034582132556
MSC07,-0.061978163134232475
MSC10,0.07536231884057973
MSC01,-0.014492753623188387
MSC02,0.10840579710144926
MSC03,0.013760806916426532
MSC04,0.014492753623188415
MSC05,-0.1371014492753623
MSC06,0.017483189241114333
MSC07,-0.00867052023121384
MSC10,-0.07159420289855072
MSC01,0.0002898550724637905
MSC02,0.01884057971014494
MSC03,-0.06952449567723343
MSC04,0.01884057971014494
MSC05,-0.014202898550724624
MSC06,0.07454370797310278
MSC07,0.02247912652536932
MSC10,-0.06260869565217389
MSC01,-0.06579710144927534
MSC02,-0.05971014492753621
MSC03,0.04755043227665706
MSC04,-0.004347826086956497
MSC05,-0.03130434782608696
MSC06,-0.04201088696765931
MSC07,0.06017983301220295
MSC10,-0.026956521739130435
MSC01,0.03130434782608696
MSC02,-0.05913043478260868
MSC03,0.004034582132564857
MSC04,0.033333333333333326
MSC05,0.02405797101449275
MSC06,-0.03003522254242713
MSC07,-0.039049454078355805
MSC10,-0.06260869565217392
MSC01,0.05507246376811595
MSC02,-0.08782608695652173
MSC03,-0.0393371757925072
MSC04,-0.024637681159420277
MSC05,0.030144927536231908
MSC06,-0.028113992955491524
MSC07,-0.04861913937058446
MSC10,-0.05507246376811592
MSC01,0.08637681159420293
MSC02,0.06318840579710144
MSC03,0.105835734870317
MSC04,-0.03536231884057972
MSC05,0.047246376811594215
MSC06,0.04687800192122962
MSC07,-0.04643545279383429
MSC10,-0.06376811594202897
MSC01,0.0808695652173913
MSC02,0.07768115942028989
MSC03,-0.13623919308357346
MSC04,-0.12811594202898552
MSC05,0.06782608695652176
MSC06,0.021325648414985604
MSC07,-0.011046885035324333
MSC10,0.0289855072463768
MSC01,-0.07072463768115941
MSC02,-0.00028985507246376274
MSC03,-0.0770893371757925
MSC04,-0.00028985507246376274
MSC05,0.07507246376811597
MSC06,-0.01895613192443163
MSC07,-0.03712267180475273
MSC10,0.010434782608695653
MSC01,0.039710144927536245
MSC02,0.07681159420289857
MSC03,0.011023054755043227
MSC04,-0.0014492753623188415
MSC05,0.07942028985507246
MSC06,-0.10003202049311559
MSC07,0.02087347463070008
MSC10,0.03681159420289856
MSC01,-0.06608695652173913
MSC02,-0.04521739130434782
MSC03,0.02471181556195967
MSC04,0.04666666666666666
MSC05,0.003478260869565236
MSC06,-0.010054434838296517
MSC07,-0.028131021194605005
MSC10,0.037391304347826115
MSC01,-0.0944927536231884
MSC02,-0.024347826086956487
MSC03,0.04322766570605188
MSC04,-0.03507246376811593
MSC05,-0.07101449275362318
MSC06,-0.033365353826448924
MSC07,-0.01907514450867051
MSC10,-0.04000000000000001
MSC01,-0.05913043478260868
MSC02,0.029275362318840592
MSC03,0.03443804034582132
MSC04,-0.056231884057971
MSC05,0.06260869565217392
MSC06,-0.000576368876080674
MSC07,0.05985870263326912
MSC10,-0.0872463768115942
MSC01,0.02115942028985507
MSC02,-0.028115942028985513
MSC03,-0.020965417867435138
MSC04,0.033623188405797116
MSC05,0.006956521739130445
MSC06,-0.07780979827089336
MSC07,0.032819524727039195
MSC10,0.0672463768115942
MSC01,0.02521739130434783
MSC02,0.008985507246376812
MSC03,-0.008717579250720447
MSC04,0.07884057971014496
MSC05,0.03130434782608696
MSC06,-0.045212936279218685
MSC07,0.10166987797045604
MSC10,-0.029855072463768118
MSC01,-0.04144927536231882
MSC02,0.031884057971014484
MSC03,-0.009438040345821325
MSC04,0.04782608695652174
MSC05,0.07739130434782612
MSC06,-0.011015049631764307
MSC07,0.04823378291586386
MSC10,-0.038260869565217376
MSC01,-0.0017391304347826042
MSC02,0.014782608695652177
MSC03,-0.03609510086455331
MSC04,-0.020869565217391306
MSC05,-0.00028985507246376274
MSC06,-0.01850784502081332
MSC07,0.008028259473346205
MSC10,-0.04057971014492753
MSC01,-0.0011594202898550787
MSC02,0.0011594202898550787
MSC03,0.027593659942363125
MSC04,-0.006666666666666654
MSC05,-0.006666666666666682
MSC06,0.03266090297790589
MSC07,0.06698779704560054
MSC10,0.0327536231884058
MSC01,-0.013913043478260861
MSC02,0.034492753623188405
MSC03,0.04164265129682998
MSC04,-0.029275362318840564
MSC05,-0.06753623188405797
MSC06,-0.08600704450848543
MSC07,0.05883108542068083
MSC10,-0.08144927536231884
MSC01,-0.07652173913043478
MSC02,-0.04550724637681158
MSC03,0.11736311239193081
MSC04,0.10492753623188408
MSC05,-0.03536231884057969
MSC06,-0.011655459494076204
MSC07,0.005394990366088648
MSC10,0.06492753623188408
MSC01,-0.044347826086956504
MSC02,0.08869565217391309
MSC03,0.03840057636887609
MSC04,0.01507246376811594
MSC05,-0.0518840579710145
MSC06,0.09401216778738392
MSC07,0.004431599229287098
MSC10,-0.037101449275362325
MSC01,0.030724637681159433
MSC02,-0.010434782608695625
MSC03,0.01152737752161384
MSC04,0.01855072463768115
MSC05,-0.026666666666666644
MSC06,0.014729426833173243
MSC07,-0.06608863198458576
MSC10,0.0266666666666667
MSC01,0.029565217391304355
MSC02,0.03449275362318843
MSC03,0.041786743515850155
MSC04,-0.03101449275362317
MSC05,-0.034492753623188405
MSC06,0.04751841178354149
MSC07,0.031856133590237645
MSC10,-0.06840579710144928
MSC01,0.09594202898550727
MSC02,0.06782608695652176
MSC03,0.007780979827089335
MSC04,-0.05768115942028984
MSC05,0.07043478260869565
MSC06,0.01953250080051236
MSC07,0.04110468850353244
MSC10,0.1457971014492754
MSC01,-0.025507246376811593
MSC02,-0.016811594202898544
MSC03,-0.05785302593659941
MSC04,0.006956521739130445
MSC05,0.014782608695652177
MSC06,-0.052449567723342944
MSC07,-0.030057803468208105
MSC10,0.026956521739130435
MSC01,0.10231884057971014
MSC02,-0.03536231884057969
MSC03,0.06916426512968299
MSC04,0.06318840579710144
MSC05,0.08811594202898554
MSC06,-0.016138328530259344
MSC07,-0.0827874116891458
MSC10,-0.012173913043478257
MSC01,-0.002028985507246367
MSC02,0.01014492753623189
MSC03,0.02471181556195967
MSC04,0.07275362318840581
MSC05,0.10927536231884058
MSC06,-0.033045148895292975
MSC07,-0.0838150289017341
MSC10,-0.057681159420289826
MSC01,-0.01999999999999999
MSC02,0.03391304347826088
MSC03,-0.00893371757925071
MSC04,-0.034492753623188405
MSC05,-0.02637681159420288
MSC06,-0.00096061479346779
MSC07,-0.04682080924855492
MSC10,-0.06057971014492752
MSC01,-0.06463768115942027
MSC02,-0.041739130434782584
MSC03,-0.08335734870317002
MSC04,0.06666666666666668
MSC05,-0.043478260869565216
MSC06,-0.03707973102785783
MSC07,0.01856133590237638
MSC10,-0.11507246376811595
MSC01,0.05797101449275363
MSC02,-0.02376811594202899
MSC03,0.009077809798270914
MSC04,-0.007826086956521733
MSC05,-0.06956521739130433
MSC06,-0.03208453410182516
MSC07,-0.09087989723827875
MSC10,0.0808695652173913
MSC01,-0.02144927536231883
MSC02,0.003768115942028999
MSC03,-0.0610951008645533
MSC04,-0.022898550724637673
MSC05,-0.05217391304347824
MSC06,-0.003650336215177713
MSC07,0.017341040462427765
MSC10,-0.01507246376811594
MSC01,-0.06231884057971013
MSC02,-0.001159420289855051
MSC03,0.054034582132564846
MSC04,0.023188405797101463
MSC05,-0.022608695652173882
MSC06,-0.09586935638808837
MSC07,0.02280025690430318
MSC10,-0.02521739130434783
MSC01,0.14782608695652177
MSC02,0.09768115942028985
MSC03,-0.02853025936599421
MSC04,0.006086956521739129
MSC05,0.017101449275362335
MSC06,0.024207492795389057
MSC07,0.031213872832369954
MSC10,0.10782608695652174
MSC01,0.000869565217391316
MSC02,-0.030434782608695643
MSC03,0.015345821325648407
MSC04,-0.031884057971014484
MSC05,0.03507246376811596
MSC06,0.03663144412423952
MSC07,-0.03770070648683366
MSC10,-0.06057971014492752
MSC01,-0.07594202898550724
MSC02,0.07942028985507246
MSC03,-0.054394812680115284
MSC04,0.04898550724637685
MSC05,-0.06289855072463768
MSC06,0.0049951969260326745
MSC07,0.030250481695568432
MSC10,-0.06956521739130433
MSC01,0.007826086956521733
MSC02,0.00492753623188405
MSC03,0.08818443804034581
MSC04,0.03768115942028988
MSC05,0.003478260869565236
MSC06,-0.03323727185398653
MSC07,-0.02556197816313424
MSC10,-0.02608695652173912
MSC01,-0.06405797101449273
MSC02,-0.002898550724637655
MSC03,0.05475504322766572
MSC04,0.08028985507246378
MSC05,0.015942028985507256
MSC06,0.17572846621837976
MSC07,0.009955041746949278
MSC10,0.038260869565217404
MSC01,0.07594202898550725
MSC02,0.03420289855072464
MSC03,-0.0311959654178674
MSC04,-0.10753623188405796
MSC05,0.038260869565217404
MSC06,0.00691642651296831
MSC07,0.07854849068721903
MSC10,0.06695652173913044
MSC01,0.005507246376811603
MSC02,0.022318840579710175
MSC03,-0.06051873198847263
MSC04,0.10811594202898556
MSC05,-0.022318840579710147
MSC06,0.0072366314441242585
MSC07,0.02864482980089919
MSC10,-0.0463768115942029
MSC01,-0.013043478260869545
MSC02,0.006376811594202919
MSC03,0.01678674351585016
MSC04,-0.08318840579710143
MSC05,-0.019420289855072437
MSC06,-0.0071725904578930355
MSC07,-0.08798972382787411
MSC10,0.047246376811594215
MSC01,-0.060869565217391314
MSC02,0.03623188405797104
MSC03,0.010158501440922202
MSC04,0.0023188405797101574
MSC05,0.01014492753623189
MSC06,-0.06519372398334936
MSC07,0.029929351316634573
MSC10,0.07855072463768117
MSC01,-0.02985507246376809
MSC02,-0.045797101449275346
MSC03,0.030475504322766578
MSC04,-0.02144927536231883
MSC05,0.07797101449275362
MSC06,0.04047390329811082
MSC07,0.03500321130378936
MSC10,0.06202898550724639
MSC01,0.01652173913043481
MSC02,0.02782608695652175
MSC03,-0.011815561959654164
MSC04,-0.034492753623188405
MSC05,-0.036811594202898534
MSC06,0.018892090938200462
MSC07,0.03185613359023767
MSC10,-0.02608695652173912
MSC01,0.049855072463768135
MSC02,-0.045797101449275346
MSC03,-0.025288184438040345
MSC04,0.009565217391304365
MSC05,-0.035942028985507246
MSC06,-0.04201088696765928
MSC07,-0.010982658959537567
MSC10,0.019420289855072465
MSC01,-0.013913043478260861
MSC02,-0.014202898550724652
MSC03,-0.05965417867435158
MSC04,-0.04608695652173911
MSC05,0.030724637681159433
MSC06,0.0674991994876721
MSC07,-0.03673731535003211
MSC10,-0.11188405797101447
MSC01,-0.001159420289855051
MSC02,-0.0753623188405797
MSC03,0.054034582132564846
MSC04,-0.12028985507246377
MSC05,-0.0034782608695652084
MSC06,0.039513288504642974
MSC07,-0.05517019910083493
MSC10,0.05043478260869566
MSC01,-0.08115942028985507
MSC02,-0.06289855072463768
MSC03,0.005835734870317022
MSC04,-0.027536231884057932
MSC05,-0.004637681159420259
MSC06,-0.04777457572846622
MSC07,0.06339113680154143
MSC10,0.10057971014492753
MSC01,0.007826086956521733
MSC02,0.03507246376811596
MSC03,0.03753602305475506
MSC04,0.05130434782608698
MSC05,0.01623188405797102
MSC06,0.03170028818443807
MSC07,0.03339755940912012
MSC10,0.08782608695652172
MSC01,-0.01739130434782607
MSC02,0.022028985507246385
MSC03,0.055115273775216134
MSC04,0.0753623188405797
MSC05,-0.030434782608695643
MSC06,-0.07499199487672109
MSC07,-0.08053949903660887
MSC10,-0.04782608695652171
MSC01,0.04782608695652177
MSC02,0.02405797101449278
MSC03,-0.0006484149855907617
MSC04,0.021739130434782622
MSC05,-0.0026086956521738924
MSC06,0.042715337816202376
MSC07,0.11111111111111113
MSC10,0.03188405797101451
MSC01,-0.019130434782608674
MSC02,-0.08985507246376812
MSC03,-0.010734870317002876
MSC04,-0.07594202898550724
MSC05,-0.015072463768115912
MSC06,0.018123599103426202
MSC07,-0.03134232498394349
MSC10,-0.0689855072463768
MSC01,-0.049565217391304345
MSC02,0.017101449275362335
MSC03,0.014481268011527382
MSC04,0.09594202898550727
MSC05,-0.022898550724637673
MSC06,-0.023631123919308356
MSC07,0.03635195889531151
MSC10,0.03913043478260872
MSC01,0.011014492753623206
MSC02,0.01884057971014494
MSC03,0.035158501440922196
MSC04,-0.05739130434782608
MSC05,-0.12521739130434784
MSC06,-0.006532180595581166
MSC07,-0.1037893384714194
MSC10,-0.036811594202898534
MSC01,0.013333333333333336
MSC02,0.028405797101449276
MSC03,-0.04596541786743513
MSC04,0.021739130434782622
MSC05,0.1318840579710145
MSC06,-0.004098623118796024
MSC07,-0.022286448298008993
MSC10,-0.09101449275362317
MSC01,0.055942028985507264
MSC02,0.005797101449275366
MSC03,-0.004250720461095092
MSC04,-0.052173913043478265
MSC05,0.0031884057971014457
MSC06,-0.03419788664745438
MSC07,-0.07058445728965959
MSC10,0.020869565217391306
MSC01,-0.011884057971014467
MSC02,0.11971014492753623
MSC03,0.0185878962536023
MSC04,-0.02985507246376809
MSC05,-0.05507246376811592
MSC06,0.017162984309958385
MSC07,0.014065510597302516
MSC10,-0.08927536231884058
MSC01,-0.07217391304347825
MSC02,-0.04927536231884058
MSC03,-0.037824207492795386
MSC04,0.07159420289855076
MSC05,0.00782608695652176
MSC06,-0.015626000640409865
MSC07,0.011753371868978818
MSC10,-0.0681159420289855
MSC01,-0.036521739130434744
MSC02,0.07797101449275362
MSC03,-0.01988472622478385
MSC04,0.09478260869565217
MSC05,0.02637681159420291
MSC06,0.07006083893691961
MSC07,0.12331406551059734
MSC10,0.037391304347826115
MSC01,0.03043478260869567
MSC02,-0.011304347826086941
MSC03,-0.09776657060518731
MSC04,-0.09855072463768115
MSC05,0.0014492753623188692
MSC06,0.0448286903618316
MSC07,-0.0590237636480411
MSC10,0.03391304347826088
MSC01,-0.004057971014492734
MSC02,0.00782608695652176
MSC03,0.04502881844380405
MSC04,0.09536231884057969
MSC05,0.01014492753623189
MSC06,-0.027153378162023678
MSC07,-0.05131663455362878
MSC10,-0.052463768115942014
MSC01,-0.06579710144927536
MSC02,0.04000000000000001
MSC03,0.006195965417867433
MSC04,-0.04724637681159419
MSC05,-0.04869565217391306
MSC06,-0.047326288824847906
MSC07,0.08272318561335906
MSC10,0.024927536231884068
MSC01,0.04898550724637679
MSC02,-0.06666666666666665
MSC03,-0.045605187319884694
MSC04,0.08463768115942033
MSC05,-0.10144927536231882
MSC06,0.010118475824527712
MSC07,-0.08317276814386641
MSC10,-0.013333333333333336
MSC01,0.033623188405797116
MSC02,-0.022028985507246385
MSC03,-0.0610951008645533
MSC04,-0.027826086956521723
MSC05,-0.030434782608695643
MSC06,-0.03560678834454051
MSC07,0.051766217084136174
MSC10,0.013043478260869573
MSC01,-0.042028985507246375
MSC02,-0.03507246376811593
MSC03,0.04524495677233431
MSC04,-0.0005797101449275255
MSC05,0.020579710144927543
MSC06,-0.07031700288184439
MSC07,0.02639691714836226
MSC10,0.009565217391304365
MSC01,0.02376811594202899
MSC02,-0.020869565217391278
MSC03,0.01556195965417867
MSC04,-0.019130434782608674
MSC05,-0.058550724637681156
MSC06,0.024655779699007396
MSC07,0.02472703917790625
MSC10,0.007826086956521733
MSC01,-0.06057971014492752
MSC02,-0.008695652173913021
MSC03,0.03371757925072047
MSC04,0.09420289855072467
MSC05,-0.15014492753623188
MSC06,0.007364713416586621
MSC07,0.07752087347463069
MSC10,0.06260869565217392
MSC01,-0.012173913043478257
MSC02,0.04000000000000001
MSC03,-0.008573487031700272
MSC04,-0.04028985507246377
MSC05,-0.01623188405797102
MSC06,-0.0345180915786103
MSC07,-0.07893384714193963
MSC10,-0.03304347826086956
MSC01,0.04898550724637682
MSC02,0.033333333333333326
MSC03,-0.09776657060518731
MSC04,-0.07159420289855072
MSC05,-0.024637681159420277
MSC06,0.07774575728466218
MSC07,-0.11958895311496469
MSC10,-0.028405797101449276
MSC01,-0.07594202898550724
MSC02,-0.07942028985507245
MSC03,-0.011815561959654164
MSC04,-0.04898550724637682
MSC05,-0.0026086956521738924
MSC06,0.09164265129683
MSC07,-0.024855491329479756
MSC10,0.034782608695652195
MSC01,0.06086956521739134
MSC02,0.01884057971014494
MSC03,-0.09380403458213254
MSC04,-0.015652173913043466
MSC05,0.09130434782608696
MSC06,-0.002817803394172258
MSC07,-0.07707129094412331
MSC10,-0.07333333333333332
MSC01,0.0481159420289855
MSC02,0.02028985507246378
MSC03,0.04056195965417869
MSC04,0.03536231884057972
MSC05,-0.015362318840579703
MSC06,0.009285943003522285
MSC07,-0.05163776493256261
MSC10,0.08260869565217394
MSC01,0.03246376811594204
MSC02,-0.03507246376811593
MSC03,0.02651296829971181
MSC04,0.003478260869565236
MSC05,0.08956521739130438
MSC06,-0.03176432917066924
MSC07,0.020552344251766247
MSC10,-0.03884057971014493
MSC01,0.00260869565217392
MSC02,0.02550724637681162
MSC03,-0.05965417867435155
MSC04,-0.01507246376811594
MSC05,-0.08
MSC06,0.034069804674992016
MSC07,-0.08734746307000642
MSC10,0.04057971014492756
MSC01,0.0327536231884058
MSC02,0.01884057971014494
MSC03,0.01844380403458215
MSC04,0.09130434782608693
MSC05,0.019130434782608702
MSC06,-0.024591738712776173
MSC07,0.05305073859987158
MSC10,-0.04000000000000001
MSC01,0.052173913043478265
MSC02,-0.015362318840579703
