train,acc,network
MSC06,0.0,32
MSC07,0.0,32
MSC10,0.0,32
MSC01,0.0,32
MSC02,0.0,32
MSC03,0.0,32
MSC04,0.0,32
MSC05,0.0,32
MSC06,0.0,32
MSC07,0.0,32
MSC10,0.0,32
MSC01,0.0,32
MSC02,0.0,32
MSC03,0.0,32
MSC04,0.0,32
MSC05,0.0,32
MSC06,0.0,32
MSC07,0.0,32
MSC10,0.0,32
MSC01,0.0,32
MSC02,0.0,32
MSC03,0.0,32
MSC04,0.0,32
MSC05,0.0,32
MSC06,0.0,32
MSC07,0.0,32
MSC10,0.0,32
MSC01,0.0,33
MSC02,0.0,33
MSC03,0.0,33
MSC04,0.0,33
MSC05,0.0,33
MSC06,0.0,33
MSC07,0.0,33
MSC10,0.0,33
MSC01,0.0,33
MSC02,0.0,33
MSC03,0.0,33
MSC04,0.0,33
MSC05,0.0,33
MSC06,0.0,33
MSC07,0.0,33
MSC10,0.0,33
MSC01,0.0,33
MSC02,0.0,33
MSC03,0.0,33
MSC04,0.0,33
MSC05,0.0,33
MSC06,0.0,33
MSC07,0.0,33
MSC10,0.0,33
MSC01,0.0,33
MSC02,0.0,33
MSC03,0.0,33
MSC04,0.0,33
MSC05,0.0,33
MSC06,0.0,33
MSC07,0.0,33
MSC10,0.0,33
MSC01,0.0,34
MSC02,0.0,34
MSC03,0.0,34
MSC04,0.0,34
MSC05,0.0,34
MSC06,0.0,34
MSC07,0.0,34
MSC10,0.0,34
MSC01,0.0,34
MSC02,0.0,34
MSC03,0.0,34
MSC04,0.0,34
MSC05,0.0,34
MSC06,0.0,34
MSC07,0.0,34
MSC10,0.0,34
MSC01,0.0,34
MSC02,0.0,34
MSC03,0.0,34
MSC04,0.0,34
MSC05,0.0,34
MSC06,0.0,34
MSC07,0.0,34
MSC10,0.0,34
MSC01,0.0,34
MSC02,0.0,34
MSC03,0.0,34
MSC04,0.0,34
MSC05,0.0,34
MSC06,0.0,34
MSC07,0.0,34
MSC10,0.0,34
MSC01,0.0,35
MSC02,0.0,35
MSC03,0.0,35
MSC04,0.0,35
MSC05,0.0,35
MSC06,0.0,35
MSC07,0.0,35
MSC10,0.0,35
MSC01,0.0,35
MSC02,0.0,35
MSC03,0.0,35
MSC04,0.0,35
MSC05,0.0,35
MSC06,0.0,35
MSC07,0.0,35
MSC10,0.0,35
MSC01,0.0,35
MSC02,0.0,35
MSC03,0.0,35
MSC04,0.0,35
MSC05,0.0,35
MSC06,0.0,35
MSC07,0.0,35
MSC10,0.0,35
MSC01,0.0,35
MSC02,0.0,35
MSC03,0.0,35
MSC04,0.0,35
MSC05,0.0,35
MSC06,0.0,35
MSC07,0.0,35
MSC10,0.0,35
MSC01,0.0,36
MSC02,0.0,36
MSC03,0.0,36
MSC04,0.0,36
MSC05,0.0,36
MSC06,0.0,36
MSC07,0.0,36
MSC10,0.0,36
MSC01,0.0,36
MSC02,0.0,36
MSC03,0.0,36
MSC04,0.0,36
MSC05,0.0,36
MSC06,0.0,36
MSC07,0.0,36
MSC10,0.0,36
MSC01,0.0,36
MSC02,0.0,36
MSC03,0.0,36
MSC04,0.0,36
MSC05,0.0,36
MSC06,0.0,36
MSC07,0.0,36
MSC10,0.0,36
MSC01,0.0,36
MSC02,0.0,36
MSC03,0.0,36
MSC04,0.0,36
MSC05,0.0,36
MSC06,0.0,36
MSC07,0.0,36
MSC10,0.0,36
MSC01,0.0,37
MSC02,0.0,37
MSC03,0.0,37
MSC04,0.0,37
MSC05,0.0,37
MSC06,0.0,37
MSC07,0.0,37
MSC10,0.0,37
MSC01,0.0,37
MSC02,0.0,37
MSC03,0.0,37
MSC04,0.0,37
MSC05,0.0,37
MSC06,0.0,37
MSC07,0.0,37
MSC10,0.0,37
MSC01,0.0,37
MSC02,0.0,37
MSC03,0.0,37
MSC04,0.0,37
MSC05,0.0,37
MSC06,0.0,37
MSC07,0.0,37
MSC10,0.0,37
MSC01,0.0,37
MSC02,0.0,37
MSC03,0.0,37
MSC04,0.0,37
MSC05,0.0,37
MSC06,0.0,37
MSC07,0.0,37
MSC10,0.0,37
MSC01,0.0,38
MSC02,0.0,38
MSC03,0.0,38
MSC04,0.0,38
MSC05,0.0,38
MSC06,0.0,38
MSC07,0.0,38
MSC10,0.0,38
MSC01,0.0,38
MSC02,0.0,38
MSC03,0.0,38
MSC04,0.0,38
MSC05,0.0,38
MSC06,0.0,38
MSC07,0.0,38
MSC10,0.0,38
MSC01,0.0,38
MSC02,0.0,38
MSC03,0.0,38
MSC04,0.0,38
MSC05,0.0,38
MSC06,0.0,38
MSC07,0.0,38
MSC10,0.0,38
MSC01,0.0,39
MSC02,0.0,39
MSC03,0.0,39
MSC04,0.0,39
MSC05,0.0,39
MSC06,0.0,39
MSC07,0.0,39
MSC10,0.0,39
MSC01,0.0,39
MSC02,0.0,39
MSC03,0.0,39
MSC04,0.0,39
MSC05,0.0,39
MSC06,0.0,39
MSC07,0.0,39
MSC10,0.0,39
MSC01,0.0,39
MSC02,0.0,39
MSC03,0.0,39
MSC04,0.0,39
MSC05,0.0,39
MSC06,0.0,39
MSC07,0.0,39
MSC10,0.0,39
MSC01,0.0,40
MSC02,0.0,40
MSC03,0.0,40
MSC04,0.0,40
MSC05,0.0,40
MSC06,0.0,40
MSC07,0.0,40
MSC10,0.0,40
MSC01,0.0,40
MSC02,0.0,40
MSC03,0.0,40
MSC04,0.0,40
MSC05,0.0,40
MSC06,0.0,40
MSC07,0.0,40
MSC10,0.0,40
MSC01,0.0,40
MSC02,0.0,40
MSC03,0.0,40
MSC04,0.0,40
MSC05,0.0,40
MSC06,0.0,40
MSC07,0.0,40
MSC10,0.0,40
MSC01,0.0,40
MSC02,0.0,40
MSC03,0.0,40
MSC04,0.0,40
MSC05,0.0,40
MSC06,0.0,40
MSC07,0.0,40
MSC10,0.0,40
MSC01,0.0,41
MSC02,0.0,41
MSC03,0.0,41
MSC04,0.0,41
MSC05,0.0,41
MSC06,0.0,41
MSC07,0.0,41
MSC10,0.0,41
MSC01,0.0,41
MSC02,0.0,41
MSC03,0.0,41
MSC04,0.0,41
MSC05,0.0,41
MSC06,0.0,41
MSC07,0.0,41
MSC10,0.0,41
MSC01,0.0,41
MSC02,0.0,41
MSC03,0.0,41
MSC04,0.0,41
MSC05,0.0,41
MSC06,0.0,41
MSC07,0.0,41
MSC10,0.0,41
MSC01,0.0,42
MSC02,0.0,42
MSC03,0.0,42
MSC04,0.0,42
MSC05,0.0,42
MSC06,0.0,42
MSC07,0.0,42
MSC10,0.0,42
MSC01,0.0,42
MSC02,0.0,42
MSC03,0.0,42
MSC04,0.0,42
MSC05,0.0,42
MSC06,0.0,42
MSC07,0.0,42
MSC10,0.0,42
MSC01,0.0,42
MSC02,0.0,42
MSC03,0.0,42
MSC04,0.0,42
MSC05,0.0,42
MSC06,0.0,42
MSC07,0.0,42
MSC10,0.0,42
MSC01,0.0,43
MSC02,0.0,43
MSC03,0.0,43
MSC04,0.0,43
MSC05,0.0,43
MSC06,0.0,43
MSC07,0.0,43
MSC10,0.0,43
MSC01,0.0,43
MSC02,0.0,43
MSC03,0.0,43
MSC04,0.0,43
MSC05,0.0,43
MSC06,0.0,43
MSC07,0.0,43
MSC10,0.0,43
MSC01,0.0,43
MSC02,0.0,43
MSC03,0.0,43
MSC04,0.0,43
MSC05,0.0,43
MSC06,0.0,43
MSC07,0.0,43
MSC10,0.0,43
MSC01,0.0,44
MSC02,0.0,44
MSC03,0.0,44
MSC04,0.0,44
MSC05,0.0,44
MSC06,0.0,44
MSC07,0.0,44
MSC10,0.0,44
MSC01,0.0,44
MSC02,0.0,44
MSC03,0.0,44
MSC04,0.0,44
MSC05,0.0,44
MSC06,0.0,44
MSC07,0.0,44
MSC10,0.0,44
MSC01,0.0,44
MSC02,0.0,44
MSC03,0.0,44
MSC04,0.0,44
MSC05,0.0,44
MSC06,0.0,44
MSC07,0.0,44
MSC10,0.0,44
MSC01,0.0,45
MSC02,0.0,45
MSC03,0.0,45
MSC04,0.0,45
MSC05,0.0,45
MSC06,0.0,45
MSC07,0.0,45
MSC10,0.0,45
MSC01,0.0,45
MSC02,0.0,45
MSC03,0.0,45
MSC04,0.0,45
MSC05,0.0,45
MSC06,0.0,45
MSC07,0.0,45
MSC10,0.0,45
MSC01,0.0,45
MSC02,0.0,45
MSC03,0.0,45
MSC04,0.0,45
MSC05,0.0,45
MSC06,0.0,45
MSC07,0.0,45
MSC10,0.0,45
MSC01,0.0,46
MSC02,0.0,46
MSC03,0.0,46
MSC04,0.0,46
MSC05,0.0,46
MSC06,0.0,46
MSC07,0.0,46
MSC10,0.0,46
MSC01,0.0,46
MSC02,0.0,46
MSC03,0.0,46
MSC04,0.0,46
MSC05,0.0,46
MSC06,0.0,46
MSC07,0.0,46
MSC10,0.0,46
MSC01,0.0,46
MSC02,0.0,46
MSC03,0.0,46
MSC04,0.0,46
MSC05,0.0,46
MSC06,0.0,46
MSC07,0.0,46
MSC10,0.0,46
MSC01,0.0,47
MSC02,0.0,47
MSC03,0.0,47
MSC04,0.0,47
MSC05,0.0,47
MSC06,0.0,47
MSC07,0.0,47
MSC10,0.0,47
MSC01,0.0,47
MSC02,0.0,47
MSC03,0.0,47
MSC04,0.0,47
MSC05,0.0,47
MSC06,0.0,47
MSC07,0.0,47
MSC10,0.0,47
MSC01,0.0,47
MSC02,0.0,47
MSC03,0.0,47
MSC04,0.0,47
MSC05,0.0,47
MSC06,0.0,47
MSC07,0.0,47
MSC10,0.0,47
MSC01,0.0,48
MSC02,0.0,48
MSC03,0.0,48
MSC04,0.0,48
MSC05,0.0,48
MSC06,0.0,48
MSC07,0.0,48
MSC10,0.0,48
MSC01,0.0,48
MSC02,0.0,48
MSC03,0.0,48
MSC04,0.0,48
MSC05,0.0,48
MSC06,0.0,48
MSC07,0.0,48
MSC10,0.0,48
MSC01,0.0,48
MSC02,0.0,48
MSC03,0.0,48
MSC04,0.0,48
MSC05,0.0,48
MSC06,0.0,48
MSC07,0.0,48
MSC10,0.0,48
MSC01,0.0,49
MSC02,0.0,49
MSC03,0.0,49
MSC04,0.0,49
MSC05,0.0,49
MSC06,0.0,49
MSC07,0.0,49
MSC10,0.0,49
MSC01,0.0,49
MSC02,0.0,49
MSC03,0.0,49
MSC04,0.0,49
MSC05,0.0,49
MSC06,0.0,49
MSC07,0.0,49
MSC10,0.0,49
MSC01,0.0,49
MSC02,0.0,49
MSC03,0.0,49
MSC04,0.0,49
MSC05,0.0,49
MSC06,0.0,49
MSC07,0.0,49
MSC10,0.0,49
MSC01,0.0,50
MSC02,0.0,50
MSC03,0.0,50
MSC04,0.0,50
MSC05,0.0,50
MSC06,0.0,50
MSC07,0.0,50
MSC10,0.0,50
MSC01,0.0,50
MSC02,0.0,50
MSC03,0.0,50
MSC04,0.0,50
MSC05,0.0,50
MSC06,0.0,50
MSC07,0.0,50
MSC10,0.0,50
MSC01,0.0,51
MSC02,0.0,51
MSC03,0.0,51
MSC04,0.0,51
MSC05,0.0,51
MSC06,0.0,51
MSC07,0.0,51
MSC10,0.0,51
MSC01,0.0,51
MSC02,0.0,51
MSC03,0.0,51
MSC04,0.0,51
MSC05,0.0,51
MSC06,0.0,51
MSC07,0.0,51
MSC10,0.0,51
MSC01,0.0,51
MSC02,0.0,51
MSC03,0.0,51
MSC04,0.0,51
MSC05,0.0,51
MSC06,0.0,51
MSC07,0.0,51
MSC10,0.0,51
MSC01,0.0,52
MSC02,0.0,52
MSC03,0.0,52
MSC04,0.0,52
MSC05,0.0,52
MSC06,0.0,52
MSC07,0.0,52
MSC10,0.0,52
MSC01,0.0,52
MSC02,0.0,52
MSC03,0.0,52
MSC04,0.0,52
MSC05,0.0,52
MSC06,0.0,52
MSC07,0.0,52
MSC10,0.0,52
MSC01,0.0,52
MSC02,0.0,52
MSC03,0.0,52
MSC04,0.0,52
MSC05,0.0,52
MSC06,0.0,52
MSC07,0.0,52
MSC10,0.0,52
MSC01,0.0,53
MSC02,0.0,53
MSC03,0.0,53
MSC04,0.0,53
MSC05,0.0,53
MSC06,0.0,53
MSC07,0.0,53
MSC10,0.0,53
MSC01,0.0,53
MSC02,0.0,53
MSC03,0.0,53
MSC04,0.0,53
MSC05,0.0,53
MSC06,0.0,53
MSC07,0.0,53
MSC10,0.0,53
MSC01,0.0,54
MSC02,0.0,54
MSC03,0.0,54
MSC04,0.0,54
MSC05,0.0,54
MSC06,0.0,54
MSC07,0.0,54
MSC10,0.0,54
MSC01,0.0,54
MSC02,0.0,54
MSC03,0.0,54
MSC04,0.0,54
MSC05,0.0,54
MSC06,0.0,54
MSC07,0.0,54
MSC10,0.0,54
MSC01,0.0,54
MSC02,0.0,54
MSC03,0.0,54
MSC04,0.0,54
MSC05,0.0,54
MSC06,0.0,54
MSC07,0.0,54
MSC10,0.0,54
MSC01,0.0,55
MSC02,0.0,55
MSC03,0.0,55
MSC04,0.0,55
MSC05,0.0,55
MSC06,0.0,55
MSC07,0.0,55
MSC10,0.0,55
MSC01,0.0,55
MSC02,0.0,55
MSC03,0.0,55
MSC04,0.0,55
MSC05,0.0,55
MSC06,0.0,55
MSC07,0.0,55
MSC10,0.0,55
MSC01,0.0,56
MSC02,0.0,56
MSC03,0.0,56
MSC04,0.0,56
MSC05,0.0,56
MSC06,0.0,56
MSC07,0.0,56
MSC10,0.0,56
MSC01,0.0,56
MSC02,0.0,56
MSC03,0.0,56
MSC04,0.0,56
MSC05,0.0,56
MSC06,0.0,56
MSC07,0.0,56
MSC10,0.0,56
MSC01,0.0,57
MSC02,0.0,57
MSC03,0.0,57
MSC04,0.0,57
MSC05,0.0,57
MSC06,0.0,57
MSC07,0.0,57
MSC10,0.0,57
MSC01,0.0,57
MSC02,0.0,57
MSC03,0.0,57
MSC04,0.0,57
MSC05,0.0,57
MSC06,0.0,57
MSC07,0.0,57
MSC10,0.0,57
MSC01,0.0,57
MSC02,0.0,57
MSC03,0.0,57
MSC04,0.0,57
MSC05,0.0,57
MSC06,0.0,57
MSC07,0.0,57
MSC10,0.0,57
MSC01,0.0,58
MSC02,0.0,58
MSC03,0.0,58
MSC04,0.0,58
MSC05,0.0,58
MSC06,0.0,58
MSC07,0.0,58
MSC10,0.0,58
MSC01,0.0,58
MSC02,0.0,58
MSC03,0.0,58
MSC04,0.0,58
MSC05,0.0,58
MSC06,0.0,58
MSC07,0.0,58
MSC10,0.0,58
MSC01,0.0,59
MSC02,0.0,59
MSC03,0.0,59
MSC04,0.0,59
MSC05,0.0,59
MSC06,0.0,59
MSC07,0.0,59
MSC10,0.0,59
MSC01,0.0,59
MSC02,0.0,59
MSC03,0.0,59
MSC04,0.0,59
MSC05,0.0,59
MSC06,0.0,59
MSC07,0.0,59
MSC10,0.0,59
MSC01,0.0,60
MSC02,0.0,60
MSC03,0.0,60
MSC04,0.0,60
MSC05,0.0,60
MSC06,0.0,60
MSC07,0.0,60
MSC10,0.0,60
MSC01,0.0,60
MSC02,0.0,60
MSC03,0.0,60
MSC04,0.0,60
MSC05,0.0,60
MSC06,0.0,60
MSC07,0.0,60
MSC10,0.0,60
MSC01,0.0,60
MSC02,0.0,60
MSC03,0.0,60
MSC04,0.0,60
MSC05,0.0,60
MSC06,0.0,60
MSC07,0.0,60
MSC10,0.0,60
MSC01,0.0,61
MSC02,0.0,61
MSC03,0.0,61
MSC04,0.0,61
MSC05,0.0,61
MSC06,0.0,61
MSC07,0.0,61
MSC10,0.0,61
MSC01,0.0,61
MSC02,0.0,61
MSC03,0.0,61
MSC04,0.0,61
MSC05,0.0,61
MSC06,0.0,61
MSC07,0.0,61
MSC10,0.0,61
MSC01,0.0,62
MSC02,0.0,62
MSC03,0.0,62
MSC04,0.0,62
MSC05,0.0,62
MSC06,0.0,62
MSC07,0.0,62
MSC10,0.0,62
MSC01,0.0,62
MSC02,0.0,62
MSC03,0.0,62
MSC04,0.0,62
MSC05,0.0,62
MSC06,0.0,62
MSC07,0.0,62
MSC10,0.0,62
MSC01,0.0,63
MSC02,0.0,63
MSC03,0.0,63
MSC04,0.0,63
MSC05,0.0,63
MSC06,0.0,63
MSC07,0.0,63
MSC10,0.0,63
MSC01,0.0,63
MSC02,0.0,63
MSC03,0.0,63
MSC04,0.0,63
MSC05,0.0,63
MSC06,0.0,63
MSC07,0.0,63
MSC10,0.0,63
MSC01,0.0,64
MSC02,0.0,64
MSC03,0.0,64
MSC04,0.0,64
MSC05,0.0,64
MSC06,0.0,64
MSC07,0.0,64
MSC10,0.0,64
MSC01,0.0,64
MSC02,0.0,64
MSC03,0.0,64
MSC04,0.0,64
MSC05,0.0,64
MSC06,0.0,64
MSC07,0.0,64
MSC10,0.0,64
MSC01,0.0,65
MSC02,0.0,65
MSC03,0.0,65
MSC04,0.0,65
MSC05,0.0,65
MSC06,0.0,65
MSC07,0.0,65
MSC10,0.0,65
MSC01,0.0,65
MSC02,0.0,65
MSC03,0.0,65
MSC04,0.0,65
MSC05,0.0,65
MSC06,0.0,65
MSC07,0.0,65
MSC10,0.0,65
MSC01,0.0,66
MSC02,0.0,66
MSC03,0.0,66
MSC04,0.0,66
MSC05,0.0,66
MSC06,0.0,66
MSC07,0.0,66
MSC10,0.0,66
MSC01,0.0,66
MSC02,0.0,66
MSC03,0.0,66
MSC04,0.0,66
MSC05,0.0,66
MSC06,0.0,66
MSC07,0.0,66
MSC10,0.0,66
MSC01,0.0,67
MSC02,0.0,67
MSC03,0.0,67
MSC04,0.0,67
MSC05,0.0,67
MSC06,0.0,67
MSC07,0.0,67
MSC10,0.0,67
MSC01,0.0,67
MSC02,0.0,67
MSC03,0.0,67
MSC04,0.0,67
MSC05,0.0,67
MSC06,0.0,67
MSC07,0.0,67
MSC10,0.0,67
MSC01,0.0,68
MSC02,0.0,68
MSC03,0.0,68
MSC04,0.0,68
MSC05,0.0,68
MSC06,0.0,68
MSC07,0.0,68
MSC10,0.0,68
MSC01,0.0,68
MSC02,0.0,68
MSC03,0.0,68
MSC04,0.0,68
MSC05,0.0,68
MSC06,0.0,68
MSC07,0.0,68
MSC10,0.0,68
MSC01,0.0,69
MSC02,0.0,69
MSC03,0.0,69
MSC04,0.0,69
MSC05,0.0,69
MSC06,0.0,69
MSC07,0.0,69
MSC10,0.0,69
MSC01,0.0,69
MSC02,0.0,69
MSC03,0.0,69
MSC04,0.0,69
MSC05,0.0,69
MSC06,0.0,69
MSC07,0.0,69
MSC10,0.0,69
MSC01,0.0,70
MSC02,0.0,70
MSC03,0.0,70
MSC04,0.0,70
MSC05,0.0,70
MSC06,0.0,70
MSC07,0.0,70
MSC10,0.0,70
MSC01,0.0,70
MSC02,0.0,70
MSC03,0.0,70
MSC04,0.0,70
MSC05,0.0,70
MSC06,0.0,70
MSC07,0.0,70
MSC10,0.0,70
MSC01,0.0,71
MSC02,0.0,71
MSC03,0.0,71
MSC04,0.0,71
MSC05,0.0,71
MSC06,0.0,71
MSC07,0.0,71
MSC10,0.0,71
MSC01,0.0,71
MSC02,0.0,71
MSC03,0.0,71
MSC04,0.0,71
MSC05,0.0,71
MSC06,0.0,71
MSC07,0.0,71
MSC10,0.0,71
MSC01,0.0,72
MSC02,0.0,72
MSC03,0.0,72
MSC04,0.0,72
MSC05,0.0,72
MSC06,0.0,72
MSC07,0.0,72
MSC10,0.0,72
MSC01,0.0,72
MSC02,0.0,72
MSC03,0.0,72
MSC04,0.0,72
MSC05,0.0,72
MSC06,0.0,72
MSC07,0.0,72
MSC10,0.0,72
MSC01,0.0,73
MSC02,0.0,73
MSC03,0.0,73
MSC04,0.0,73
MSC05,0.0,73
MSC06,0.0,73
MSC07,0.0,73
MSC10,0.0,73
MSC01,0.0,73
MSC02,0.0,73
MSC03,0.0,73
MSC04,0.0,73
MSC05,0.0,73
MSC06,0.0,73
MSC07,0.0,73
MSC10,0.0,73
MSC01,0.0,74
MSC02,0.0,74
MSC03,0.0,74
MSC04,0.0,74
MSC05,0.0,74
MSC06,0.0,74
MSC07,0.0,74
MSC10,0.0,74
MSC01,0.0,74
MSC02,0.0,74
MSC03,0.0,74
MSC04,0.0,74
MSC05,0.0,74
MSC06,0.0,74
MSC07,0.0,74
MSC10,0.0,74
MSC01,0.0,75
MSC02,0.0,75
MSC03,0.0,75
MSC04,0.0,75
MSC05,0.0,75
MSC06,0.0,75
MSC07,0.0,75
MSC10,0.0,75
MSC01,0.0,76
MSC02,0.0,76
MSC03,0.0,76
MSC04,0.0,76
MSC05,0.0,76
MSC06,0.0,76
MSC07,0.0,76
MSC10,0.0,76
MSC01,0.0,76
MSC02,0.0,76
MSC03,0.0,76
MSC04,0.0,76
MSC05,0.0,76
MSC06,0.0,76
MSC07,0.0,76
MSC10,0.0,76
MSC01,0.0,77
MSC02,0.0,77
MSC03,0.0,77
MSC04,0.0,77
MSC05,0.0,77
MSC06,0.0,77
MSC07,0.0,77
MSC10,0.0,77
MSC01,0.0,77
MSC02,0.0,77
MSC03,0.0,77
MSC04,0.0,77
MSC05,0.0,77
MSC06,0.0,77
MSC07,0.0,77
MSC10,0.0,77
MSC01,0.0,78
MSC02,0.0,78
MSC03,0.0,78
MSC04,0.0,78
MSC05,0.0,78
MSC06,0.0,78
MSC07,0.0,78
MSC10,0.0,78
MSC01,0.0,78
MSC02,0.0,78
MSC03,0.0,78
MSC04,0.0,78
MSC05,0.0,78
MSC06,0.0,78
MSC07,0.0,78
MSC10,0.0,78
MSC01,0.0,79
MSC02,0.0,79
MSC03,0.0,79
MSC04,0.0,79
MSC05,0.0,79
MSC06,0.0,79
MSC07,0.0,79
MSC10,0.0,79
MSC01,0.0,80
MSC02,0.0,80
MSC03,0.0,80
MSC04,0.0,80
MSC05,0.0,80
MSC06,0.0,80
MSC07,0.0,80
MSC10,0.0,80
MSC01,0.0,80
MSC02,0.0,80
MSC03,0.0,80
MSC04,0.0,80
MSC05,0.0,80
MSC06,0.0,80
MSC07,0.0,80
MSC10,0.0,80
MSC01,0.0,81
MSC02,0.0,81
MSC03,0.0,81
MSC04,0.0,81
MSC05,0.0,81
MSC06,0.0,81
MSC07,0.0,81
MSC10,0.0,81
MSC01,0.0,81
MSC02,0.0,81
MSC03,0.0,81
MSC04,0.0,81
MSC05,0.0,81
MSC06,0.0,81
MSC07,0.0,81
MSC10,0.0,81
MSC01,0.0,82
MSC02,0.0,82
MSC03,0.0,82
MSC04,0.0,82
MSC05,0.0,82
MSC06,0.0,82
MSC07,0.0,82
MSC10,0.0,82
MSC01,0.0,83
MSC02,0.0,83
MSC03,0.0,83
MSC04,0.0,83
MSC05,0.0,83
MSC06,0.0,83
MSC07,0.0,83
MSC10,0.0,83
MSC01,0.0,83
MSC02,0.0,83
MSC03,0.0,83
MSC04,0.0,83
MSC05,0.0,83
MSC06,0.0,83
MSC07,0.0,83
MSC10,0.0,83
MSC01,0.0,84
MSC02,0.0,84
MSC03,0.0,84
MSC04,0.0,84
MSC05,0.0,84
MSC06,0.0,84
MSC07,0.0,84
MSC10,0.0,84
MSC01,0.0,84
MSC02,0.0,84
MSC03,0.0,84
MSC04,0.0,84
MSC05,0.0,84
MSC06,0.0,84
MSC07,0.0,84
MSC10,0.0,84
MSC01,0.0,85
MSC02,0.0,85
MSC03,0.0,85
MSC04,0.0,85
MSC05,0.0,85
MSC06,0.0,85
MSC07,0.0,85
MSC10,0.0,85
MSC01,0.0,86
MSC02,0.0,86
MSC03,0.0,86
MSC04,0.0,86
MSC05,0.0,86
MSC06,0.0,86
MSC07,0.0,86
MSC10,0.0,86
MSC01,0.0,86
MSC02,0.0,86
MSC03,0.0,86
MSC04,0.0,86
MSC05,0.0,86
MSC06,0.0,86
MSC07,0.0,86
MSC10,0.0,86
MSC01,0.0,87
MSC02,0.0,87
MSC03,0.0,87
MSC04,0.0,87
MSC05,0.0,87
MSC06,0.0,87
MSC07,0.0,87
MSC10,0.0,87
MSC01,0.0,88
MSC02,0.0,88
MSC03,0.0,88
MSC04,0.0,88
MSC05,0.0,88
MSC06,0.0,88
MSC07,0.0,88
MSC10,0.0,88
MSC01,0.0,88
MSC02,0.0,88
MSC03,0.0,88
MSC04,0.0,88
MSC05,0.0,88
MSC06,0.0,88
MSC07,0.0,88
MSC10,0.0,88
MSC01,0.0,89
MSC02,0.0,89
MSC03,0.0,89
MSC04,0.0,89
MSC05,0.0,89
MSC06,0.0,89
MSC07,0.0,89
MSC10,0.0,89
MSC01,0.0,90
MSC02,0.0,90
MSC03,0.0,90
MSC04,0.0,90
MSC05,0.0,90
MSC06,0.0,90
MSC07,0.0,90
MSC10,0.0,90
MSC01,0.0,90
MSC02,0.0,90
MSC03,0.0,90
MSC04,0.0,90
MSC05,0.0,90
MSC06,0.0,90
MSC07,0.0,90
MSC10,0.0,90
MSC01,0.0,91
MSC02,0.0,91
MSC03,0.0,91
MSC04,0.0,91
MSC05,0.0,91
MSC06,0.0,91
MSC07,0.0,91
MSC10,0.0,91
MSC01,0.0,92
MSC02,0.0,92
MSC03,0.0,92
MSC04,0.0,92
MSC05,0.0,92
MSC06,0.0,92
MSC07,0.0,92
MSC10,0.0,92
MSC01,0.0,92
MSC02,0.0,92
MSC03,0.0,92
MSC04,0.0,92
MSC05,0.0,92
MSC06,0.01,92
MSC07,0.0,92
MSC10,0.0,92
MSC01,0.0,93
MSC02,0.0,93
MSC03,0.0,93
MSC04,0.0,93
MSC05,0.0,93
MSC06,0.0,93
MSC07,0.0,93
MSC10,0.0,93
MSC01,0.0,94
MSC02,0.0,94
MSC03,0.0,94
MSC04,0.0,94
MSC05,0.0,94
MSC06,0.0,94
MSC07,0.0,94
MSC10,0.0,94
MSC01,0.0,94
MSC02,0.0,94
MSC03,0.0,94
MSC04,0.0,94
MSC05,0.0,94
MSC06,0.0,94
MSC07,0.0,94
MSC10,0.0,94
MSC01,0.0,95
MSC02,0.0,95
MSC03,0.0,95
MSC04,0.0,95
MSC05,0.0,95
MSC06,0.0,95
MSC07,0.0,95
MSC10,0.0,95
MSC01,0.0,96
MSC02,0.0,96
MSC03,0.0,96
MSC04,0.0,96
MSC05,0.0,96
MSC06,0.0,96
MSC07,0.0,96
MSC10,0.0,96
MSC01,0.0,96
MSC02,0.0,96
MSC03,0.0,96
MSC04,0.0,96
MSC05,0.0,96
MSC06,0.0,96
MSC07,0.0,96
MSC10,0.0,96
MSC01,0.0,97
MSC02,0.0,97
MSC03,0.0,97
MSC04,0.0,97
MSC05,0.0,97
MSC06,0.0,97
MSC07,0.0,97
MSC10,0.0,97
MSC01,0.0,98
MSC02,0.0,98
MSC03,0.0,98
MSC04,0.0,98
MSC05,0.0,98
MSC06,0.0,98
MSC07,0.0,98
MSC10,0.0,98
MSC01,0.0,99
MSC02,0.0,99
MSC03,0.0,99
MSC04,0.0,99
MSC05,0.0,99
MSC06,0.0,99
MSC07,0.0,99
MSC10,0.0,99
MSC01,0.0,99
MSC02,0.0,99
MSC03,0.0,99
MSC04,0.0,99
MSC05,0.0,99
MSC06,0.0,99
MSC07,0.0,99
MSC10,0.0,99
MSC01,0.0,100
MSC02,0.0,100
MSC03,0.0,100
MSC04,0.0,100
MSC05,0.0,100
MSC06,0.0,100
MSC07,0.0,100
MSC10,0.0,100
MSC01,0.0,101
MSC02,0.0,101
MSC03,0.0,101
MSC04,0.0,101
MSC05,0.0,101
MSC06,0.0,101
MSC07,0.0,101
MSC10,0.0,101
MSC01,0.0,102
MSC02,0.0,102
MSC03,0.0,102
MSC04,0.0,102
MSC05,0.0,102
MSC06,0.0,102
MSC07,0.0,102
MSC10,0.0,102
MSC01,0.0,102
MSC02,0.0,102
MSC03,0.0,102
MSC04,0.0,102
MSC05,0.0,102
MSC06,0.0,102
MSC07,0.0,102
MSC10,0.0,102
MSC01,0.0,103
MSC02,0.0,103
MSC03,0.0,103
MSC04,0.0,103
MSC05,0.0,103
